Id,不能变	说明	动画类型	动画名	路径	注释
14	否定	sequence	girl008_01_house_dialogue_deny	AnimSequence'/Game/Characters/Girl/girl008_01/Anim/house/girl008_01_house_dialogue_deny.girl008_01_house_dialogue_deny'	
15	思考-前	sequence	girl008_01_house_dialogue_think_start	AnimSequence'/Game/Characters/Girl/girl008_01/Anim/house/girl008_01_house_dialogue_think_start.girl008_01_house_dialogue_think_start'	
16	思考-循环	sequence	girl008_01_house_dialogue_think_loop	AnimSequence'/Game/Characters/Girl/girl008_01/Anim/house/girl008_01_house_dialogue_think_loop.girl008_01_house_dialogue_think_loop'	
17	思考-后	sequence	girl008_01_house_dialogue_think_end	AnimSequence'/Game/Characters/Girl/girl008_01/Anim/house/girl008_01_house_dialogue_think_end.girl008_01_house_dialogue_think_end'	
18	摆pose感谢	sequence	girl008_01_house_thank01	AnimSequence'/Game/Characters/Girl/girl008_01/Anim/house/girl008_01_house_thank01.girl008_01_house_thank01'	
19	生气	sequence	girl008_01_house_dialogue_depressed02	AnimSequence'/Game/Characters/Girl/girl008_01/Anim/house/girl008_01_house_dialogue_depressed02.girl008_01_house_dialogue_depressed02'	
20	吧台撑脸-前	sequence	girl008_01_house_dialogue_barsit_start	AnimSequence'/Game/Characters/Girl/girl008_01/Anim/house/girl008_01_house_dialogue_barsit_start.girl008_01_house_dialogue_barsit_start'	
21	吧台撑脸-循环	sequence	girl008_01_house_dialogue_barsit_loop	AnimSequence'/Game/Characters/Girl/girl008_01/Anim/house/girl008_01_house_dialogue_barsit_loop.girl008_01_house_dialogue_barsit_loop'	
22	吧台撑脸-后	sequence	girl008_01_house_dialogue_barsit_end	AnimSequence'/Game/Characters/Girl/girl008_01/Anim/house/girl008_01_house_dialogue_barsit_end.girl008_01_house_dialogue_barsit_end'	
23	摇手指否定	sequence	girl008_01_house_dialogue_deny02	AnimSequence'/Game/Characters/Girl/girl008_01/Anim/house/girl008_01_house_dialogue_deny02.girl008_01_house_dialogue_deny02'	
24	摆头否定	sequence	girl008_01_house_dialogue_deny03	AnimSequence'/Game/Characters/Girl/girl008_01/Anim/house/girl008_01_house_dialogue_deny03.girl008_01_house_dialogue_deny03'	
25	怀疑	sequence	girl008_01_house_dialogue_depressed	AnimSequence'/Game/Characters/Girl/girl008_01/Anim/house/girl008_01_house_dialogue_depressed.girl008_01_house_dialogue_depressed'	
26	换衣服	sequence	girl008_01_house_pose_idle01	AnimSequence'/Game/Characters/Girl/girl008_01/Anim/house/girl008_01_house_pose_idle01.girl008_01_house_pose_idle01'	
					
					
					
97	左转	sequence	girl008_01_house_dialogue_turn_L	AnimSequence'/Game/Characters/Girl/girl008_01/Anim/house/girl008_01_house_dialogue_turn_L.girl008_01_house_dialogue_turn_L'	
98	右转	sequence	girl008_01_house_dialogue_turn_R	AnimSequence'/Game/Characters/Girl/girl008_01/Anim/house/girl008_01_house_dialogue_turn_R.girl008_01_house_dialogue_turn_R'	
99	呼吸叠加素材	sequence	girl008_01_house_dialogue_Tpose	AnimSequence'/Game/Characters/Girl/girl008_01/Anim/house/girl008_01_house_dialogue_Tpose.girl008_01_house_dialogue_Tpose'	
100	一次思考	custom_seq	15;16;17		
101	思考循环	custom_loop_last	15;16		
102	一次撑脸	custom_seq	20;21;22		
103	撑脸循环	custom_loop_last	20;21		
