Id,不能变	说明	动画类型	动画名	路径	注释
97	左转	sequence	girl018_01_house_dialogue_turn_L	AnimSequence'/Game/Characters/Girl/girl018_01/Anim/house/girl018_01_house_dialogue_turn_L.girl018_01_house_dialogue_turn_L'	
98	右转	sequence	girl018_01_house_dialogue_turn_R	AnimSequence'/Game/Characters/Girl/girl018_01/Anim/house/girl018_01_house_dialogue_turn_R.girl018_01_house_dialogue_turn_R'	
99	呼吸叠加素材	sequence	girl018_01_house_dialogue_Tpose	AnimSequence'/Game/Characters/Girl/girl018_01/Anim/house/girl018_01_house_dialogue_Tpose.girl018_01_house_dialogue_Tpose'	
100	一次抱手臂	custom_seq	6;7;8		
101	抱手臂循环	custom_loop_last	6;7		
102	一次思考	custom_seq	12;13;14		
103	思考循环	custom_loop_last	12;13		
104	一次吧台讲话	custom_seq	19;20;21		
105	一次消极	custom_seq	22;23;24		
106	消极循环	custom_loop_last	22;23		
107	一次妄想成功	custom_seq	25;26;27		
108	一次妄想失败	custom_seq	25;26;28		
109	妄想循环	custom_loop_last	25;26		
