Id,不能变	说明	动画类型	动画名	路径	注释
18	思考-后	sequence	girl007_01_house_dialogue_think_end	AnimSequence'/Game/Characters/Girl/girl007_01/Anim/house/girl007_01_house_dialogue_think_end.girl007_01_house_dialogue_think_end'	
19	积极	sequence	girl007_01_house_dialogue_satisfy	AnimSequence'/Game/Characters/Girl/girl007_01/Anim/house/girl007_01_house_dialogue_satisfy.girl007_01_house_dialogue_satisfy'	
20	惊讶	sequence	girl007_01_house_dialogue_amaze	AnimSequence'/Game/Characters/Girl/girl007_01/Anim/house/girl007_01_house_dialogue_amaze.girl007_01_house_dialogue_amaze'	
21	打招呼	sequence	girl007_01_house_dialogue_greet	AnimSequence'/Game/Characters/Girl/girl007_01/Anim/house/girl007_01_house_dialogue_greet.girl007_01_house_dialogue_greet'	
22	肯定	sequence	girl007_01_house_dialogue_sure	AnimSequence'/Game/Characters/Girl/girl007_01/Anim/house/girl007_01_house_dialogue_sure.girl007_01_house_dialogue_sure'	
23	否定	sequence	girl007_01_house_dialogue_deny	AnimSequence'/Game/Characters/Girl/girl007_01/Anim/house/girl007_01_house_dialogue_deny.girl007_01_house_dialogue_deny'	
24	床上坐	sequence	girl007_01_house_bed_sit01	AnimSequence'/Game/Characters/Girl/girl007_01/Anim/house/girl007_01_house_bed_sit01.girl007_01_house_bed_sit01'	
25	兴奋-前	sequence	girl007_01_house_dialogue_satisfy02_start	AnimSequence'/Game/Characters/Girl/girl007_01/Anim/house/girl007_01_house_dialogue_satisfy02_start.girl007_01_house_dialogue_satisfy02_start'	
26	兴奋-循环	sequence	girl007_01_house_dialogue_satisfy02_loop	AnimSequence'/Game/Characters/Girl/girl007_01/Anim/house/girl007_01_house_dialogue_satisfy02_loop.girl007_01_house_dialogue_satisfy02_loop'	
27	兴奋-后	sequence	girl007_01_house_dialogue_satisfy02_end	AnimSequence'/Game/Characters/Girl/girl007_01/Anim/house/girl007_01_house_dialogue_satisfy02_end.girl007_01_house_dialogue_satisfy02_end'	
					
					
					
					
					
97	左转	sequence	girl007_01_house_dialogue_turn_L	AnimSequence'/Game/Characters/Girl/girl007_01/Anim/house/girl007_01_house_dialogue_turn_L.girl007_01_house_dialogue_turn_L'	
98	右转	sequence	girl007_01_house_dialogue_turn_R	AnimSequence'/Game/Characters/Girl/girl007_01/Anim/house/girl007_01_house_dialogue_turn_R.girl007_01_house_dialogue_turn_R'	
99	呼吸叠加素材	sequence	girl007_01_house_dialogue_Tpose	AnimSequence'/Game/Characters/Girl/girl007_01/Anim/house/girl007_01_house_dialogue_Tpose.girl007_01_house_dialogue_Tpose'	
100	一次思考	custom_seq	16;17;18		
101	思考循环	custom_loop_last	16;17		
102	一次兴奋	custom_seq	25;26;27		
103	兴奋循环	custom_loop_last	25;26		
