Id,不能变	说明	动画类型	动画名	路径	注释
28	宿舍站2-前	sequence	girl002_01_house_dialogue_stand02_start	AnimSequence'/Game/Characters/Girl/girl002_01/Anim/house/girl002_01_house_dialogue_stand02_start.girl002_01_house_dialogue_stand02_start'	
29	宿舍站2-循环	sequence	girl002_01_house_dialogue_stand02_loop	AnimSequence'/Game/Characters/Girl/girl002_01/Anim/house/girl002_01_house_dialogue_stand02_loop.girl002_01_house_dialogue_stand02_loop'	
30	宿舍站2-后	sequence	girl002_01_house_dialogue_stand02_end	AnimSequence'/Game/Characters/Girl/girl002_01/Anim/house/girl002_01_house_dialogue_stand02_end.girl002_01_house_dialogue_stand02_end'	
					
					
97	左转	sequence	girl002_01_house_dialogue_turn_L	AnimSequence'/Game/Characters/Girl/girl002_01/Anim/house/girl002_01_house_dialogue_turn_L.girl002_01_house_dialogue_turn_L'	
98	右转	sequence	girl002_01_house_dialogue_turn_R	AnimSequence'/Game/Characters/Girl/girl002_01/Anim/house/girl002_01_house_dialogue_turn_R.girl002_01_house_dialogue_turn_R'	
99	呼吸叠加素材	sequence	girl002_01_house_dialogue_Tpose	AnimSequence'/Game/Characters/Girl/girl002_01/Anim/house/girl002_01_house_dialogue_Tpose.girl002_01_house_dialogue_Tpose'	
100	一次思考	custom_seq	17;18;19		
101	思考循环	custom_loop_last	17;18		
102	坐循环	custom_loop_last	8;9		
103	抱胸循环1	custom_loop_last	24;25		
104	宿舍站2循环	custom_loop_last	28;29		
105	一次抱胸回正	custom_seq	24;25;27		
106	一次抱胸讲述	custom_seq	24;25;26		
