唯一Id	类型	Pos	Rot	区域	时间类型	自定义参数1	自定义参数2	自定义参数3
Id	Type	Pos	Rot	Area	TimeType	CustomParam1	CustomParam2	CustomParam3
70	7	{-38636.0,-51469.7,7395.7}	{-47.7,19.0,-3.4}	1	1	654	12	0	
71	7	{-62942.2,-39166.5,4455.1}	{10.0,-36.3,-3.1}	1	1	655	12	0	
72	7	{-60146.8,-41757.8,5098.7}	{11.6,-39.0,-60.5}	1	1	656	12	0	
73	7	{-57113.8,-44222.2,6316.2}	{18.3,-39.4,119.9}	1	1	657	12	0	
74	7	{-50184.5,-36818.6,6079.8}	{61.1,0.0,9.9}	1	1	658	12	0	
75	7	{-55410.9,-32446.4,5141.6}	{-9.5,-13.5,44.4}	1	1	659	12	0	
76	7	{-39855.0,-25374.3,8096.6}	{3.7,0.2,-6.5}	1	1	660	12	0	
77	7	{-39496.0,-31732.0,7856.7}	{-4.1,13.4,-42.4}	1	1	661	12	0	
78	7	{-34495.7,-27839.7,8666.7}	{4.5,-8.2,-61.4}	1	1	662	12	0	
79	7	{-24598.6,-26950.7,9247.5}	{-0.4,0.4,-44.6}	1	1	663	12	0	
80	7	{-19710.5,-32183.4,9194.0}	{3.4,-20.2,46.2}	1	1	664	12	0	
81	7	{-22221.5,-41377.3,7724.6}	{0.0,-49.6,0.0}	1	1	665	12	0	
82	7	{-14013.3,-43826.3,7900.0}	{0.0,-36.2,-35.1}	1	1	666	12	0	
83	7	{-5358.2,-43951.5,8634.7}	{62.8,39.0,0.0}	1	1	667	12	0	
84	7	{626.1,-34343.0,7959.4}	{6.0,-9.0,-52.7}	1	1	668	12	0	
85	7	{-6338.5,-23691.7,10055.0}	{62.0,2.6,-25.4}	1	1	669	12	0	
86	7	{-13679.0,-15961.5,9642.8}	{-52.8,-34.0,0.0}	1	1	670	12	0	
87	7	{-16645.2,-27952.1,9045.7}	{0.3,9.3,88.3}	1	1	671	12	0	
88	7	{-35379.0,-38218.8,6088.8}	{0.0,-17.8,0.0}	1	1	672	12	0	
89	1	{-52759.5,-34665.7,5236.1}	{0.0,0.0,0.0}	1	0	829	0	0	
90	1	{-35075.1,-30081.9,8394.2}	{0.0,0.0,0.0}	1	0	830	0	0	
91	1	{-34332.6,-48765.6,6925.5}	{0.0,-28.9,0.0}	1	0	831	0	0	
92	1	{-20415.7,-45639.2,7338.0}	{0.0,17.1,0.0}	1	0	832	0	0	
93	1	{-15817.2,-30529.2,9014.0}	{0.0,17.1,0.0}	1	0	833	0	0	
94	7	{-61843.5,-31363.1,4742.4}	{0.0,0.0,0.0}	1	1	558	11	0	
95	7	{-59317.8,-30361.3,4656.4}	{0.0,88.5,0.0}	1	1	777	10	0	
96	7	{-52472.6,-28555.4,5147.9}	{0.0,88.5,0.0}	1	1	778	10	0	
97	7	{-53169.4,-47143.4,5378.9}	{0.0,-4.8,0.0}	1	1	779	10	0	
98	7	{-62448.0,-47433.5,4600.0}	{0.0,-140.1,0.0}	1	1	780	10	0	
99	7	{-41433.0,-45788.4,6790.2}	{0.0,14.5,0.0}	1	1	781	10	0	
100	7	{-41229.7,-25278.6,8114.5}	{0.0,-151.8,12.7}	1	1	782	10	0	
101	7	{-30204.6,-31820.9,8281.9}	{0.0,179.0,0.0}	1	1	783	10	0	
102	7	{-27807.9,-48238.8,6979.0}	{0.0,132.3,0.0}	1	1	784	10	0	
103	7	{-40066.0,-61728.4,4533.0}	{0.0,59.4,0.0}	1	1	785	10	0	
104	7	{-18000.4,-62117.7,4526.8}	{0.0,128.4,0.0}	1	1	786	10	0	
105	7	{-18281.2,-57237.3,6856.2}	{0.0,11.0,0.0}	1	1	787	10	0	
106	7	{-31354.2,-57649.4,8383.9}	{0.0,-63.5,0.0}	1	1	788	10	0	
107	7	{-4835.9,-31877.4,8048.4}	{0.0,82.4,0.0}	1	1	789	10	0	
108	7	{-20408.8,-20158.2,9765.1}	{0.0,-171.3,0.0}	1	1	790	10	0	
109	7	{-7600.9,-14214.0,10142.9}	{0.0,84.1,0.0}	1	1	791	10	0	
110	7	{-10182.6,-40894.3,8483.8}	{-11.4,-147.7,0.0}	1	1	792	10	0	
111	7	{-24659.0,-34841.9,10194.1}	{0.0,130.4,0.0}	1	1	793	10	0	
112	7	{-65262.6,-31656.3,4565.5}	{0.0,-171.7,0.0}	1	1	794	10	0	
113	7	{-62151.9,-36029.6,4552.5}	{0.0,0.0,0.0}	1	1	559	11	0	
114	7	{-57599.9,-42805.4,5295.3}	{0.0,0.0,0.0}	1	1	560	11	0	
115	7	{-51844.3,-47130.4,6667.7}	{0.0,0.0,0.0}	1	1	561	11	0	
116	7	{-40348.6,-41596.7,6937.5}	{0.0,0.0,0.0}	1	1	562	11	0	
117	7	{-63063.6,-47685.5,4541.7}	{0.0,13.1,0.0}	1	0	770	7	111	
118	7	{-40974.5,-62838.1,4543.7}	{0.0,-37.1,0.0}	1	0	771	7	112	
119	7	{-57637.9,-31948.1,5261.4}	{0.0,0.0,0.0}	1	1	563	11	0	
120	7	{-56331.1,-35964.6,6555.9}	{0.0,0.0,0.0}	1	1	564	11	0	
121	7	{-61012.6,-49712.2,4568.2}	{0.0,0.0,0.0}	1	1	565	11	0	
122	7	{-56684.4,-45372.4,6229.6}	{0.0,0.0,0.0}	1	1	566	11	0	
123	7	{-59167.3,-48765.8,5772.7}	{7.5,-29.3,-7.7}	1	1	795	10	0	
124	7	{-21352.0,-40791.0,8194.1}	{0.0,91.7,0.0}	1	1	796	10	0	
125	7	{-52761.0,-39446.2,6469.9}	{0.0,0.0,0.0}	1	1	567	11	0	
126	7	{-53809.4,-27660.9,5575.9}	{0.0,0.0,0.0}	1	1	568	11	0	
127	7	{-44636.0,-28754.6,7267.0}	{0.0,0.0,0.0}	1	1	569	11	0	
128	7	{-36941.8,-31238.9,7872.9}	{0.0,0.0,0.0}	1	1	570	11	0	
129	7	{-40643.1,-34112.2,7018.0}	{0.0,0.0,0.0}	1	1	571	11	0	
130	7	{-31364.8,-40111.7,6008.5}	{0.0,0.0,0.0}	1	1	572	11	0	
131	7	{-31004.5,-32839.4,8258.5}	{0.0,0.0,0.0}	1	1	573	11	0	
132	7	{-31143.2,-30157.3,8488.8}	{0.0,0.0,0.0}	1	1	574	11	0	
133	7	{-30687.2,-24359.1,8307.1}	{0.0,0.0,0.0}	1	1	575	11	0	
134	7	{-19157.2,-33118.0,9396.1}	{0.0,0.0,0.0}	1	1	576	11	0	
135	7	{-21278.6,-41173.9,7953.0}	{0.0,0.0,0.0}	1	1	577	11	0	
136	7	{-27771.8,-47204.6,7136.5}	{0.0,0.0,0.0}	1	1	578	11	0	
137	7	{-35321.5,-54306.3,6456.8}	{0.0,0.0,0.0}	1	1	598	11	0	
138	7	{-34589.2,-60769.8,5279.2}	{0.0,0.0,0.0}	1	1	599	11	0	
139	7	{-24396.6,-61617.1,4984.7}	{0.0,0.0,0.0}	1	1	600	11	0	
140	7	{-17584.0,-54192.2,8139.8}	{0.0,0.0,0.0}	1	1	601	11	0	
141	7	{-18034.2,-46024.2,7369.9}	{0.0,0.0,0.0}	1	1	602	11	0	
142	7	{-22964.9,-46740.8,7854.5}	{0.0,0.0,0.0}	1	1	603	11	0	
143	7	{-11529.0,-17643.9,9814.6}	{0.0,0.0,0.0}	1	1	604	11	0	
144	7	{-18039.4,-20653.7,9880.0}	{0.0,0.0,0.0}	1	1	605	11	0	
145	7	{-5751.9,-47672.9,8712.5}	{0.0,0.0,0.0}	1	1	606	11	0	
146	7	{-34726.5,-64082.7,4460.6}	{0.0,0.0,0.0}	1	2	1079	16	0	
147	7	{-28045.9,-57342.9,8261.0}	{0.0,0.0,0.0}	1	2	1080	16	0	
148	7	{-25339.1,-35116.9,10167.7}	{0.0,0.0,0.0}	1	2	1081	16	0	
149	7	{-56544.1,-36710.3,6559.9}	{0.0,0.0,0.0}	1	2	1082	16	0	
150	7	{-9761.0,-11245.3,9648.6}	{0.0,-26.2,0.0}	1	2	1083	16	0	
151	7	{-4470.4,-33651.2,7929.3}	{0.0,0.0,0.0}	1	2	1084	16	0	
152	7	{-23503.3,-47648.4,7909.7}	{0.0,0.0,0.0}	1	2	1085	16	0	
153	7	{-21753.9,-64007.9,4444.7}	{0.0,15.9,0.0}	1	2	1086	16	0	
154	7	{-51272.4,-47307.4,6729.0}	{0.0,-10.6,0.0}	1	2	1087	16	0	
155	7	{-53251.6,-27088.6,5150.9}	{0.0,17.0,0.0}	1	2	1088	16	0	
156	7	{-40395.5,-28016.9,7995.3}	{0.0,17.0,0.0}	1	2	1089	16	0	
157	7	{-30100.7,-29736.0,8203.5}	{0.0,0.0,0.0}	1	2	1090	16	0	
158	7	{-19284.9,-20037.5,9775.8}	{0.0,0.0,0.0}	1	2	1091	16	0	
159	7	{-9035.7,-43620.3,7959.9}	{0.0,0.0,0.0}	1	2	1092	16	0	
160	7	{-39889.3,-41597.0,6704.7}	{0.0,0.0,0.0}	1	2	1093	16	0	
161	7	{-7291.8,-34568.9,7972.3}	{0.0,0.0,0.0}	1	2	1004	14	0	
162	7	{-10472.0,-42779.2,8329.0}	{0.0,0.0,0.0}	1	2	1005	14	0	
163	7	{-18905.4,-40948.7,7679.7}	{0.0,0.0,0.0}	1	2	1006	14	0	
164	7	{-21109.3,-30861.9,8851.2}	{0.0,0.0,0.0}	1	2	1007	14	0	
165	7	{-26614.0,-64801.0,4598.1}	{0.0,0.0,0.0}	1	2	1008	14	0	
166	7	{-11412.3,-23280.8,9829.4}	{0.0,0.0,0.0}	1	2	1009	14	0	
167	7	{-57839.1,-44865.4,6289.8}	{0.0,0.0,0.0}	1	2	1010	14	0	
168	7	{-12905.7,-28266.0,8795.5}	{0.0,0.0,0.0}	1	2	1011	14	0	
169	7	{-21492.0,-45613.9,7577.2}	{0.0,0.0,0.0}	1	2	1012	14	0	
170	7	{-10993.6,-46117.2,7601.7}	{0.0,0.0,0.0}	1	2	1013	14	0	
171	7	{-28236.3,-44739.0,6724.1}	{0.0,0.0,0.0}	1	2	1014	14	0	
172	7	{-15406.9,-33427.2,8520.4}	{0.0,0.0,0.0}	1	2	1015	14	0	
173	7	{-26016.3,-49646.3,8075.9}	{0.0,0.0,0.0}	1	2	1016	14	0	
174	7	{-4359.8,-31514.5,8264.5}	{0.0,0.0,0.0}	1	2	1017	14	0	
175	7	{-20545.4,-56762.7,7157.1}	{0.0,0.0,0.0}	1	2	1018	14	0	
176	7	{-21493.8,-20107.5,9933.9}	{0.0,0.0,0.0}	1	2	1019	14	0	
177	7	{-28659.7,-30009.8,8455.9}	{0.0,0.0,0.0}	1	2	1020	14	0	
178	7	{-36583.0,-59831.7,5034.2}	{0.0,0.0,0.0}	1	2	1021	14	0	
179	7	{-34080.9,-50199.9,7027.6}	{0.0,0.0,0.0}	1	2	1022	14	0	
180	7	{-36298.5,-53566.1,6585.9}	{0.0,0.0,0.0}	1	2	1023	14	0	
181	7	{-40197.4,-46527.0,7148.7}	{0.0,0.0,0.0}	1	2	1024	14	0	
182	7	{-47992.2,-46929.8,6970.9}	{0.0,0.0,0.0}	1	2	1025	14	0	
183	7	{-40485.1,-40005.4,6927.4}	{0.0,0.0,0.0}	1	2	1026	14	0	
184	7	{-35301.3,-38349.1,6091.9}	{0.0,0.0,0.0}	1	2	1027	14	0	
185	7	{-31379.0,-33405.7,7453.5}	{0.0,0.0,0.0}	1	2	1028	14	0	
186	7	{-41811.5,-28220.9,8000.5}	{0.0,0.0,0.0}	1	2	1029	14	0	
187	7	{-48406.7,-33918.3,5868.3}	{0.0,0.0,0.0}	1	2	1030	14	0	
188	7	{-52712.3,-37287.6,5810.0}	{0.0,0.0,0.0}	1	2	1031	14	0	
189	7	{-56070.0,-32131.7,5294.5}	{0.0,0.0,0.0}	1	2	1032	14	0	
190	7	{-61467.7,-37051.6,4680.1}	{0.0,0.0,0.0}	1	2	1033	14	0	
191	7	{-10355.0,-15221.0,9542.0}	{0.0,151.9,0.0}	1	0	797	10	0	
192	7	{-28439.2,-49729.1,6858.0}	{0.0,154.7,0.0}	1	1	820	9	0	
193	7	{-18633.2,-19200.0,9878.0}	{0.0,-73.1,0.0}	1	1	821	9	0	
194	7	{-52702.0,-26972.5,5150.9}	{0.0,-179.4,0.0}	1	1	822	9	0	
195	7	{-30201.3,-24475.9,8122.0}	{0.0,-84.4,0.0}	1	2	823	9	0	
196	7	{-37536.7,-59936.9,4665.0}	{0.0,-171.6,0.0}	1	2	836	9	0	
197	7	{-3455.4,-35647.1,8062.0}	{0.0,101.3,0.0}	1	2	839	9	0	
198	7	{41817.0,-12221.4,7062.3}	{0.0,-59.9,0.0}	2	0	0	13	0	
199	7	{16570.6,-20815.0,5193.6}	{0.0,102.3,0.0}	2	0	0	13	0	
200	7	{6889.0,3333.0,4504.0}	{0.0,64.7,0.0}	2	0	0	13	0	
201	7	{17079.5,-1900.8,6680.7}	{0.0,112.6,0.0}	2	0	0	13	0	
202	7	{39531.5,-35117.5,8455.3}	{0.0,9.4,0.0}	2	0	0	13	0	
203	7	{28733.7,-17847.3,5426.7}	{0.0,-2.7,0.0}	2	0	0	13	0	
204	7	{6646.2,-37085.8,8127.7}	{12.8,37.9,38.1}	2	1	673	12	0	
205	7	{9726.0,-31180.1,7523.1}	{16.9,0.0,11.3}	2	1	674	12	0	
206	7	{14095.0,-27623.0,7532.0}	{90.0,0.0,0.0}	2	1	675	12	0	
207	7	{14098.0,-32776.0,7507.0}	{0.0,0.0,25.3}	2	1	676	12	0	
208	7	{12028.0,-17844.0,6035.3}	{-90.0,0.0,0.0}	2	1	694	12	0	
209	7	{9225.0,-15040.0,6102.0}	{39.4,-180.0,-180.0}	2	1	695	12	0	
210	7	{13008.0,-11331.9,5999.1}	{0.0,0.0,-118.1}	2	1	696	12	0	
211	7	{16212.5,-18433.0,5494.0}	{32.1,-11.0,-45.4}	2	1	697	12	0	
212	7	{17498.0,-38764.7,7107.4}	{0.0,0.0,59.1}	2	1	698	12	0	
213	7	{24889.3,-33128.7,6700.8}	{44.8,1.9,15.4}	2	1	699	12	0	
214	7	{28582.4,-35192.0,7618.0}	{47.8,0.0,0.0}	2	1	700	12	0	
215	7	{31518.0,-33526.0,9188.0}	{0.0,0.0,-14.1}	2	1	701	12	0	
216	7	{43295.2,-39153.3,10113.8}	{1.6,16.8,84.6}	2	1	702	12	0	
217	7	{45370.9,-33221.5,9697.1}	{17.2,14.7,41.6}	2	1	703	12	0	
218	7	{49632.6,-21370.2,8621.7}	{13.5,-52.2,-79.8}	2	1	704	12	0	
219	7	{43886.4,-18188.6,7376.0}	{90.0,0.0,-36.6}	2	1	705	12	0	
220	7	{42126.0,-14843.0,7800.0}	{-87.2,-180.0,-154.7}	2	1	706	12	0	
221	7	{39124.0,-20208.0,5290.0}	{0.0,0.0,0.0}	2	1	707	12	0	
222	7	{37435.0,-17527.0,5219.0}	{0.0,0.0,180.0}	2	1	708	12	0	
223	7	{27028.6,-17689.9,6177.9}	{-6.0,6.0,134.7}	2	1	709	12	0	
224	7	{31593.0,-18388.0,5712.0}	{0.0,0.0,0.0}	2	1	710	12	0	
225	7	{33728.0,-9187.0,6952.0}	{0.0,0.0,0.0}	2	1	711	12	0	
226	7	{18693.8,-183.0,6920.0}	{4.7,56.1,70.0}	2	1	712	12	0	
227	7	{15380.0,-2695.0,6484.8}	{0.0,0.0,0.0}	2	1	713	12	0	
228	7	{19814.1,2139.1,6990.8}	{-87.2,-0.0,-11.3}	2	1	714	12	0	
229	7	{17228.0,6063.0,6338.0}	{0.0,0.0,0.0}	2	1	715	12	0	
230	7	{4362.9,-4708.4,5363.3}	{-66.2,14.1,28.9}	2	1	716	12	0	
231	7	{-6852.0,-5014.7,5103.3}	{0.0,0.0,45.0}	2	1	717	12	0	
232	7	{18136.0,-30130.2,5990.2}	{0.0,0.0,56.2}	2	1	718	12	0	
233	7	{21443.8,-36452.0,6936.0}	{-39.4,0.0,0.0}	2	1	719	12	0	
234	7	{26446.1,-34809.3,7150.4}	{11.3,29.0,70.4}	2	1	720	12	0	
235	7	{48154.8,-36813.0,10225.4}	{53.4,0.0,0.0}	2	1	721	12	0	
236	7	{48795.8,-31872.8,9109.6}	{9.9,61.4,-95.4}	2	1	722	12	0	
237	7	{37624.5,-21133.6,5542.0}	{0.0,28.1,-180.0}	2	1	723	12	0	
238	7	{42100.0,-14948.0,7019.0}	{0.0,0.0,0.0}	2	1	724	12	0	
239	7	{35326.5,-8362.5,7157.3}	{-11.3,8.5,-37.4}	2	1	725	12	0	
240	7	{32734.1,-11849.4,5928.0}	{-90.0,20.6,21.6}	2	1	726	12	0	
241	7	{25444.2,-17288.0,5457.8}	{45.0,0.0,0.0}	2	1	727	12	0	
242	7	{38122.4,-30581.0,5869.9}	{70.3,0.0,0.0}	2	1	728	12	0	
243	7	{46730.1,-30277.0,7146.2}	{-26.4,119.3,7.1}	2	1	729	12	0	
244	7	{14826.0,-27662.0,7242.0}	{0.0,0.0,0.0}	2	2	908	15	0	
245	7	{5838.0,-36638.0,8835.0}	{0.0,0.0,0.0}	2	2	909	15	0	
246	7	{5400.0,-26281.0,8793.0}	{0.0,0.0,0.0}	2	2	910	15	0	
247	7	{11934.0,-15298.0,6362.0}	{0.0,0.0,0.0}	2	2	911	15	0	
248	7	{12207.0,-19536.0,5739.0}	{0.0,0.0,0.0}	2	2	912	15	0	
249	7	{26475.0,-17619.0,6087.0}	{0.0,8.4,0.0}	2	2	913	15	0	
250	7	{31195.0,-19577.0,6146.0}	{0.0,0.0,0.0}	2	2	914	15	0	
251	7	{34773.0,-16465.0,5702.0}	{0.0,0.0,0.0}	2	2	915	15	0	
252	7	{31238.0,-8298.0,6233.0}	{0.0,0.0,0.0}	2	2	916	15	0	
253	7	{41433.0,-5369.0,6517.0}	{0.0,0.0,0.0}	2	2	917	15	0	
254	7	{21841.0,-39131.0,8056.0}	{0.0,0.0,0.0}	2	2	918	15	0	
255	7	{31378.0,-33770.0,8351.0}	{0.0,0.0,0.0}	2	2	919	15	0	
256	7	{44458.0,-30822.0,8194.0}	{0.0,0.0,0.0}	2	2	920	15	0	
257	7	{49057.0,-33046.0,9644.0}	{0.0,0.0,0.0}	2	2	921	15	0	
258	7	{45731.0,-34123.0,10588.0}	{0.0,0.0,0.0}	2	2	922	15	0	
259	7	{32978.0,-40794.0,8723.0}	{0.0,0.0,0.0}	2	2	923	15	0	
260	7	{30072.0,-31510.0,8768.0}	{0.0,14.1,0.0}	2	2	924	15	0	
261	7	{52087.0,-29493.0,8162.0}	{0.0,0.0,0.0}	2	2	925	15	0	
262	7	{38570.0,-25102.0,5179.0}	{0.0,0.0,0.0}	2	2	926	15	0	
263	7	{33244.0,-29632.0,5770.0}	{0.0,0.0,0.0}	2	2	927	15	0	
264	7	{20795.0,-28888.0,5899.0}	{0.0,0.0,0.0}	2	2	928	15	0	
265	7	{16747.0,-35536.0,7705.0}	{0.0,0.0,0.0}	2	2	929	15	0	
266	7	{22676.0,-32517.0,7436.0}	{0.0,0.0,0.0}	2	2	930	15	0	
267	7	{41001.0,-39838.0,10726.0}	{0.0,0.0,0.0}	2	2	931	15	0	
268	7	{47504.0,-27502.0,8724.0}	{0.0,0.0,0.0}	2	2	932	15	0	
269	7	{48004.0,-19881.0,9118.0}	{0.0,0.0,0.0}	2	2	933	15	0	
270	7	{38410.0,-8464.0,6907.0}	{0.0,0.0,0.0}	2	2	934	15	0	
271	7	{31747.0,-13026.0,6191.0}	{0.0,0.0,0.0}	2	2	935	15	0	
272	7	{21340.0,-10828.0,6173.0}	{0.0,0.0,0.0}	2	2	936	15	0	
273	7	{6018.0,3849.0,4705.0}	{0.0,0.0,0.0}	2	2	937	15	0	
274	7	{-9824.0,-2526.0,5324.0}	{0.0,0.0,0.0}	2	2	938	15	0	
275	7	{-945.0,-5009.0,6478.0}	{0.0,0.0,0.0}	2	2	939	15	0	
276	7	{14814.0,-3391.0,6925.0}	{0.0,0.0,0.0}	2	2	940	15	0	
277	7	{19853.0,1709.0,7447.0}	{0.0,0.0,0.0}	2	2	941	15	0	
278	7	{15292.0,4154.0,6127.0}	{0.0,0.0,0.0}	2	2	942	15	0	
279	7	{13996.0,819.0,6381.0}	{0.0,0.0,0.0}	2	2	943	15	0	
280	7	{36692.0,-37759.0,9909.0}	{0.0,0.0,0.0}	2	2	944	15	0	
281	7	{37723.8,-21303.8,5763.7}	{0.0,0.0,0.0}	2	2	945	15	0	
282	7	{25491.0,-2839.0,5117.0}	{0.0,0.0,0.0}	2	2	946	15	0	
283	7	{22569.0,-7106.0,7153.0}	{0.0,0.0,0.0}	2	2	947	15	0	
284	7	{14045.0,-27684.0,6806.0}	{0.0,0.0,0.0}	2	1	798	10	0	
285	7	{6293.1,-25398.8,7835.0}	{0.0,-146.2,0.0}	2	1	799	10	0	
286	7	{12869.2,-12704.1,5179.0}	{0.0,-98.4,0.0}	2	1	800	10	0	
287	7	{41557.0,-31826.0,7439.0}	{0.0,39.4,0.0}	2	1	801	10	0	
