字符串索引	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
richmanlove_qaevent_a_17_a	晴的父亲		
richmanlove_qaevent_a_18_a	莫尔索		
richmanlove_qaevent_a_19_a	冬至		
richmanlove_qaevent_a_20_a	喵		
richmanlove_qaevent_a_21_a	陶的导师		
richmanlove_qaevent_a_01_b	数码体		
richmanlove_qaevent_a_02_b	望		
richmanlove_qaevent_a_03_b	心汇园		
richmanlove_qaevent_a_04_b	巴别塔		
richmanlove_qaevent_a_05_b	数码体		
richmanlove_qaevent_a_06_b	瞬息		
richmanlove_qaevent_a_07_b	里芙		
richmanlove_qaevent_a_08_b	新恒提罗空港		
richmanlove_qaevent_a_09_b	运营组组长		
richmanlove_qaevent_a_10_b	古典		
richmanlove_qaevent_a_11_b	零区		
richmanlove_qaevent_a_12_b	恩雅小姐		
richmanlove_qaevent_a_13_b	姐姐		
richmanlove_qaevent_a_14_b	检查设备安全性		
richmanlove_qaevent_a_15_b	火源		
richmanlove_qaevent_a_16_b	凯茜娅		
richmanlove_qaevent_a_17_b	晴的母亲		
richmanlove_qaevent_a_18_b	爱思特		
richmanlove_qaevent_a_19_b	夏至		
richmanlove_qaevent_a_20_b	呜		
richmanlove_qaevent_a_21_b	陶的同学		
richmanlove_qaevent_a_01_c	刚体		
richmanlove_qaevent_a_02_c	黑色蜀葵		
richmanlove_qaevent_a_03_c	心养园		
richmanlove_qaevent_a_04_c	香槟塔		
richmanlove_qaevent_a_05_c	信息体		
richmanlove_qaevent_a_06_c	瞬间		
richmanlove_qaevent_a_07_c	瑟瑞斯		
richmanlove_qaevent_a_08_c	世界树公司		
richmanlove_qaevent_a_09_c	画饼组组长		
richmanlove_qaevent_a_10_c	爵士		
richmanlove_qaevent_a_11_c	空间站		
richmanlove_qaevent_a_12_c	妹妹大人		
richmanlove_qaevent_a_13_c	妹妹		
richmanlove_qaevent_a_14_c	睡不着四处活动		
richmanlove_qaevent_a_15_c	小太阳		
richmanlove_qaevent_a_16_c	陶		
richmanlove_qaevent_a_17_c	晴的朋友		
richmanlove_qaevent_a_18_c	卡罗琳		
richmanlove_qaevent_a_19_c	春分		
richmanlove_qaevent_a_20_c	哼		
richmanlove_qaevent_a_21_c	陶的助手		
			
richmanlove_rollevent_q_01	路遇升格体偶像的街头表演，你选择？		
richmanlove_rollevent_q_02	是时候展现真正的实力了！你选择？		
richmanlove_rollevent_q_03	你希望回家前能遥控家居终端为你预备好……？		
richmanlove_rollevent_q_04	打算从这里带点纪念品回去，你选择？		
richmanlove_rollevent_q_05	虚拟社区菜品上新，你选择？		
richmanlove_rollevent_q_06	面前有一个手势识别锁，你认为解锁动作会是？		
richmanlove_rollevent_q_07	奇妙约会场景人气榜~请投出你宝贵的一票！		
richmanlove_rollevent_q_08	现在什么时候了？		
richmanlove_rollevent_q_09	下一步打算……？		
richmanlove_rollevent_q_10	你最喜欢的心动派对宣传语是？		
richmanlove_rollevent_q_11	派对惊喜！幸运的分析员，以下体验你希望选择……？		
richmanlove_rollevent_q_12	心动派对体验回访之——您偏好的房间类型是？		
richmanlove_rollevent_q_13	心动派对体验回访之——为自己选择一个社区账号的个性标签吧！		
richmanlove_rollevent_q_14	心动派对体验回访之——请为进入心动派对的通道起个超棒的名字！		
richmanlove_rollevent_q_15	信箱提示！检测到连续多封空白邮件，请问如何处理？		
richmanlove_rollevent_q_16	派对惊喜！派对构建者在底层代码中为分析员准备了三份礼物，你选择？		
richmanlove_rollevent_q_17	接下来想做什么？		
richmanlove_rollevent_q_18	从天空落下一根洁白羽毛，你觉得这会是？		
richmanlove_rollevent_q_19	前方有三扇门，你想要推开的是？		
richmanlove_rollevent_q_20	突发！街上的投影屏出现了不同程度的故障，你选择？		
richmanlove_rollevent_q_01_a	强势穿过		
richmanlove_rollevent_q_02_a	V50		
richmanlove_rollevent_q_03_a	全套设施的浴室		
richmanlove_rollevent_q_04_a	心动派对纪念徽章		
richmanlove_rollevent_q_05_a	柔柔~浓香蛋包饭		
richmanlove_rollevent_q_06_a	比个心		
richmanlove_rollevent_q_07_a	沙漠荒原废土风		
richmanlove_rollevent_q_08_a	莫慌，还早		
richmanlove_rollevent_q_09_a	先迈左脚		
richmanlove_rollevent_q_10_a	在心动派对，拥有一切		
richmanlove_rollevent_q_11_a	每天拥有一个新的身份		
richmanlove_rollevent_q_12_a	能看到庆典活动的房间		
richmanlove_rollevent_q_13_a	渊博的分析员		
richmanlove_rollevent_q_14_a	“怦怦快线”		
richmanlove_rollevent_q_15_a	邮箱故障排查		
richmanlove_rollevent_q_16_a	第一份礼物		
richmanlove_rollevent_q_17_a	e属性爆发！去集市逛街~		
richmanlove_rollevent_q_18_a	秘境的钥匙		
richmanlove_rollevent_q_19_a	聊门		
richmanlove_rollevent_q_20_a	速速联络管理部门		
richmanlove_rollevent_q_01_b	绕道而行		
richmanlove_rollevent_q_02_b	V500		
richmanlove_rollevent_q_03_b	色香味全的美食		
richmanlove_rollevent_q_04_b	心动对象形象玩偶		
richmanlove_rollevent_q_05_b	砰砰！！心动气泡水		
richmanlove_rollevent_q_06_b	比个耶		
richmanlove_rollevent_q_07_b	热带雨林神秘风		
richmanlove_rollevent_q_08_b	留给我的时间不多了		
richmanlove_rollevent_q_09_b	先迈右脚		
richmanlove_rollevent_q_10_b	爱意充盈，心动无限		
richmanlove_rollevent_q_11_b	每天重生在不同世界		
richmanlove_rollevent_q_12_b	位于安静地带的房间		
richmanlove_rollevent_q_13_b	勇敢的分析员		
richmanlove_rollevent_q_14_b	“心动隧道”		
richmanlove_rollevent_q_15_b	举报邮件来源		
richmanlove_rollevent_q_16_b	第二份礼物		
richmanlove_rollevent_q_17_b	i属性爆发！去小巷饮茶~		
richmanlove_rollevent_q_18_b	退出的开关		
richmanlove_rollevent_q_19_b	芙门		
richmanlove_rollevent_q_20_b	检修之魂觉醒~看我的！		
richmanlove_rollevent_q_01_c	不急，跟她耍耍		
richmanlove_rollevent_q_02_c	V5000		
richmanlove_rollevent_q_03_c	我全都要！		
richmanlove_rollevent_q_04_c	心动体验纪念相册		
richmanlove_rollevent_q_05_c	闪闪*绵密小蛋糕		
richmanlove_rollevent_q_06_c	比个OK		
richmanlove_rollevent_q_07_c	赛博朋克电子风		
richmanlove_rollevent_q_08_c	现在是，幻想时间！		
richmanlove_rollevent_q_09_c	等灯等灯		
richmanlove_rollevent_q_10_c	加入这场心动派对！		
richmanlove_rollevent_q_11_c	每天试用一种超能力		
richmanlove_rollevent_q_12_c	有可爱宠物的房间		
richmanlove_rollevent_q_13_c	帅气的分析员		
richmanlove_rollevent_q_14_c	“甜蜜邀约”		
richmanlove_rollevent_q_15_c	重启系统试试		
richmanlove_rollevent_q_16_c	第三份礼物		
richmanlove_rollevent_q_17_c	分析员属性爆发！连线海姆达尔队员~		
richmanlove_rollevent_q_18_c	某人的收藏		
richmanlove_rollevent_q_19_c	任意门		
richmanlove_rollevent_q_20_c	出门方式不对，重出！		
			
richmanlove_rollevent_qa_12_a	我们将为您增设更多精彩活动，敬请关注！		
richmanlove_rollevent_qa_13_a	现在你已经是渊博的分析员了！请领取属于你的奖品！		
richmanlove_rollevent_qa_14_a	怦怦快线，即刻发车~感谢您活泼的命名！		
richmanlove_rollevent_qa_15_a	滴滴！邮箱自检完成，已更新至稳定版本		
richmanlove_rollevent_qa_16_a	象征着爱与智慧的心动礼包~奖励给不断精进的你！		
richmanlove_rollevent_qa_12_b	我们将为您管理居所的周边环境，还请放心！		
richmanlove_rollevent_qa_13_b	现在你已经是勇敢的分析员了！请领取属于你的奖品！		
richmanlove_rollevent_qa_14_b	心动隧道，连通无限~感谢您专业的命名！		
richmanlove_rollevent_qa_15_b	滴滴！感谢反馈，请查收系统奖励。		
richmanlove_rollevent_qa_16_b	象征着爱与勇气的心动礼包~奖励给奋勇向前的你！		
richmanlove_rollevent_qa_12_c	我们将为您准备可爱的陪伴爱宠，包您满意！		
richmanlove_rollevent_qa_13_c	现在你已经是帅气的分析员了！请领取属于你的奖品！		
richmanlove_rollevent_qa_14_c	与你共赴，甜蜜邀约~感谢您浪漫的命名！		
richmanlove_rollevent_qa_15_c	滴滴！故障已排查，请继续使用。		
richmanlove_rollevent_qa_16_c	象征着爱与梦想的心动礼包~奖励给从未放弃的你！		
			
richmanlove_rollevent_game	感谢您为少女们整理好了三双鞋子！散落的鞋子归位后，您发现她们都缺少一双很重要的鞋子。于是你决定给少女们送上一双		
richmanlove_rollevent_gamefail	看着少女们散落的鞋子，您发现她们还缺少一双很重要的鞋子。于是你决定给少女们送上一双		
richmanlove_rollevent_a_1	长筒靴		
richmanlove_rollevent_a_2	乐福鞋		
richmanlove_rollevent_a_3	拖鞋		
richmanlove_rollevent_a_4	芭蕾舞鞋		
richmanlove_rollevent_a_5	滑板鞋		
			
			
			
richmanlove_lifuevent_01_title	温泉还是泳池？		
richmanlove_lifuevent_02_title	雨中心曲		
richmanlove_lifuevent_03_title	装点新居		
richmanlove_lifuevent_04_title	纸上谈情		
richmanlove_lifuevent_05_title	同游观察		
richmanlove_lifuevent_06_title	心动瞬间		
richmanlove_lifuevent_01_q	里芙收到了一张温泉酒店的宣传单，你选择？		
richmanlove_lifuevent_02_q	和里芙一同散步的时候突然下起了雨，你选择？		
richmanlove_lifuevent_03_q	准备给里芙的新房间送点家具摆设，你选择？		
richmanlove_lifuevent_04_q	里芙邀请你一起玩双人桌游，你选择？		
richmanlove_lifuevent_05_q	碰见里芙在社区的花园里，你选择？		
richmanlove_lifuevent_06_q	里芙邀请你一同制作影像合集，你选择？		
richmanlove_lifuevent_01_q_a	走！去泡汤！		
richmanlove_lifuevent_02_q_a	就近找个屋檐和她躲躲雨		
richmanlove_lifuevent_03_q_a	摆在房间的温馨装饰		
richmanlove_lifuevent_04_q_a	选择轻策类双人竞技游戏		
richmanlove_lifuevent_05_q_a	带她去日光室看植物		
richmanlove_lifuevent_06_q_a	选一张意外抓拍的搞怪影像		
richmanlove_lifuevent_01_q_b	走！去住宿！		
richmanlove_lifuevent_02_q_b	脱下外套遮雨快快跑回家		
richmanlove_lifuevent_03_q_b	冰山造型的冰激凌机		
richmanlove_lifuevent_04_q_b	选择重策类合作闯关游戏		
richmanlove_lifuevent_05_q_b	和她一起在林荫道散步		
richmanlove_lifuevent_06_q_b	选一张动作亲密的温馨影像		
			
			
richmanlove_fennievent_01_title	双人舞曲		
richmanlove_fennievent_02_title	户外运动		
richmanlove_fennievent_03_title	奇妙晚餐		
richmanlove_fennievent_04_title	猫咪宝贝		
richmanlove_fennievent_05_title	鼻尖微甜		
richmanlove_fennievent_06_title	微涩伤痕		
richmanlove_fennievent_01_q	芬妮想邀请你和她跳一支舞，你选择？		
richmanlove_fennievent_02_q	和芬妮一起打网球，你选择？		
richmanlove_fennievent_03_q	与芬妮共进晚餐，服务机器人端来一盘颜色诡异的菜品，你选择？		
richmanlove_fennievent_04_q	芬妮想和你共同抚养一只宠物，你选择？		
richmanlove_fennievent_05_q	芬妮在吃冰淇淋的时候，蹭到了鼻尖上，你选择？		
richmanlove_fennievent_06_q	芬妮向你跑来时不小心磕到了膝盖，你选择？		
richmanlove_fennievent_01_q_a	热烈奔放的双人探戈		
richmanlove_fennievent_02_q_a	全力以赴，这是对对手的尊重		
richmanlove_fennievent_03_q_a	上吧！英雄可不能临阵脱逃啊		
richmanlove_fennievent_04_q_a	活泼好动的短毛卷耳猫		
richmanlove_fennievent_05_q_a	偷偷拍下她可爱的样子		
richmanlove_fennievent_06_q_a	扶着她到一边包扎		
richmanlove_fennievent_01_q_b	缓步轻摇的双人华尔兹		
richmanlove_fennievent_02_q_b	点到为止，充分体验互动乐趣		
richmanlove_fennievent_03_q_b	慢着！没见过的食物先研究研究		
richmanlove_fennievent_04_q_b	安静乖巧的长毛立耳猫		
richmanlove_fennievent_05_q_b	帮她擦掉冰淇淋顺便亲一口		
richmanlove_fennievent_06_q_b	背起她回房间休息		
			
richmanlove_molianevent_01_title	公园野餐		
richmanlove_molianevent_02_title	观影时光		
richmanlove_molianevent_03_title	惊险回忆		
richmanlove_molianevent_04_title	怪怪滋味		
richmanlove_molianevent_05_title	雏鸟浅眠		
richmanlove_molianevent_06_title	亲密定制		
richmanlove_molianevent_01_q	茉莉安约你去户外野餐，你选择？		
richmanlove_molianevent_02_q	和茉莉安一起看电影，你选择？		
richmanlove_molianevent_03_q	茉莉安想体验刺激的高难度运动，你选择？		
richmanlove_molianevent_04_q	茉莉安用当地特产煮了一壶味道奇怪的茶邀请你品尝，你选择？		
richmanlove_molianevent_05_q	茉莉安在活动大厅的沙发一角睡着了，你选择？		
richmanlove_molianevent_06_q	茉莉安希望你来制定她接下来的安排，你选择？		
richmanlove_molianevent_01_q_a	绿荫浓郁的林中草坪		
richmanlove_molianevent_02_q_a	有惊悚元素的悬疑片		
richmanlove_molianevent_03_q_a	能够紧密拥抱的跳伞运动		
richmanlove_molianevent_04_q_a	神秘食物要谨慎		
richmanlove_molianevent_05_q_a	给她盖上毛毯		
richmanlove_molianevent_06_q_a	给她安排合理明确的计划表		
richmanlove_molianevent_01_q_b	花团锦簇的浪漫庭院		
richmanlove_molianevent_02_q_b	有爱情元素的故事片		
richmanlove_molianevent_03_q_b	讲究配合默契的接力速滑		
richmanlove_molianevent_04_q_b	含泪痛饮三大杯……		
richmanlove_molianevent_05_q_b	把她抱回房间		
richmanlove_molianevent_06_q_b	把待办事项纸条放到罐子里抽签		
			
weeklyTitle	共度邀请	0	
weeklyTitledes	快乐的周末开始了，请邀请一位少女共度这一天	0	
weeklyanswer	自己度过	0	
