BufferID	描述备注	流派备注	强度备注	归属流派	第1波概率	第2波概率	第3波概率	第4波概率	第5波概率	第6波概率	第7波概率	第8波概率	第9波概率	第10波概率	第11波概率	第12波概率
2417	5米范围内的敌人受到的伤害提升20%	{特效}	5	{1,2,3}	2500	0	0	3000	9000	0	0	0	0	0	0	0
2418	射击命中目标后，使目标的移动速度降低20%，持续4秒，此期间敌人被击败则会发生爆炸，造成角色攻击力50%的动能类型伤害	{控制}	4	{1,2,3}	7500	2500	6500	5000	1000	0	0	0	0	0	0	0
2419	释放爆发技能后，6s霸体，造成的伤害提升30%，受到的最终伤害降低30%	{技能}	5	{1,2,3}	2500	0	0	3000	9000	0	0	0	0	0	0	0
2420	暴击时，该次伤害无视目标40%防御力	{慢速射击}	5	{1,2,3}	2500	0	0	3000	9000	0	0	0	0	0	0	0
2421	使用狙击枪、霰弹枪和手枪时造成的伤害提升15%	{慢速射击}	2	{1,2,3}	0	1500	500	0	0	0	0	0	0	0	0	0
2422	5米内每存在1个敌人，增加5%攻击力和5%防御力，最多叠加5层	{慢速射击,特效}	2	{1,2,3}	0	1500	500	0	0	0	0	0	0	0	0	0
2423	暴击后有15%概率增加1枚弹药	{快速射击}	3	{1,2,3}	0	6000	3000	2000	0	0	0	0	0	0	0	0
2424	对敌人造成伤害后，将降低敌人50%跳弹率，持续4s	{快速射击}	5	{1,2,3}	2500	0	0	3000	9000	0	0	0	0	0	0	0
2425	射击命中目标后，有10%概率增加1%攻击，持续8s，可叠加50次	{快速射击}	5	{1,2,3}	2500	0	0	3000	9000	0	0	0	0	0	0	0
2426	射击速度提升25%	{快速射击}	3	{1,2,3}	0	6000	3000	2000	0	0	0	0	0	0	0	0
2427	射击时，有20%概率额外发射1颗弹丸，该弹丸不会消耗弹药	{快速射击}	3	{1,2,3}	0	6000	3000	2000	0	0	0	0	0	0	0	0
