//描述	GDPL(有根据时间判断和谐的内容，就填写资源对应的GDPL，没有就不填)	原资源路径	其他资源路径
Des	GDPL	Original_Path	18ban_path
薇蒂雅-龙舌兰-翠翎倩姿-结算动画03	{7,18,1,2}	/Game/Cinematics/girl018_02_victory/Sequence/girl018_02_3_wp04a_victory_Master.girl018_02_3_wp04a_victory_Master	/Game/Cinematics/girl018_02_a_victory/Sequence/girl018_02_3_wp04a_victory_Master_a.girl018_02_3_wp04a_victory_Master_a
薇蒂雅-龙舌兰-翠翎倩姿-结算动画04	{7,18,1,2}	/Game/Cinematics/girl018_02_victory/Sequence/girl018_02_4_wp04a_victory_Master.girl018_02_4_wp04a_victory_Master	/Game/Cinematics/girl018_02_a_victory/Sequence/girl018_02_4_wp04a_victory_Master_a.girl018_02_4_wp04a_victory_Master_a
辰星-云篆-点墨化龙-结算动画01	{7,14,2,4}	/Game/Cinematics/girl014a_04_victory/Sequence/girl014a_04_1_wp05a_victory_Master.girl014a_04_1_wp05a_victory_Master	/Game/Cinematics/girl014a_04_a_victory/Sequence/girl014a_04_1_wp05a_victory_Master_a.girl014a_04_1_wp05a_victory_Master_a
辰星-云篆-点墨化龙-结算动画02	{7,14,2,4}	/Game/Cinematics/girl014a_04_victory/Sequence/girl014a_04_2_wp05a_victory_Master.girl014a_04_2_wp05a_victory_Master	/Game/Cinematics/girl014a_04_a_victory/Sequence/girl014a_04_2_wp05a_victory_Master_a.girl014a_04_2_wp05a_victory_Master_a
辰星-云篆-点墨化龙-结算动画03	{7,14,2,4}	/Game/Cinematics/girl014a_04_victory/Sequence/girl014a_04_3_wp05a_victory_Master.girl014a_04_3_wp05a_victory_Master	/Game/Cinematics/girl014a_04_a_victory/Sequence/girl014a_04_3_wp05a_victory_Master_a.girl014a_04_3_wp05a_victory_Master_a
辰星-云篆-点墨化龙-结算动画04	{7,14,2,4}	/Game/Cinematics/girl014a_04_victory/Sequence/girl014a_04_4_wp05a_victory_Master.girl014a_04_4_wp05a_victory_Master	/Game/Cinematics/girl014a_04_a_victory/Sequence/girl014a_04_4_wp05a_victory_Master_a.girl014a_04_4_wp05a_victory_Master_a
薇蒂娅本体-结算动画	{1,18,1,1}	/Game/Cinematics/girl018_victory/Sequence/girl018_wp04a_victory_Master.girl018_wp04a_victory_Master	/Game/Cinematics/girl018_a_victory/Sequence/girl018_wp04a_victory_Master_a.girl018_wp04a_victory_Master_a
藏锋本体-结算动画	{1,6,2,1}	/Game/Cinematics/girl006a_victory/Sequence/girl006a_wp04a_victory_Master.girl006a_wp04a_victory_Master	/Game/Cinematics/girl006a_a_victory/Sequence/girl006a_wp04a_victory_Master_a.girl006a_wp04a_victory_Master_a
肴夜天光-结算动画		/Game/Cinematics/girl010b_victory/Sequence/girl010b_wp01a_victory_Master.girl010b_wp01a_victory_Master	/Game/Cinematics/girl010b_a_victory/Sequence/girl010b_wp01a_victory_Master_a.girl010b_wp01a_victory_Master_a
辰星宣命-结算动画		/Game/Cinematics/girl014b_victory/Sequence/girl014b_wp08a_victory_Master.girl014b_wp08a_victory_Master	/Game/Cinematics/girl014b_a_victory/Sequence/girl014b_wp08a_victory_Master_a.girl014b_wp08a_victory_Master_a
瑟瑞丝纯白午后-结算动画		/Game/Cinematics/girl013a_05_victory/Sequence/girl013a_05_wp03a_victory_Master.girl013a_05_wp03a_victory_Master	/Game/Cinematics/girl013a_05_a_victory/Sequence/girl013a_05_wp03a_victory_Master_a.girl013a_05_wp03a_victory_Master_a
芬妮-大舞狮-结算动画		/Game/Cinematics/girl008b_03_victory/Sequence/girl008b_03_wp05a_victory_Master.girl008b_03_wp05a_victory_Master	/Game/Cinematics/girl008b_03_a_victory/Sequence/girl008b_03_wp05a_victory_Master_a.girl008b_03_wp05a_victory_Master_a
肴新换装中式恒约-结算动画		/Game/Cinematics/girl010b_02_victory/Sequence/girl010b_02_wp01a_victory_Master.girl010b_02_wp01a_victory_Master	/Game/Cinematics/girl010b_02_a_victory/Sequence/girl010b_02_wp01a_victory_Master_a.girl010b_02_wp01a_victory_Master_a
辰星新换装中式恒约-结算动画		/Game/Cinematics/girl014b_02_victory/Sequence/girl014b_02_wp08a_victory_Master.girl014b_02_wp08a_victory_Master	/Game/Cinematics/girl014b_02_a_victory/Sequence/girl014b_02_wp08a_victory_Master_a.girl014b_02_wp08a_victory_Master_a
恩雅换装-结算视频		/Game/Cinematics/girl011b_victory/Sequence/girl011b_wp03a_victory_Master.girl011b_wp03a_victory_Master	/Game/Cinematics/girl011b_a_victory/Sequence/girl011b_wp03a_victory_Master_a.girl011b_wp03a_victory_Master_a
恩雅换装2_皮肤-结算视频		/Game/Cinematics/girl011b_02_victory/Sequence/girl011b_02_wp03a_victory_Master.girl011b_02_wp03a_victory_Master	/Game/Cinematics/girl011b_02_a_victory/Sequence/girl011b_02_wp03a_victory_Master_a.girl011b_02_wp03a_victory_Master_a
龙舌兰_舞娘-结算视频		/Game/Cinematics/girl018_03_victory/Sequence/girl018_03_wp04a_victory_Master.girl018_03_wp04a_victory_Master	/Game/Cinematics/girl018_03_a_victory/Sequence/girl018_03_wp04a_victory_Master_a.girl018_03_wp04a_victory_Master_a
茉莉安.幽潮_皮肤-结算视频		/Game/Cinematics/girl005b_03_victory/Sequence/girl005b_03_wp03a_victory_Master.girl005b_03_wp03a_victory_Master	/Game/Cinematics/girl005b_03_a_victory/Sequence/girl005b_03_wp03a_victory_Master_a.girl005b_03_wp03a_victory_Master_a
芙提雅.烈兔BP皮肤-结算视频		/Game/Cinematics/girl004b_03_victory/Sequence/girl004b_03_wp02a_victory_Master.girl004b_03_wp02a_victory_Master	/Game/Cinematics/girl004b_03_a_victory/Sequence/girl004b_03_wp02a_victory_Master_a.girl004b_03_wp02a_victory_Master_a
冬至累充女仆皮肤		/Game/Cinematics/girl010a_04_victory/Sequence/girl010a_04_wp02a_victory_Master.girl010a_04_wp02a_victory_Master	/Game/Cinematics/girl010a_04_a_victory/Sequence/girl010a_04_wp02a_victory_Master_a.girl010a_04_wp02a_victory_Master_a
			
##抽卡seq			
凯西娅抽卡动画		/Game/Cinematics/gacha/girl015_gacha/Sequence/girl015_gacha_show01_Master.girl015_gacha_show01_Master	/Game/Cinematics/gacha/girl015_a_gacha/Sequence/girl015_gacha_show01_Master_a.girl015_gacha_show01_Master_a
芬妮-辉耀-抽卡动画		/Game/Cinematics/gacha/girl008b_gacha/Sequence/girl008b_gacha_show01_Master.girl008b_gacha_show01_Master	/Game/Cinematics/gacha/girl008b_a_gacha/Sequence/girl008b_gacha_show01_Master_a.girl008b_gacha_show01_Master_a
2.3芙提雅-抽卡动画		/Game/Cinematics/gacha/girl004b_gacha/Sequence/girl004b_gacha_show01_Master.girl004b_gacha_show01_Master	/Game/Cinematics/gacha/girl004b_a_gacha/Sequence/girl004b_gacha_show01_Master_a.girl004b_gacha_show01_Master_a
卜卜-抽卡动画		/Game/Cinematics/gacha/girl020_gacha/Sequence/girl020_gacha_show01_Master.girl020_gacha_show01_Master	/Game/Cinematics/gacha/girl020_a_gacha/Sequence/girl020_gacha_show01_Master_a.girl020_gacha_show01_Master_a
薇蒂娅本体-抽卡动画	{1,18,1,1}	/Game/Cinematics/gacha/girl018_gacha/Sequence/girl018_gacha_show01_Master.girl018_gacha_show01_Master	/Game/Cinematics/gacha/girl018_a_gacha/Sequence/girl018_gacha_show01_Master_a.girl018_gacha_show01_Master_a
藏锋本体-抽卡动画	{1,6,2,1}	/Game/Cinematics/gacha/girl006a_gacha/Sequence/girl006a_gacha_show01_Master.girl006a_gacha_show01_Master	/Game/Cinematics/gacha/girl006a_a_gacha/Sequence/girl006a_gacha_show01_Master_a.girl006a_gacha_show01_Master_a
肴夜天光-抽卡动画		/Game/Cinematics/gacha/girl010b_gacha/Sequence/girl010b_gacha_show01_Master.girl010b_gacha_show01_Master	/Game/Cinematics/gacha/girl010b_a_gacha/Sequence/girl010b_gacha_show01_Master_a.girl010b_gacha_show01_Master_a
辰星宣命-抽卡动画		/Game/Cinematics/gacha/girl014b_gacha/Sequence/girl014b_gacha_show01_Master.girl014b_gacha_show01_Master	/Game/Cinematics/gacha/girl014b_a_gacha/Sequence/girl014b_gacha_show01_Master_a.girl014b_gacha_show01_Master_a
恩雅换装-抽卡动画		/Game/Cinematics/gacha/girl011b_gacha/Sequence/girl011b_gacha_show01_Master.girl011b_gacha_show01_Master	/Game/Cinematics/gacha/girl011b_a_gacha/Sequence/girl011b_gacha_show01_Master_a.girl011b_gacha_show01_Master_a
奈莉德-冥河代理人-抽卡动画		/Game/Cinematics/gacha/girl021_gacha/Sequence/girl021_gacha_show01_Master.girl021_gacha_show01_Master	/Game/Cinematics/gacha/girl021_a_gacha/Sequence/girl021_gacha_show01_Master_a.girl021_gacha_show01_Master_a
妮塔-悸响-抽卡动画		/Game/Cinematics/gacha/girl003a_gacha/Sequence/girl003a_gacha_show01_Master.girl003a_gacha_show01_Master	/Game/Cinematics/gacha/girl003a_a_gacha/Sequence/girl003a_gacha_show01_Master_a.girl003a_gacha_show01_Master_a
薇蒂雅-香农换装-抽卡动画		/Game/Cinematics/gacha/girl018a_gacha/Sequence/girl018a_gacha_show01_Master.girl018a_gacha_show01_Master	/Game/Cinematics/gacha/girl018a_a_gacha/Sequence/girl018a_gacha_show01_Master_a.girl018a_gacha_show01_Master_a
凯茜娅-狂诗-抽卡动画		/Game/Cinematics/gacha/girl015b_gacha/Sequence/girl015b_gacha_show01_Master.girl015b_gacha_show01_Master	/Game/Cinematics/gacha/girl015b_a_gacha/Sequence/girl015b_gacha_show01_Master_a.girl015b_gacha_show01_Master_a
苔丝-绮幻-抽卡动画		/Game/Cinematics/gacha/girl017a_gacha/Sequence/girl017a_gacha_show01_Master.girl017a_gacha_show01_Master	/Game/Cinematics/gacha/girl017a_a_gacha/Sequence/girl017a_gacha_show01_Master_a.girl017a_gacha_show01_Master_a
克罗瑞娜-抽卡动画		/Game/Cinematics/gacha/girl022_gacha/Sequence/girl022_gacha_show01_Master.girl022_gacha_show01_Master	/Game/Cinematics/gacha/girl022_a_gacha/Sequence/girl022_gacha_show01_Master_a.girl022_gacha_show01_Master_a
瑟瑞丝悠游-抽卡动画		/Game/Cinematics/gacha/girl013b_gacha/Sequence/girl013b_gacha_show01_Master.girl013b_gacha_show01_Master	/Game/Cinematics/gacha/girl013b_a_gacha/Sequence/girl013b_gacha_show01_Master_a.girl013b_gacha_show01_Master_a
芬妮澄意-抽卡动画		/Game/Cinematics/gacha/girl008c_gacha/Sequence/girl008c_gacha_show01_Master.girl008c_gacha_show01_Master	/Game/Cinematics/gacha/girl008c_a_gacha/Sequence/girl008c_gacha_show01_Master_a.girl008c_gacha_show01_Master_a
晴-XX-抽卡动画		/Game/Cinematics/gacha/girl006b_gacha/Sequence/girl006b_gacha_show01_Master.girl006b_gacha_show01_Master	/Game/Cinematics/gacha/girl006b_a_gacha/Sequence/girl006b_gacha_show01_Master_a.girl006b_gacha_show01_Master_a
米娅-抽卡动画		/Game/Cinematics/gacha/girl023_gacha/Sequence/girl023_gacha_show01_Master.girl023_gacha_show01_Master	/Game/Cinematics/gacha/girl023_a_gacha/Sequence/girl023_gacha_show01_Master_a.girl023_gacha_show01_Master_a
3.4卜卜-灵鉴-抽卡动画		/Game/Cinematics/gacha/girl020a_gacha/Sequence/girl020a_gacha_show01_Master.girl020a_gacha_show01_Master	/Game/Cinematics/gacha/girl020a_a_gacha/Sequence/girl020a_gacha_show01_Master_a.girl020a_gacha_show01_Master_a
3.4喵汐尔-莲驱-抽卡动画		/Game/Cinematics/gacha/girl012b_gacha/Sequence/girl012b_gacha_show01_Master.girl012b_gacha_show01_Master	/Game/Cinematics/gacha/girl012b_a_gacha/Sequence/girl012b_gacha_show01_Master_a.girl012b_gacha_show01_Master_a
3.5安卡西雅-时之重奏-抽卡动画		/Game/Cinematics/gacha/girl001b_gacha/Sequence/girl001b_gacha_show01_Master.girl001b_gacha_show01_Master	/Game/Cinematics/gacha/girl001b_a_gacha/Sequence/girl001b_gacha_show01_Master_a.girl001b_gacha_show01_Master_a
3.5茉莉安-霄鹰-抽卡动画		/Game/Cinematics/gacha/girl005c_gacha/Sequence/girl005c_gacha_show01_Master.girl005c_gacha_show01_Master	/Game/Cinematics/gacha/girl005c_a_gacha/Sequence/girl005c_gacha_show01_Master_a.girl005c_gacha_show01_Master_a
3.6芙提雅·星火-抽卡动画		/Game/Cinematics/gacha/girl004c_gacha/Sequence/girl004c_gacha_show01_Master.girl004c_gacha_show01_Master	/Game/Cinematics/gacha/girl004c_a_gacha/Sequence/girl004c_gacha_show01_Master_a.girl004c_gacha_show01_Master_a
3.6胧嫣-抽卡动画		/Game/Cinematics/gacha/girl024_gacha/Sequence/girl024_gacha_show01_Master.girl024_gacha_show01_Master	/Game/Cinematics/gacha/girl024_a_gacha/Sequence/girl024_gacha_show01_Master_a.girl024_gacha_show01_Master_a
3.7里芙-xxxx-抽卡动画		/Game/Cinematics/gacha/girl002c_gacha/Sequence/girl002c_gacha_show01_Master.girl002c_gacha_show01_Master	/Game/Cinematics/gacha/girl002c_a_gacha/Sequence/girl002c_gacha_show01_Master_a.girl002c_gacha_show01_Master_a
3.7肴-金乌-抽卡动画		/Game/Cinematics/gacha/girl010c_gacha/Sequence/girl010c_gacha_show01_Master.girl010c_gacha_show01_Master	/Game/Cinematics/gacha/girl010c_a_gacha/Sequence/girl010c_gacha_show01_Master_a.girl010c_gacha_show01_Master_a
			
##互动seq			
凯茜娅朝翼互动入场seq		/Game/Cinematics/girl015a_02_manifestation/sequence/girl015a_02_ma_sequence_stand01_Master.girl015a_02_ma_sequence_stand01_Master	/Game/Cinematics/girl015a_02_manifestation/sequence/girl015a_02_ma_sequence_stand01_a.girl015a_02_ma_sequence_stand01_a
茉莉安互动入场seq		/Game/Cinematics/girl005b_02_manifestation/sequence/girl005b_02_ma_sequence_stand01_Master.girl005b_02_ma_sequence_stand01_Master	/Game/Cinematics/girl005b_02_manifestation/sequence/girl005b_02_ma_sequence_stand01_Master_a.girl005b_02_ma_sequence_stand01_Master_a
辰星互动入场seq		/Game/Cinematics/girl014b_02_manifestation/sequence/girl014b_02_ma_sequence_stand01_Master.girl014b_02_ma_sequence_stand01_Master	/Game/Cinematics/girl014b_02_manifestation/sequence/girl014b_02_ma_sequence_stand01_Master_a.girl014b_02_ma_sequence_stand01_Master_a
肴互动入场seq		/Game/Cinematics/girl010b_02_manifestation/Sequence/girl010b_02_ma_sequence_stand01_Master.girl010b_02_ma_sequence_stand01_Master	/Game/Cinematics/girl010b_02_manifestation/Sequence/girl010b_02_ma_sequence_stand01_Master_a.girl010b_02_ma_sequence_stand01_Master_a
妮塔精灵互动入场seq		/Game/Cinematics/girl003a_02_manifestation/Sequence/girl003a_02_ma_sequence_stand01_Master.girl003a_02_ma_sequence_stand01_Master	/Game/Cinematics/girl003a_02_manifestation/Sequence/girl003a_02_ma_sequence_stand01_Master_a.girl003a_02_ma_sequence_stand01_Master_a
			
苔丝恒约互动入场		/Game/Cinematics/Manifestation/TessMarry/TessMarry_ma_startplay_Master.TessMarry_ma_startplay_Master	/Game/Cinematics/Manifestation/TessMarry/TessMarry_ma_startplay_a_Master.TessMarry_ma_startplay_a_Master
凯姐恒约互动入场		/Game/Cinematics/Manifestation/KatyaMarry/KatyaMarry_ma_startplay_Master.KatyaMarry_ma_startplay_Master	/Game/Cinematics/Manifestation/KatyaMarry/KatyaMarry_ma_startplay_a_Master.KatyaMarry_ma_startplay_a_Master
			
芬妮泳装互动入场		/Game/Cinematics/Manifestation/FennySwim/FennySwim_ma_startplay_Master.FennySwim_ma_startplay_Master	/Game/Cinematics/Manifestation/FennySwim/FennySwim_ma_startplay_a_Master.FennySwim_ma_startplay_a_Master
瑟瑞斯泳装互动入场		/Game/Cinematics/Manifestation/SirisSwim/SirisSwim_ma_startplay_Master.SirisSwim_ma_startplay_Master	/Game/Cinematics/Manifestation/SirisSwim/SirisSwim_ma_startplay_a_Master.SirisSwim_ma_startplay_a_Master
			
茉莉安恒约互动入场seq		/Game/Cinematics/Manifestation/MarianMarry/MarianMarry_ma_startplay_Master.MarianMarry_ma_startplay_Master	/Game/Cinematics/Manifestation/MarianMarry/MarianMarry_ma_startplay_a_Master.MarianMarry_ma_startplay_a_Master
安卡希雅恒约互动入场		/Game/Cinematics/Manifestation/AcaciaMarry/AcaciaMarry_ma_startplay_Master.AcaciaMarry_ma_startplay_Master	/Game/Cinematics/Manifestation/AcaciaMarry/AcaciaMarry_ma_startplay_a_Master.AcaciaMarry_ma_startplay_a_Master
			
里芙互动入场seq		/Game/Cinematics/Manifestation/LyfeSleep/LyfeSleep_ma_startplay_Master.LyfeSleep_ma_startplay_Master	/Game/Cinematics/Manifestation/LyfeSleep/LyfeSleep_ma_startplay_Master_a.LyfeSleep_ma_startplay_Master_a
