//描述	GDPL(有根据时间判断和谐的内容，就填写资源对应的GDPL，没有就不填)	原资源路径	其他资源路径
Des	GDPL	Original_Path	18ban_path
卜卜小天师_立绘大图		130370001	130370007
图鉴BGM封面14_A		3700021	3700022
2.4版本打脸图_A		1602579	1602580
清荷雅弈皮肤打脸图_A		1602581	1602585
清荷雅弈皮肤橱窗图_A		1602582	1602586
捕猎演习皮肤打脸图_A		1602583	1602587
捕猎演习皮肤橱窗图_A		1602584	1602588
勇者游戏背景图		1602141	1602605
			
##DLC25			
2.5版本肴特邀立绘_A		1602598	1602604
pic_playerbg040_A	{7,18,1,2}	3000402	3000520
pic_playerbg041_A	{7,14,2,4}	3000412	3000521
云篆点墨化龙皮肤展示图1_A*140	{7,14,2,4}	1601122	1601146
云篆点墨化龙皮肤展示图1_A*1080	{7,14,2,4}	1601123	1601147
云篆点墨化龙皮肤展示图2_A*140	{7,14,2,4}	1601124	1601148
云篆点墨化龙皮肤展示图2_A*1080	{7,14,2,4}	1601125	1601149
龙舌兰翠翎倩姿皮肤展示图1_A*140	{7,18,1,2}	1601126	1601150
龙舌兰翠翎倩姿皮肤展示图1_A*1080	{7,18,1,2}	1601127	1601151
龙舌兰翠翎倩姿皮肤展示图2_A*140	{7,18,1,2}	1601128	1601152
龙舌兰翠翎倩姿皮肤展示图2_A*1080	{7,18,1,2}	1601129	1601153
龙舌兰*800_A	{1,18,1,1}	130320004	130320016
龙舌兰*400_A	{1,18,1,1}	130320005	130320017
龙舌兰立绘	{1,18,1,1}	130320001	130320016
藏锋_A*800新	{1,6,2,1}	130220004	130220025
藏锋_A*400新	{1,6,2,1}	130220005	130220026
云篆点墨化龙道具_A*130	{7,14,2,4}	110200092	110200162
云篆点墨化龙道具_A*200	{7,14,2,4}	110200093	110200163
龙舌兰翠翎倩姿道具_A*130	{7,18,1,2}	110200094	110200164
龙舌兰翠翎倩姿道具_A*200	{7,18,1,2}	110200095	110200165
晨星云篆点墨化龙立绘*400_A	{7,14,2,4}	130210021	130210029
晨星云篆点墨化龙立绘*800_A	{7,14,2,4}	130210022	130210030
晨星云篆点墨化龙立绘大图_A	{7,14,2,4}	130210024	130210031
翠翎倩姿*400_A	{7,18,1,2}	130320009	130320013
翠翎倩姿*800_A	{7,18,1,2}	130320010	130320014
翠翎倩姿*立绘大图_A	{7,18,1,2}	130320012	130320015
龙舌兰皮肤打脸图_A	{7,18,1,2}	1602444	1602606
龙舌兰皮肤橱窗图_A	{7,18,1,2}	1602445	1602607
云篆点墨化龙打脸图_A	{7,14,2,4}	1602450	1602608
云篆点墨化龙橱窗图_A	{7,14,2,4}	1602451	1602609
辰星宣命_A*800		130390004	130390007
辰星宣命_A*400		130390005	130390008
辰星宣命_立绘		130390001	130390007
肴夜天光_A*800		130380004	130380007
肴夜天光_A*400		130380005	130380008
肴夜天光_立绘		130380001	130380007
Plot_CG_079_1_A	{1,18,1,1}	3501110	1501190
Plot_CG_080_A（封面）	{1,18,1,1}	3501111	3501175
Plot_CG_081_2_A	{1,18,1,1}	3501112	1501193
Plot_CG_130_1_A	{1,18,1,1}	3501107	1501194
PlotCG_035_A（封面）	{1,6,2,1}	3501030	3501173
PlotCG_118_A	{1,6,2,1}	3501063	1501199
PlotCG_093_A		1501206	1501211
PlotCG_095_A		1501207	1501212
PlotCG_096_1_A		1501181	1501186
PlotCG_096_2_A		1501208	1501187
PlotCG_098_A		1501183	1501188
PlotCG_0101_2_A		1501210	1501184
PlotCG_0102_1_A		1501180	1501185
pic_playerbg055_A		3000532	3000533
pic_playerbg056_A		3000542	3000543
pic_playerbg057_A		3000552	3000553
肴中婚暖夜情醺*400_A		130380011	130380015
肴中婚暖夜情醺*800_A		130380012	130380016
肴中婚暖夜情醺*立绘大图_A		130380014	130380017
辰星中婚欣描红妆*400_A		130390011	130390015
辰星中婚欣描红妆*800_A		130390012	130390016
辰星中婚欣描红妆*立绘大图_A		130390014	130390017
瑟瑞丝纯白午后*400_A		130290030	130290034
瑟瑞丝纯白午后*800_A		130290031	130290035
瑟瑞丝纯白午后*立绘大图_A		130290033	130290036
辉耀舞狮*400_A		130310022	130310026
辉耀舞狮*800_A		130310023	130310027
辉耀舞狮*立绘大图_A		130310025	130310028
肴中婚暖夜情醺道具*130_A		110200168	110200176
肴中婚暖夜情醺道具*200_A		110200169	110200177
瑟瑞丝纯白午后道具*130_A		110200170	110200178
瑟瑞丝纯白午后道具*200_A		110200171	110200179
里芙恒约照1*130_A		110311160	110311162
里芙恒约照1*200_A		110311161	110311163
芬妮恒约照1*130_A		110311170	110311172
芬妮恒约照1*200_A		110311171	110311173
肴恒约照1*130_A		110311180	110311182
肴恒约照1*200_A		110311181	110311183
辰星恒约照1*130_A		110311190	110311192
辰星恒约照1*200_A		110311191	110311193
图鉴BGM封面15_A		3700023	3700024
pic_riki01_PlotCG_093_a		3501164	3501167
pic_riki01_PlotCG_095_a		3501166	3501168
里芙恒约证件照1_A		110600000	110600004
芬妮恒约证件照1_A		110600001	110600005
肴恒约证件照1_A		110600002	110600006
辰星恒约证件照1_A		110600003	110600007
2.5瑟瑞丝纯白约会BP皮肤切图_A		1602621	1602625
PlotCG_135_1_A		1501217	1501213
PlotCG_136_1_A		1501218	1501215
2.5版本活动入口图_A		2400016	2400017
icon_playerbg050*130_A		3000560	3000563
icon_playerbg050*200_A		3000561	3000564
pic_playerbg050_A		3000562	3000565
icon_playerbg051*130_A		3000570	3000573
icon_playerbg051*200_A		3000571	3000574
pic_playerbg051_A		3000572	3000575
icon_playerbg052*130_A		3000580	3000583
icon_playerbg052*200_A		3000581	3000584
pic_playerbg052_A		3000582	3000585
pic_playerbg053_A		3000592	3000593
icon_playerbg054*130_A		3000600	3000603
icon_playerbg054*200_A		3000601	3000604
pic_playerbg054_A		3000602	3000605
英雄登场_A	{1,18,1,1}	3501108	3501174
凯茜娅主界面互动*1080_A		4200040	4200042
凯茜娅主界面互动*400_A		4200041	4200043
茉莉安主界面互动*1080_A		4200050	4200052
茉莉安主界面互动*400_A		4200051	4200053
辰星主界面互动*1080_A		4200060	4200062
辰星主界面互动*400_A		4200061	4200063
温泉中心琴诺小图_A		1602628	1602630
温泉中心肴晕晕小图_A		1602629	1602631
辰星宣命互动场景捆绑图_A*1080		1601154	1601159
辰星宣命互动场景捆绑图_A*140		1601155	1601160
辰星宣命互动场景捆绑图_A*444		1601156	1601161
大芬妮舞狮专武*大芬妮舞狮时装_A		142500025	142500027
大芬妮舞狮*大芬妮舞狮时装页签_A		142500026	142500028
芬妮互动+武器皮肤捆绑包_A*1080		1601116	1601162
芬妮皮肤+武器皮肤捆绑包_A*140		1601117	1601163
芬妮三合一捆绑包_A*444		1601118	1601164
肴中婚互动展示图_A*444		1601166	1601169
肴中婚皮肤武器捆绑包_A*140		1601168	1601170
肴中婚皮肤武器捆绑包*1080_A		1601171	1601172
CG_077 夜魇骑士_Loading	{1,18,1,1}	1501131	1501189
PlotCG_080 她的英雄_Loading	{1,18,1,1}	1501133	1501191
2.5辰星皮肤橱窗图_A		1602642	1602645
2.5肴皮肤橱窗图_A		1602643	1602646
2.5辉耀皮肤橱窗图_A		1602644	1602647
2.5版本打脸图_A		1602640	1602641
2.5辰星皮肤打脸图_A		1602648	1602651
2.5肴皮肤打脸图_A		1602649	1602652
2.5辉耀皮肤打脸图_A		1602650	1602653
里芙皮肤+武器皮肤捆绑包_A*140		1601113	1601173
里芙三合一捆绑包_A*444		1601114	1601174
			
			
##DLC26			
肴主界面互动*1080_A		4200070	4200072
肴主界面互动*400_A		4200071	4200073
恩雅幻魇_A*800		130400004	130400007
恩雅幻魇_A*400		130400005	130400008
恩雅幻魇_A*800扭蛋		130400001	130400007
芙提雅甜品皮_A*400		130350021	130350025
芙提雅甜品皮_A*800		130350022	130350026
芙提雅甜品皮_A*立绘大图		130350024	130350027
恩雅幻魇修女皮_A*400		130400011	130400015
恩雅幻魇修女皮_A*800		130400012	130400016
恩雅幻魇修女皮_A*立绘大图		130400014	130400017
龙舌兰舞娘皮*400_A		130320020	130320024
龙舌兰舞娘皮*800_A		130320021	130320025
龙舌兰舞娘皮*立绘大图_A		130320023	130320026
茉莉安兔女郎皮_A*400		130340018	130340022
茉莉安兔女郎皮_A*800		130340019	130340023
茉莉安兔女郎皮_A*立绘大图		130340021	130340024
茉莉安兔女郎皮道具*130_A		110200180	110200182
茉莉安兔女郎皮道具*200_A		110200181	110200183
龙舌兰舞娘皮道具*130_A		110200184	110200186
龙舌兰舞娘皮道具*200_A		110200185	110200187
恩雅幻魇修女皮道具*130_A		110200188	110200190
恩雅幻魇修女皮道具*200_A		110200189	110200191
2.6烈兔甜品皮BP皮肤切图_A		1602667	1602671
肴中婚皮枪皮捆绑包时装_A		142100015	142100017
肴中婚皮枪皮捆绑包页签_A		142100016	142100018
茉莉安兔女郎皮枪皮捆绑包时装_A		142300045	142300047
茉莉安兔女郎皮枪皮捆绑包页签_A		142300046	142300048
恩雅幻魇修女皮枪皮捆绑包时装_A		142300055	142300057
恩雅幻魇修女皮枪皮捆绑包页签_A		142300056	142300058
龙舌兰舞娘皮枪皮捆绑包时装_A		142400015	142400017
龙舌兰舞娘皮枪皮捆绑包页签_A		142400016	142400018
PlotCG_432_2_A		3501178	3501179
pic_riki01_PlotCG_429_A		3501180	3501182
pic_riki01_PlotCG_430_A		3501181	3501183
PlotCG_429_A		1501232	1501235
PlotCG_430_A		1501233	1501236
PlotCG_432_1_A		1501234	1501237
2.6龙舌兰舞娘皮橱窗图_A		1602672	1602674
2.6龙舌兰舞娘皮打脸图_A		1602673	1602675
pic_playerbg058_A		3000622	3000623
pic_playerbg059_A		3000632	3000633
pic_playerbg060_A		3000642	3000643
2.6茉莉安幽潮兔女郎皮橱窗图_A		1602677	1602679
2.6茉莉安幽潮兔女郎皮打脸图_A		1602678	1602680
2.6恩雅澜风修女皮橱窗图_A		1602681	1602683
2.6恩雅澜风修女皮打脸图_A		1602682	1602684
PlotCG_137_2_A		3501184	3501185
肴中婚三合一大图_A		142100019	142100021
肴中婚三合一页签_A		142100020	142100022
图鉴BGM封面16_A		3700025	3700026
2.6版本打脸图_A		1602693	1602694
			
			
##DLC27			
肴泳装女仆和谐皮补偿道具_A*130		110010711	110010713
肴泳装女仆和谐皮补偿道具_A*200		110010712	110010714
妮塔悸响特别邀请立绘_A		1602709	1602710
妮塔解密活动背景图_A		1602706	1602711
PlotCG_0113_A		1501242	1501243
PlotCG_0114_A		1501244	1501245
妮塔悸响精灵皮道具*130_A		110200198	110200200
妮塔悸响精灵皮道具*200_A		110200199	110200201
芬妮辉耀赛车服道具*130_A		110200202	110200204
芬妮辉耀赛车服道具*200_A		110200203	110200205
肴冬至累充女仆皮道具*130_A		110200206	110200208
肴冬至累充女仆皮道具*200_A		110200207	110200209
凯茜娅朝翼旗袍道具*130_A		110200210	110200212
凯茜娅朝翼旗袍道具*200_A		110200211	110200213
卜卜护士服道具*130_A		110200214	110200216
卜卜护士服道具*200_A		110200215	110200217
奈莉德军官皮道具*130_A		110200218	110200220
奈莉德军官皮道具*200_A		110200219	110200221
冬至累充女仆皮立绘*400_A		130150025	130150029
冬至累充女仆皮立绘*800_A		130150026	130150030
冬至累充女仆皮立绘大图_A		130150028	130150031
凯茜娅朝翼旗袍_A*400		130330027	130330031
凯茜娅朝翼旗袍_A*800		130330028	130330032
凯茜娅朝翼旗袍_A*立绘大图		130330030	130330033
卜卜护士服_A*400		130370011	130370015
卜卜护士服_A*800		130370012	130370016
卜卜护士服_A*立绘大图		130370014	130370017
妮塔悸响_A*400		130410004	130410007
妮塔悸响_A*800		130410005	130410008
妮塔悸响精灵皮_A*400		130410011	130410015
妮塔悸响精灵皮_A*800		130410012	130410016
妮塔悸响精灵皮_A*立绘大图		130410014	130410017
奈莉德_A*400		130420004	130420007
奈莉德_A*800		130420005	130420008
奈莉德军官皮_A*400		130420011	130420015
奈莉德军官皮_A*800		130420012	130420016
奈莉德军官皮_A*立绘大图		130420014	130420017
辉耀赛车服*400_A		130310031	130310035
辉耀赛车服*800_A		130310032	130310036
辉耀赛车服*立绘大图_A		130310034	130310037
pic_riki01_PlotCG_108_A		3501188	3501186
pic_riki01_PlotCG_112_A		3501189	3501187
图鉴BGM封面17_A		3700027	3700028
2.7辉耀赛车服BP皮肤切图_A		1602712	1602716
卜卜护士服皮枪皮捆绑包时装_A		142400025	142400027
卜卜护士服皮枪皮捆绑包页签_A		142400026	142400028
凯茜娅朝翼旗袍皮枪皮捆绑包时装_A		142500035	142500037
奈莉德军官皮枪皮捆绑包时装_A		142500045	142500049
奈莉德军官皮枪皮捆绑包页签_A		142500046	142500050
奈莉德军官皮枪皮捆绑包时装大图2_A		142500047	142500051
PlotCG_0104_1_A		3501191	3501192
PlotCG_0111_2_A		3501196	3501197
PlotCG_0118_A		3501207	3501208
PlotCG_0120_A		3501210	3501211
PlotCG_0121_1_A		3501212	3501215
PlotCG_0122_A		3501216	3501217
PlotCG_0128_A		3501223	3501224
妮塔悸响互动场景捆绑图_A*444		1601177	1601180
妮塔悸响互动场景图_A*1080		1601175	1601181
妮塔悸响互动场景图_A*140		1601176	1601182
PlotCG_138_a		3501229	3501230
PlotCG_139_1_a		3501231	3501232
2.7凯茜娅朝翼旗袍皮橱窗图_A		1602735	1602737
2.7凯茜娅朝翼旗袍皮打脸图_A		1602736	1602738
2.7卜卜护士服皮橱窗图_A		1602739	1602741
2.7卜卜护士服皮打脸图_A		1602740	1602742
2.7妮塔悸响精灵皮橱窗图_A		1602743	1602745
2.7妮塔悸响精灵皮打脸图_A		1602744	1602746
妮塔主界面互动*1080_A		4200080	4200082
妮塔主界面互动*400_A		4200081	4200083
2.7奈莉德军官皮橱窗图_A		1602754	1602756
2.7奈莉德军官皮打脸图_A		1602755	1602757
2.7版本打脸图_A		1602758	1602759
妮塔Q版合照_A*130		110311260	110311262
妮塔Q版合照_A*200		110311261	110311263
奈莉德立绘_A		130420001	130420008
			
			
##DLC28			
图鉴BGM封面18_A		3700029	3700030
pic_riki01_PlotCG_0133_A		3501234	3501235
pic_riki01_PlotCG_0134_A		3501236	3501237
2.8薇蒂雅天鹅座空姐皮橱窗图_A		1602760	1602761
2.8芙提雅驰掣死库水皮橱窗图_A		1602762	1602763
2.8薇蒂雅天鹅座空姐皮拍脸图_A		1602764	1602765
薇蒂雅天鹅座_A*400		130430004	130430007
薇蒂雅天鹅座_A*800		130430005	130430008
薇蒂雅天鹅座_A立绘		130430001	130430008
2.8版本活动入口图_A		2400020	2400021
芙提雅死库水皮_A*400		130350030	130350034
芙提雅死库水皮_A*800		130350031	130350035
芙提雅死库水皮_A*立绘大图		130350033	130350036
无限之视马术皮_A*400		130300018	130300022
无限之视马术皮_A*800		130300019	130300023
无限之视马术皮_A*立绘大图		130300021	130300024
辰星甜心公主打歌服*400_A		130390020	130390024
辰星甜心公主打歌服*800_A		130390021	130390025
辰星甜心公主打歌服*立绘大图_A		130390023	130390026
薇蒂雅天鹅座空姐*400_A		130430011	130430015
薇蒂雅天鹅座空姐*800_A		130430012	130430016
薇蒂雅天鹅座空姐*立绘大图_A		130430014	130430017
无限之视马术道具*130_A		110200230	110200232
无限之视马术道具*200_A		110200231	110200233
芙提雅死库水道具*130_A		110200240	110200242
芙提雅死库水道具*200_A		110200241	110200243
辰星宣命甜心公主打歌服道具*130_A		110200270	110200272
辰星宣命甜心公主打歌服道具*200_A		110200271	110200273
薇蒂雅天鹅座空姐皮道具*130_A		110200280	110200282
薇蒂雅天鹅座空姐皮道具*200_A		110200281	110200283
PlotCG_0133_A		1501253	1501254
PlotCG_0134_A		1501255	1501256
PlotCG_0135_A		1501257	1501258
PlotCG_0136_A		1501259	1501260
2.8辰星甜心公主打歌服橱窗图_A		1602771	1602772
辰星2.8公主皮枪皮捆绑包时装_A		142800013	142800015
辰星2.8公主皮枪皮捆绑包页签_A		142800014	142800016
薇蒂雅天鹅座空姐皮枪皮捆绑包时装_A		142200033	142200035
薇蒂雅天鹅座空姐皮枪皮捆绑包页签_A		142200034	142200036
芙提雅2.8死库水皮枪皮捆绑包时装_A		142200023	142200025
芙提雅2.8死库水皮枪皮捆绑包页签_A		142200024	142200026
2.8无限之视马术服BP皮肤切图_A		1602775	1602779
PlotCG_140_A		3501238	3501239
PlotCG_723_A		3501240	3501241
2.8版本打脸图_A		1602781	1602782
