//描述	GDPL(有根据时间判断和谐的内容，就填写资源对应的GDPL，没有就不填)	原资源路径	其他资源路径
Des	GDPL	Original_Path	18ban_path
PlotCG_118_2_A	{1,6,2,1}	/Game/UI/Picture/Dialogue/PlotCG_118_2.PlotCG_118_2	/Game/UI/Iterative/Picture/Dialogue/PlotCG_118_2_a.PlotCG_118_2_a
PlotCG_118_A	{1,6,2,1}	/Game/UI/Picture/Dialogue/PlotCG_118.PlotCG_118	/Game/UI/Iterative/Picture/Dialogue/PlotCG_118_a.PlotCG_118_a
PlotCG_093_A		/Game/UI/Picture/Dialogue/PlotCG_093.PlotCG_093	/Game/UI/Iterative/Picture/Dialogue/PlotCG_093_a.PlotCG_093_a
PlotCG_095_A		/Game/UI/Picture/Dialogue/PlotCG_095.PlotCG_095	/Game/UI/Iterative/Picture/Dialogue/PlotCG_095_a.PlotCG_095_a
PlotCG_135_1_A		/Game/UI/Picture/Dialogue/PlotCG_135_1.PlotCG_135_1	/Game/UI/Iterative/Picture/Dialogue/PlotCG_135_1_a.PlotCG_135_1_a
PlotCG_135_2_A		/Game/UI/Picture/Dialogue/PlotCG_135_2.PlotCG_135_2	/Game/UI/Iterative/Picture/Dialogue/PlotCG_135_2_a.PlotCG_135_2_a
PlotCG_136_1_A		/Game/UI/Picture/Dialogue/PlotCG_136_1.PlotCG_136_1	/Game/UI/Iterative/Picture/Dialogue/PlotCG_136_1_a.PlotCG_136_1_a
PlotCG_136_2_A		/Game/UI/Picture/Dialogue/PlotCG_136_2.PlotCG_136_2	/Game/UI/Iterative/Picture/Dialogue/PlotCG_136_2_a.PlotCG_136_2_a
pic_riki01_PlotCG_093_a		/Game/UI/Picture/RikiCG/pic_riki01_PlotCG_093.pic_riki01_PlotCG_093	/Game/UI/Iterative/Picture/RikiCG/pic_riki01_PlotCG_093_a.pic_riki01_PlotCG_093_a
pic_riki01_PlotCG_095_a		/Game/UI/Picture/RikiCG/pic_riki01_PlotCG_095.pic_riki01_PlotCG_095	/Game/UI/Iterative/Picture/RikiCG/pic_riki01_PlotCG_095_a.pic_riki01_PlotCG_095_a
PlotCG_429_A		/Game/UI/Picture/Dialogue/PlotCG_429.PlotCG_429	/Game/UI/Iterative/Picture/Dialogue/PlotCG_429_a.PlotCG_429_a
PlotCG_430_A		/Game/UI/Picture/Dialogue/PlotCG_430.PlotCG_430	/Game/UI/Iterative/Picture/Dialogue/PlotCG_430_a.PlotCG_430_a
PlotCG_432_1_A		/Game/UI/Picture/DLC26/PlotCG_432_1.PlotCG_432_1	/Game/UI/Iterative/Picture/Dialogue/PlotCG_432_1_a.PlotCG_432_1_a
PlotCG_432_2_A		/Game/UI/Picture/Dialogue/PlotCG_432_2.PlotCG_432_2	/Game/UI/Iterative/Picture/Dialogue/PlotCG_432_2_a.PlotCG_432_2_a
PlotCG_137_1_A		/Game/UI/Picture/Dialogue/PlotCG_137_1.PlotCG_137_1	/Game/UI/Iterative/Picture/Dialogue/PlotCG_137_1_a.PlotCG_137_1_a
PlotCG_137_2_A		/Game/UI/Picture/Dialogue/PlotCG_137_2.PlotCG_137_2	/Game/UI/Iterative/Picture/Dialogue/PlotCG_137_2_a.PlotCG_137_2_a
PlotCG_0104_1_A		/Game/UI/Picture/Dialogue/PlotCG_0104_1.PlotCG_0104_1	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0104_1_a.PlotCG_0104_1_a
PlotCG_0104_2_A		/Game/UI/Picture/Dialogue/PlotCG_0104_2.PlotCG_0104_2	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0104_2_a.PlotCG_0104_2_a
PlotCG_0104_3_A		/Game/UI/Picture/Dialogue/PlotCG_0104_3.PlotCG_0104_3	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0104_3_a.PlotCG_0104_3_a
PlotCG_0111_1_A		/Game/UI/Picture/Dialogue/PlotCG_0111_1.PlotCG_0111_1	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0111_1_a.PlotCG_0111_1_a
PlotCG_0111_2_A		/Game/UI/Picture/Dialogue/PlotCG_0111_2.PlotCG_0111_2	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0111_2_a.PlotCG_0111_2_a
PlotCG_0111_3_A		/Game/UI/Picture/Dialogue/PlotCG_0111_3.PlotCG_0111_3	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0111_3_a.PlotCG_0111_3_a
PlotCG_0111_4_A		/Game/UI/Picture/Dialogue/PlotCG_0111_4.PlotCG_0111_4	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0111_4_a.PlotCG_0111_4_a
PlotCG_0113_A		/Game/UI/Picture/Dialogue/PlotCG_0113.PlotCG_0113	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0113_a.PlotCG_0113_a
PlotCG_0114_A		/Game/UI/Picture/Dialogue/PlotCG_0114.PlotCG_0114	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0114_a.PlotCG_0114_a
PlotCG_0118_1_A		/Game/UI/Picture/Dialogue/PlotCG_0118_1.PlotCG_0118_1	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0118_1_a.PlotCG_0118_1_a
PlotCG_0118_2_A		/Game/UI/Picture/Dialogue/PlotCG_0118_2.PlotCG_0118_2	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0118_2_a.PlotCG_0118_2_a
PlotCG_0120_A		/Game/UI/Picture/Dialogue/PlotCG_0120.PlotCG_0120	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0120_a.PlotCG_0120_a
PlotCG_0121_1_A		/Game/UI/Picture/Dialogue/PlotCG_0121_1.PlotCG_0121_1	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0121_1_a.PlotCG_0121_1_a
PlotCG_0122_A		/Game/UI/Picture/Dialogue/PlotCG_0122.PlotCG_0122	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0122_a.PlotCG_0122_a
PlotCG_0128_A		/Game/UI/Picture/Dialogue/PlotCG_0128.PlotCG_0128	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0128_a.PlotCG_0128_a
PlotCG_0138_A		/Game/UI/Picture/Dialogue/PlotCG_138.PlotCG_138	/Game/UI/Iterative/Picture/Dialogue/PlotCG_138_a.PlotCG_138_a
PlotCG_0139_1_A		/Game/UI/Picture/Dialogue/PlotCG_139_1.PlotCG_139_1	/Game/UI/Iterative/Picture/Dialogue/PlotCG_139_1_a.PlotCG_139_1_a
PlotCG_0139_2_A		/Game/UI/Picture/Dialogue/PlotCG_139_2.PlotCG_139_2	/Game/UI/Iterative/Picture/Dialogue/PlotCG_139_2_a.PlotCG_139_2_a
PlotCG_140_A		/Game/UI/Picture/Dialogue/PlotCG_140.PlotCG_140	/Game/UI/Iterative/Picture/Dialogue/PlotCG_140_a.PlotCG_140_a
PlotCG_0136_A		/Game/UI/Picture/Dialogue/PlotCG_0136.PlotCG_0136	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0136_a.PlotCG_0136_a
PlotCG_0135_A		/Game/UI/Picture/Dialogue/PlotCG_0135.PlotCG_0135	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0135_a.PlotCG_0135_a
PlotCG_0134_A		/Game/UI/Picture/Dialogue/PlotCG_0134.PlotCG_0134	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0134_a.PlotCG_0134_a
PlotCG_0133_A		/Game/UI/Picture/Dialogue/PlotCG_0133.PlotCG_0133	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0133_a.PlotCG_0133_a
PlotCG_723_A		/Game/UI/Picture/Dialogue/PlotCG_723.PlotCG_723	/Game/UI/Iterative/Picture/Dialogue/PlotCG_723_a.PlotCG_723_a
PlotCG_0141_A		/Game/UI/Picture/Dialogue/PlotCG_0141.PlotCG_0141	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0141_a.PlotCG_0141_a
PlotCG_0142_1_A		/Game/UI/Picture/Dialogue/PlotCG_0142_1.PlotCG_0142_1	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0142_1_a.PlotCG_0142_1_a
PlotCG_0142_2_A		/Game/UI/Picture/Dialogue/PlotCG_0142_2.PlotCG_0142_2	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0142_2_a.PlotCG_0142_2_a
PlotCG_0142_3_A		/Game/UI/Picture/Dialogue/PlotCG_0142_3.PlotCG_0142_3	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0142_3_a.PlotCG_0142_3_a
PlotCG_0145_A		/Game/UI/Picture/Dialogue/PlotCG_0145.PlotCG_0145	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0145_a.PlotCG_0145_a
PlotCG_142_1_A		/Game/UI/Picture/Dialogue/PlotCG_142_1.PlotCG_142_1	/Game/UI/Iterative/Picture/Dialogue/PlotCG_142_1_a.PlotCG_142_1_a
PlotCG_142_2_A		/Game/UI/Picture/Dialogue/PlotCG_142_2.PlotCG_142_2	/Game/UI/Iterative/Picture/Dialogue/PlotCG_142_2_a.PlotCG_142_2_a
PlotCG_141_A		/Game/UI/Picture/Dialogue/PlotCG_141.PlotCG_141	/Game/UI/Iterative/Picture/Dialogue/PlotCG_141_a.PlotCG_141_a
PlotCG_0139_A		/Game/UI/Picture/Dialogue/PlotCG_0139.PlotCG_0139	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0139_a.PlotCG_0139_a
PlotCG_0148_A		/Game/UI/Picture/Dialogue/PlotCG_0148.PlotCG_0148	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0148_a.PlotCG_0148_a
PlotCG_0149_A		/Game/UI/Picture/Dialogue/PlotCG_0149.PlotCG_0149	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0149_a.PlotCG_0149_a
PlotCG_0150_A		/Game/UI/Picture/Dialogue/PlotCG_0150.PlotCG_0150	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0150_a.PlotCG_0150_a
PlotCG_0151_A		/Game/UI/Picture/Dialogue/PlotCG_0151.PlotCG_0151	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0151_a.PlotCG_0151_a
PlotCG_0152_A		/Game/UI/Picture/Dialogue/PlotCG_0152.PlotCG_0152	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0152_a.PlotCG_0152_a
PlotCG_0153_A		/Game/UI/Picture/Dialogue/PlotCG_0153.PlotCG_0153	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0153_a.PlotCG_0153_a
PlotCG_0154_A		/Game/UI/Picture/Dialogue/PlotCG_0154.PlotCG_0154	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0154_a.PlotCG_0154_a
PlotCG_143_1_A		/Game/UI/Picture/Dialogue/PlotCG_143_1.PlotCG_143_1	/Game/UI/Iterative/Picture/Dialogue/PlotCG_143_1_a.PlotCG_143_1_a
PlotCG_143_2_A		/Game/UI/Picture/Dialogue/PlotCG_143_2.PlotCG_143_2	/Game/UI/Iterative/Picture/Dialogue/PlotCG_143_2_a.PlotCG_143_2_a
di133克罗瑞娜分析员合影		/Game/UI/Icon/Plot/icon_plot_di133.icon_plot_di133	/Game/UI/Iterative/Icon/Plot/icon_plot_di133_a.icon_plot_di133_a
1.3复刻PlotCG_409_A		/Game/UI/Picture/DLC03/PlotCG_409.PlotCG_409	/Game/UI/Iterative/Picture/Dialogue/PlotCG_409_a.PlotCG_409_a
1.3复刻PlotCG_410_A		/Game/UI/Picture/DLC03/PlotCG_410.PlotCG_410	/Game/UI/Iterative/Picture/Dialogue/PlotCG_410_a.PlotCG_410_a
1.3复刻PlotCG_411_A		/Game/UI/Picture/DLC03/PlotCG_411.PlotCG_411	/Game/UI/Iterative/Picture/Dialogue/PlotCG_411_a.PlotCG_411_a
PlotCG_437_A		/Game/UI/Picture/Dialogue/PlotCG_437.PlotCG_437	/Game/UI/Iterative/Picture/Dialogue/PlotCG_437_a.PlotCG_437_a
PlotCG_438_1_A		/Game/UI/Picture/Dialogue/PlotCG_438_1.PlotCG_438_1	/Game/UI/Iterative/Picture/Dialogue/PlotCG_438_1_a.PlotCG_438_1_a
PlotCG_438_2_A		/Game/UI/Picture/Dialogue/PlotCG_438_2.PlotCG_438_2	/Game/UI/Iterative/Picture/Dialogue/PlotCG_438_2_a.PlotCG_438_2_a
PlotCG_438_3_A		/Game/UI/Picture/Dialogue/PlotCG_438_3.PlotCG_438_3	/Game/UI/Iterative/Picture/Dialogue/PlotCG_438_3_a.PlotCG_438_3_a
PlotCG_440_A		/Game/UI/Picture/Dialogue/PlotCG_440.PlotCG_440	/Game/UI/Iterative/Picture/Dialogue/PlotCG_440_a.PlotCG_440_a
PlotCG_441_A		/Game/UI/Picture/Dialogue/PlotCG_441.PlotCG_441	/Game/UI/Iterative/Picture/Dialogue/PlotCG_441_a.PlotCG_441_a
PlotCG_442_A		/Game/UI/Picture/Dialogue/PlotCG_442.PlotCG_442	/Game/UI/Iterative/Picture/Dialogue/PlotCG_442_a.PlotCG_442_a
PlotCG_443_A		/Game/UI/Picture/Dialogue/PlotCG_443.PlotCG_443	/Game/UI/Iterative/Picture/Dialogue/PlotCG_443_a.PlotCG_443_a
PlotCG_444_A		/Game/UI/Picture/Dialogue/PlotCG_444.PlotCG_444	/Game/UI/Iterative/Picture/Dialogue/PlotCG_444_a.PlotCG_444_a
PlotCG_144_A		/Game/UI/Picture/Dialogue/PlotCG_144.PlotCG_144	/Game/UI/Iterative/Picture/Dialogue/PlotCG_144_a.PlotCG_144_a
PlotCG_145_1_A		/Game/UI/Picture/Dialogue/PlotCG_145_1.PlotCG_145_1	/Game/UI/Iterative/Picture/Dialogue/PlotCG_145_1_a.PlotCG_145_1_a
PlotCG_145_2_A		/Game/UI/Picture/Dialogue/PlotCG_145_2.PlotCG_145_2	/Game/UI/Iterative/Picture/Dialogue/PlotCG_145_2_a.PlotCG_145_2_a
PlotCG_0156_1_A		/Game/UI/Picture/Dialogue/PlotCG_0156_1.PlotCG_0156_1	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0156_1_a.PlotCG_0156_1_a
PlotCG_0156_2_A		/Game/UI/Picture/Dialogue/PlotCG_0156_2.PlotCG_0156_2	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0156_2_a.PlotCG_0156_2_a
PlotCG_0157_A		/Game/UI/Picture/Dialogue/PlotCG_0157.PlotCG_0157	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0157_a.PlotCG_0157_a
PlotCG_0160_A		/Game/UI/Picture/Dialogue/PlotCG_0160.PlotCG_0160	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0160_a.PlotCG_0160_a
PlotCG_043_1_A		/Game/UI/Picture/Dialogue/PlotCG_043_1.PlotCG_043_1	/Game/UI/Iterative/Picture/Dialogue/PlotCG_043_1_a.PlotCG_043_1_a
PlotCG_146_1_A		/Game/UI/Picture/Dialogue/PlotCG_146_1.PlotCG_146_1	/Game/UI/Iterative/Picture/Dialogue/PlotCG_146_1_a.PlotCG_146_1_a
PlotCG_146_2_A		/Game/UI/Picture/Dialogue/PlotCG_146_2.PlotCG_146_2	/Game/UI/Iterative/Picture/Dialogue/PlotCG_146_2_a.PlotCG_146_2_a
PlotCG_147_1_A		/Game/UI/Picture/Dialogue/PlotCG_147_1.PlotCG_147_1	/Game/UI/Iterative/Picture/Dialogue/PlotCG_147_1_a.PlotCG_147_1_a
PlotCG_147_2_A		/Game/UI/Picture/Dialogue/PlotCG_147_2.PlotCG_147_2	/Game/UI/Iterative/Picture/Dialogue/PlotCG_147_2_a.PlotCG_147_2_a
PlotCG_0161_1_A		/Game/UI/Picture/Dialogue/PlotCG_0161_1.PlotCG_0161_1	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0161_1_a.PlotCG_0161_1_a
PlotCG_0161_2_A		/Game/UI/Picture/Dialogue/PlotCG_0161_2.PlotCG_0161_2	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0161_2_a.PlotCG_0161_2_a
PlotCG_0161_3_A		/Game/UI/Picture/Dialogue/PlotCG_0161_3.PlotCG_0161_3	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0161_3_a.PlotCG_0161_3_a
PlotCG_0161_4_A		/Game/UI/Picture/Dialogue/PlotCG_0161_4.PlotCG_0161_4	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0161_4_a.PlotCG_0161_4_a
PlotCG_0161_5_A		/Game/UI/Picture/Dialogue/PlotCG_0161_5.PlotCG_0161_5	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0161_5_a.PlotCG_0161_5_a
PlotCG_0164_A		/Game/UI/Picture/Dialogue/PlotCG_0164.PlotCG_0164	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0164_a.PlotCG_0164_a
PlotCG_0165_A		/Game/UI/Picture/Dialogue/PlotCG_0165.PlotCG_0165	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0165_a.PlotCG_0165_a
PlotCG_0166_A		/Game/UI/Picture/Dialogue/PlotCG_0166.PlotCG_0166	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0166_a.PlotCG_0166_a
PlotCG_0167_A		/Game/UI/Picture/Dialogue/PlotCG_0167.PlotCG_0167	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0167_a.PlotCG_0167_a
PlotCG_0168_A		/Game/UI/Picture/Dialogue/PlotCG_0168.PlotCG_0168	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0168_a.PlotCG_0168_a
PlotCG_0172_A		/Game/UI/Picture/Dialogue/PlotCG_0172.PlotCG_0172	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0172_a.PlotCG_0172_a
PlotCG_0174_1_A		/Game/UI/Picture/Dialogue/PlotCG_0174_1.PlotCG_0174_1	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0174_1_a.PlotCG_0174_1_a
PlotCG_0174_2_A		/Game/UI/Picture/Dialogue/PlotCG_0174_2.PlotCG_0174_2	/Game/UI/Iterative/Picture/Dialogue/PlotCG_0174_2_a.PlotCG_0174_2_a
PlotCG_725_1_A		/Game/UI/Picture/Dialogue/PlotCG_725_1.PlotCG_725_1	/Game/UI/Iterative/Picture/Dialogue/PlotCG_725_1_a.PlotCG_725_1_a
