Id	备注	关卡类型(0、通常关,1、Boss关,2、剧情,3、重要,4、爬塔关,5、Boss挑战关,6、联机)	场景类型1	关卡名字	关卡Icon	地图ID	战斗逻辑配置ID	解锁条件	体力消耗(包含进入和通关)	出场怪物信息{{G,D,P,L}}	关联growintensity怪物强度模板	推荐战力	玩家经验值	角色经验值	队伍规则	首次达成星级奖励	首通掉落ID	固定掉落ID	随机掉落ID	UI展示物品{{G,D,P,L,N}}	UI展示随机物品{{G,D,P,L,N}}	UI展示首通物品{{G,D,P,L,N}}	Boss概念图	关卡概念图	任务资源	词缀ID-Skill（table）	词缀ID-Modifire（table）	不添加效果的怪物类型（table 0普通怪 1精英怪 2BOSS）	激活的subtask（string）	支线任务ID	怪物等级	荣誉积分（每个task）	显示积分	词缀图标	词缀品质	任务图标	说明图	荣誉结算分	通关加成积分	关卡词缀(禁域协议)
187	DLC7永续连战187	6	89	ui.TxtOnlineLevel5	1804059	187	10			{{1,2,1,1}}	11	12345	0	0		1									MultiTask/MultTask_181															
9901	DLC9永续连战9901	6	90	ui.TxtOnlineLevel5	1804059	9901	10			{{1,2,1,1}}	10	12345	0	0		1									MultiTask/MultTask_9901															
9902	DLC9永续连战9902	6	91	ui.TxtOnlineLevel5	1804059	9902	10			{{1,2,1,1}}	11	12345	0	0		1									MultiTask/MultTask_9902															
9903	DLC11永续连战	6	92	ui.TxtOnlineLevel5	1804059	9903	10			{{1,2,1,1}}	10	12345	0	0		1									MultiTask/MultTask_9903															
9904	DLC11永续连战	6	93	ui.TxtOnlineLevel5	1804059	9904	10			{{1,2,1,1}}	11	12345	0	0		1									MultiTask/MultTask_9904															
9905	DLC26永续连战	6	9905	ui.TxtOnlineLevel5	1804059	9905	10			{{1,2,1,1}}	10	12345	0	0		1									MultiTask/MultTask_9905															
9906	DLC26永续连战	6	9906	ui.TxtOnlineLevel5	1804059	9906	10			{{1,2,1,1}}	11	12345	0	0		1									MultiTask/MultTask_9906															
9907	DLC28永续连战	6	9907	ui.TxtOnlineLevel5	1804059	9907	10			{{1,2,1,1}}	10	12345	0	0		1									MultiTask/MultTask_9907															
9908	DLC28永续连战	6	9908	ui.TxtOnlineLevel5	1804059	9908	10			{{1,2,1,1}}	24	12345	0	0		1									MultiTask/MultTask_9908															
9909	DLC31永续连战	6	9909	ui.TxtOnlineLevel5	1804059	9909	10			{{1,2,1,1}}	10	12345	0	0		1									MultiTask/MultTask_9909															
9910	DLC31永续连战	6	9910	ui.TxtOnlineLevel5	1804059	9910	10			{{1,2,1,1}}	24	12345	0	0		1									MultiTask/MultTask_9910															
9911	DLC33联合清剿	6	9911	ui.TxtOnlineLevel5	1804059	9911	10			{{1,2,1,1}}	15	12345	0	0		1									MultiTask/MultTask_9911															
9912	DLC33联合清剿	6	9912	ui.TxtOnlineLevel5	1804059	9912	10			{{1,2,1,1}}	15	12345	0	0		1									MultiTask/MultTask_9912															
9913	DLC36联合清剿	6	9913	ui.TxtOnlineLevel5	1804059	9913	10			{{1,2,1,1}}	15	12345	0	0		1									MultiTask/MultTask_9913															
9914	DLC36联合清剿	6	9914	ui.TxtOnlineLevel5	1804059	9914	10			{{1,2,1,1}}	15	12345	0	0		1									MultiTask/MultTask_9914															
190	QA-BOSS测试-海拉	6	99	ui.TxtOnlineLevel4	1804059	190	10			{{1,2,1,1}}	9	12345	0	0		1									MultiTask/RandomTest/MultTask_999															
191	QA-BOSS测试-约瑟夫	6	99	ui.TxtOnlineLevel4	1804059	190	10			{{1,2,1,1}}	9	12345	0	0		1									MultiTask/RandomTest/MultTask_999															
192	QA-BOSS测试-机甲	6	99	ui.TxtOnlineLevel4	1804059	190	10			{{1,2,1,1}}	9	12345	0	0		1									MultiTask/RandomTest/MultTask_999															
193	QA-BOSS测试-机甲改	6	99	ui.TxtOnlineLevel4	1804059	190	10			{{1,2,1,1}}	9	12345	0	0		1									MultiTask/RandomTest/MultTask_999															
194	QA-BOSS测试-苏瑞安	6	99	ui.TxtOnlineLevel4	1804059	190	10			{{1,2,1,1}}	9	12345	0	0		1									MultiTask/RandomTest/MultTask_999															
195	QA-BOSS测试-波伏娃	6	99	ui.TxtOnlineLevel4	1804059	190	10			{{1,2,1,1}}	9	12345	0	0		1									MultiTask/RandomTest/MultTask_999															
196	QA-BOSS测试-加文	6	99	ui.TxtOnlineLevel4	1804059	190	10			{{1,2,1,1}}	9	12345	0	0		1									MultiTask/RandomTest/MultTask_999															
197	QA-性能测试	6	99	ui.TxtOnlineLevel4	1804059	111	10			{{1,2,1,1}}	9	12345	0	0		1									MultiTask/RandomTest/MultTask_110															
198	QA-性能测试	6	99	ui.TxtOnlineLevel4	1804059	191	10			{{1,2,1,1}}	9	12345	0	0		1									MultiTask/RandomTest/MultTask_160															
199	QA-骨骼LOD性能测试	6	99	ui.TxtOnlineLevel4	1804059	42	10			{{1,2,1,1}}	9	12345	0	0		1									MultiTask/Task_Multi_Herd_01															
9004	DLC3联机BOSS挑战	6	99	ui.TxtOnlineLevel3	1804056	9004	10			{{1,2,1,1}}	11	12345	0	0		1								1803038	MultiTask/RandomTest/MultTask_9004															
9014	DLC4联机BOSS挑战	6	99	ui.TxtOnlineLevel3	1804056	9014	10			{{1,2,1,1}}	11	12345	0	0		1								1801017	MultiTask/RandomTest/MultTask_9014															
9024	DLC5联机BOSS挑战	6	99	ui.TxtOnlineLevel3	1804056	9024	10			{{1,2,1,1}}	11	12345	0	0		1								1801018	MultiTask/RandomTest/MultTask_9024															
9100	DLC5联机BOSS挑战	6	99	ui.TxtOnlineLevel3	1804056	9100	10			{{1,2,1,1}}	11	12345	0	0		1								1801018	MultiTask/RandomTest/MultTask_9100															
9034	DLC6联机BOSS挑战	6	99	ui.TxtOnlineLevel3	1804056	9034	10			{{1,2,1,1}}	11	12345	0	0		1								1801020	MultiTask/RandomTest/MultTask_9034															
9044	DLC7联机BOSS挑战	6	99	ui.TxtOnlineLevel3	1804056	9044	10			{{1,2,1,1}}	11	12345	0	0		1								1803051	MultiTask/RandomTest/MultTask_9044															
9054	DLC8联机BOSS挑战1	6	99	ui.TxtOnlineLevel3	1804056	9054	10			{{1,2,1,1}}	11	12345	0	0		1								1803060	MultiTask/RandomTest/MultTask_9054															
9064	DLC9联机BOSS挑战	6	99	ui.TxtOnlineLevel3	1804056	9064	10			{{1,2,1,1}}	11	12345	0	0		1								1803060	MultiTask/RandomTest/MultTask_9064															
																																								
																																								
9101	DLC6联机塔防-普通	6	99	ui.TxtOnlineLevel3	1804056	9101	10			{{1,2,1,1}}	10	12345	0	0		1								1801018	MultiTask/RandomTest/MultTask_9101															
9102	DLC6联机塔防-困难	6	99	ui.TxtOnlineLevel3	1804056	9102	10			{{1,2,1,1}}	11	12345	0	0		1								1801018	MultiTask/RandomTest/MultTask_9102															
9103	DLC6联机塔防-性能测试	6	99	ui.TxtOnlineLevel3	1804056	9102	10			{{1,2,1,1}}	11	12345	0	0		1								1801018	MultiTask/RandomTest/MultTask_9102															
9104	DLC6联机塔防-性能测试	6	99	ui.TxtOnlineLevel3	1804056	9102	10			{{1,2,1,1}}	11	12345	0	0		1								1801018	MultiTask/RandomTest/MultTask_9102															
9105	DLC8联机塔防-普通	6	99	ui.TxtOnlineLevel3	1804056	9105	10			{{1,2,1,1}}	10	12345	0	0		1								1801018	MultiTask/RandomTest/MultTask_9101															
9106	DLC8联机塔防-困难	6	99	ui.TxtOnlineLevel3	1804056	9106	10			{{1,2,1,1}}	11	12345	0	0		1								1801018	MultiTask/RandomTest/MultTask_9102															
9107	DLC10联机塔防-普通	6	99	ui.TxtOnlineLevel3	1804056	9107	10			{{1,2,1,1}}	10	12345	0	0		1								1801018	MultiTask/RandomTest/MultTask_9107															
9108	DLC10联机塔防-困难	6	99	ui.TxtOnlineLevel3	1804056	9108	10			{{1,2,1,1}}	11	12345	0	0		1								1801018	MultiTask/RandomTest/MultTask_9108															
9109	DLC 2.3联机塔防-普通	6	9109	ui.TxtOnlineLevel3	1804056	9109	10			{{1,2,1,1}}	10	12345	0	0		1								1801018	MultiTask/RandomTest/MultTask_9109															
9110	DLC 2.3联机塔防-困难	6	9110	ui.TxtOnlineLevel3	1804056	9110	10			{{1,2,1,1}}	11	12345	0	0		1								1801018	MultiTask/RandomTest/MultTask_9110															
9111	DLC 2.5联机塔防-普通	6	9111	ui.TxtOnlineLevel3	1804056	9111	10			{{1,2,1,1}}	10	12345	0	0		1								1801018	MultiTask/RandomTest/MultTask_9111															
9112	DLC 2.5联机塔防-困难	6	9112	ui.TxtOnlineLevel3	1804056	9112	10			{{1,2,1,1}}	11	12345	0	0		1								1801018	MultiTask/RandomTest/MultTask_9112															
9113	DLC 2.7联机塔防-普通	6	9113	ui.TxtOnlineLevel3	1804056	9113	10			{{1,2,1,1}}	10	12345	0	0		1								1801018	MultiTask/RandomTest/MultTask_9113															
9114	DLC 2.7联机塔防-困难	6	9114	ui.TxtOnlineLevel3	1804056	9114	10			{{1,2,1,1}}	11	12345	0	0		1								1801018	MultiTask/RandomTest/MultTask_9114															
9115	DLC 3.1联机塔防-普通	6	9115	ui.TxtOnlineLevel3	1804056	9115	10			{{1,2,1,1}}	10	12345	0	0		1								1801018	MultiTask/RandomTest/MultTask_9115															
9116	DLC 3.1联机塔防-困难	6	9116	ui.TxtOnlineLevel3	1804056	9116	10			{{1,2,1,1}}	11	12345	0	0		1								1801018	MultiTask/RandomTest/MultTask_9116															
9117	DLC 3.4联机塔防-普通	6	9117	ui.TxtOnlineLevel3	1804056	9117	10			{{1,2,1,1}}	10	12345	0	0		1								1801018	MultiTask/RandomTest/MultTask_9117															
9119	DLC 2.7联机塔防-普通	6	9117	ui.TxtOnlineLevel3	1804056	9113	10			{{1,2,1,1}}	10	12345	0	0		1								1801018	MultiTask/RandomTest/MultTask_9113															
9118	DLC 3.4联机塔防-困难	6	9118	ui.TxtOnlineLevel3	1804056	9118	10			{{1,2,1,1}}	11	12345	0	0		1								1801018	MultiTask/RandomTest/MultTask_9118															
9120	DLC 2.7联机塔防-困难	6	9118	ui.TxtOnlineLevel3	1804056	9114	10			{{1,2,1,1}}	11	12345	0	0		1								1801018	MultiTask/RandomTest/MultTask_9114															
																																								
9301	勇者游戏挑战（路线1）	6	11	ui.TxtOnlineLevel3	1804056	9302	10			{{1,2,1,1}}	9	12345	0	0		1		6005		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
9302	勇者游戏挑战（路线2）	6	11	ui.TxtOnlineLevel3	1804056	9302	10			{{1,2,1,1}}	9	12345	0	0		1		6005		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
9303	勇者游戏挑战（路线3）	6	11	ui.TxtOnlineLevel3	1804056	9302	10			{{1,2,1,1}}	9	12345	0	0		1		6005		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
9304	勇者游戏挑战（路线3）	6	12	ui.TxtOnlineLevel3	1804056	9302	10			{{1,2,1,1}}	9	12345	0	0		1		6005		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
9305	勇者游戏挑战（路线3）	6	12	ui.TxtOnlineLevel3	1804056	9302	10			{{1,2,1,1}}	9	12345	0	0		1		6005		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
9306	勇者游戏挑战（路线3）	6	12	ui.TxtOnlineLevel3	1804056	9302	10			{{1,2,1,1}}	9	12345	0	0		1		6005		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
9307	勇者游戏挑战（路线3）	6	13	ui.TxtOnlineLevel3	1804056	9302	10			{{1,2,1,1}}	9	12345	0	0		1		6005		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
9308	勇者游戏挑战（路线3）	6	13	ui.TxtOnlineLevel3	1804056	9302	10			{{1,2,1,1}}	9	12345	0	0		1		6005		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
																																								
9310	勇者游戏挑战（路线1）	6	14	ui.TxtOnlineLevel3	1804056	9303	10			{{1,2,1,1}}	9	12345	0	0		1		6011		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
9311	勇者游戏挑战（路线2）	6	14	ui.TxtOnlineLevel3	1804056	9303	10			{{1,2,1,1}}	9	12345	0	0		1		6011		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
9312	勇者游戏挑战（路线3）	6	14	ui.TxtOnlineLevel3	1804056	9303	10			{{1,2,1,1}}	9	12345	0	0		1		6011		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
9313	勇者游戏挑战（路线3）	6	14	ui.TxtOnlineLevel3	1804056	9303	10			{{1,2,1,1}}	9	12345	0	0		1		6011		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
9314	勇者游戏挑战（路线3）	6	15	ui.TxtOnlineLevel3	1804056	9301	10			{{1,2,1,1}}	9	12345	0	0		1		6011		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
9315	勇者游戏挑战（路线3）	6	15	ui.TxtOnlineLevel3	1804056	9301	10			{{1,2,1,1}}	9	12345	0	0		1		6011		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
9316	勇者游戏挑战（路线3）	6	15	ui.TxtOnlineLevel3	1804056	9301	10			{{1,2,1,1}}	9	12345	0	0		1		6011		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
