字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
page1.18	T妮塔		我那会特别怕自己丢掉这个饭碗，再去过流浪、拾荒、有上顿没下顿的日子。	0	2.7版本妮塔入队剧情
page1.19	T妮塔		所以，我就在心里给自己定了个计划……	0	2.7版本妮塔入队剧情
page1.20	H主角		什么计划？	0	2.7版本妮塔入队剧情
page1.21	T妮塔		我要靠近被大家都崇拜着的分析员！尽快抱上他的大腿！	0	2.7版本妮塔入队剧情
page1.22	H主角		那现在抱上了，感觉如何？	0	2.7版本妮塔入队剧情
page1.23	T妮塔		感觉安心极了！这辈子的依靠总算是找到了，可以和过去那些日子痛快地说再见了。	0	2.7版本妮塔入队剧情
page1.24			一阵风拂过，妮塔的短发随之扬起。但柔和的气流却没能驱散周围的雾气，我们仍被朦胧包围。	0	2.7版本妮塔入队剧情
page1.25			模糊不清处，往日旧影依稀可辨……郊狼、拾荒者。	0	2.7版本妮塔入队剧情
page1.26			妮塔一贯坚毅的眉眼渐渐柔和，最后流露出一丝不易察觉的怜悯，就像无声的哀悼。	0	2.7版本妮塔入队剧情
page1.27	H主角		真能痛快地说再见？毕竟你一直都很在乎……	0	2.7版本妮塔入队剧情
page1.28	T妮塔		以前是我太天真了，以为拾荒者是可以抱在一起取暖的同胞。	0	2.7版本妮塔入队剧情
page1.29	T妮塔		为她们出头、说些好话、留些食物和抑制剂……就像在快熄灭的火堆里扔根柴，让大家慢些离开。	0	2.7版本妮塔入队剧情
page1.30	T妮塔		我怎么努力都救不了她们，眼睁睁看着她们与墙外隔阂更深……	0	2.7版本妮塔入队剧情
page1.31	H主角		妮塔，这不是你的错，别把这些复杂的问题都揽在自己身上。	0	2.7版本妮塔入队剧情
page1.32	T妮塔		分析员，我明白你想说什么，我要走的路，不在这里。	0	2.7版本妮塔入队剧情
page1.33	T妮塔		只有去往更深的源头，我才能真正的帮到她们。不止零区……我是指“所有”，所有弱小、还在痛苦挣扎的人。	0	2.7版本妮塔入队剧情
page1.34			妮塔的双拳紧握，微微颤抖的手臂传递着内心的坚定，眼中闪烁着不容置疑。	0	2.7版本妮塔入队剧情
page1.35	H主角		你……是什么时候想清楚这些的？	0	2.7版本妮塔入队剧情
page1.36	T妮塔		我脑子不太好用，反正就是慢慢琢磨。	0	2.7版本妮塔入队剧情
page1.37	T妮塔		<orange>脑子最开始开窍……嗯……是那个休息日，分析员还记得吗？我害你被郊狼包围了……</>	0	2.7版本妮塔入队剧情
page1.38	H主角		<orange>哦……我记得，是因为你一声不吭跑进了零区，我才担心地追了过去。</>	0	2.7版本妮塔入队剧情
page1.39	T妮塔		对！就是那次！跑向分析员的时候我就在想……	0	2.7版本妮塔入队剧情
page1.40	T妮塔		被大家视为“希望”的分析员，却老因为我卷入些鸡毛蒜皮的事儿里。	0	2.7版本妮塔入队剧情
page1.41	T妮塔		如果分析员出了什么事，我该怎么和她们交代……	0	2.7版本妮塔入队剧情
page1.42	H主角		哪有那么夸张，就算你不来帮忙，我也能解决那些喽啰。	0	2.7版本妮塔入队剧情
page1.43	T妮塔		分析员，我没有在开玩笑！我真的很庆幸……及时赶到了你身边。	0	2.7版本妮塔入队剧情
page1.44			妮塔上前一步，拥住了我。虽然这个拥抱来得迟了些，却依旧温暖有力。	0	2.7版本妮塔入队剧情
page1.45	T妮塔		从那天起，我就发誓不再执着于自己那条狭窄的小路。	0	2.7版本妮塔入队剧情
page1.46	T妮塔		要追上分析员的脚步，才能和你一起走上那条能通向更远方的大道！	0	2.7版本妮塔入队剧情
page1.47			我微微低头，用脸颊紧贴着妮塔的额头，专注感受着怀中人有些发烫的体温。	0	2.7版本妮塔入队剧情
page1.48	H主角		谢谢你，妮塔。	0	2.7版本妮塔入队剧情
page1.49	T妮塔		诶？谢我什么？	0	2.7版本妮塔入队剧情
page1.50	H主角		谢谢你那时候赶到了，谢谢你愿意和我同行。	0	2.7版本妮塔入队剧情
page1.51	H主角		还有……	0	2.7版本妮塔入队剧情
page1.52			我贴近妮塔通红的耳垂，用只有她一个人能听到的音量说道。	0	2.7版本妮塔入队剧情
page1.53	H主角		下次这些话别憋着，早点告诉我。	0	2.7版本妮塔入队剧情
page1.54	T妮塔		我……我没憋着！分析员是没看到，我那会真是火力全开地对付郊狼！	0	2.7版本妮塔入队剧情
page1.55	T妮塔		脚底都跑出火星子了，哪还有心思想别的。	0	2.7版本妮塔入队剧情
page1.56	H主角		哎呀~那还真是可惜了。	0	2.7版本妮塔入队剧情
page1.57	T妮塔		可惜啥？	0	2.7版本妮塔入队剧情
page1.58	H主角		可惜没能看到妮塔为我战斗的英勇身姿啊。	0	2.7版本妮塔入队剧情
page1.59	T妮塔		<orange>分析员想看……总会有机会的。</>	0	2.7版本妮塔入队剧情
page1.60	H主角		说得也是，那我们就继续寻找寻宝之旅吧？	0	2.7版本妮塔入队剧情
page1.61	T妮塔		嗯！也不知道下一张会在哪里呢~	0	2.7版本妮塔入队剧情
