字符串索引	中文简体	1=临时文案  0和不填都=正式文案	//备注
giftbox4_des	世界树为部队提供的物资补给，其中包括量子胞体x1、精英战斗记录x10、精致强化套件x10、光纤轴x40、突合成颗粒x30、通用银x95000，从而有效提高部队战斗力	0	
giftbox5	集体作战邀约包	0	
giftbox5_use	礼包	0	
giftbox5_des	获得天启者共鸣凭证x10、数据金x1500，世界树针对大型任务而设立的快速人员补给特殊渠道	0	
giftbox6	作战记录云图	0	
giftbox6_use	礼包	0	
giftbox6_des	获得作战记录4x10，内含大量作战记录，能帮助队员在短时间内快速提升能力	0	
giftbox7	武器进阶维护箱	0	
giftbox7_use	礼包	0	
giftbox7_des	获得合成颗粒x10,芳烃塑料x10,单极纤维x5,碳原子板x5，武器商们的合作套餐，能让他们合作只有对力量的追求	0	
giftbox8	超值聘任包	0	
giftbox8_use	礼包	0	
giftbox8_des	世界树新员工专属，购买后即刻获得【天启者共鸣凭证】x1，次日起，分析员在30天内可以通过每日登录邮件获取免费赠送的【天启者共鸣凭证】，总计能获得9张免费赠送凭证，由于邮件存在时限，请分析员注意及时领取	0	
giftbox9	优惠天启者聘任包	0	
giftbox9_use	礼包	0	
giftbox9_des	世界树新员工专属，立刻获得天启者共鸣凭证x10，巴德尔试剂(小)x1，通用银x50000，从而获得获得更多调用人员的资源	0	
giftbox10	优惠武器申请包	0	
giftbox10_use	礼包	0	
giftbox10_des	世界树新员工专属，立刻获得武器申请书x10，巴德尔试剂(小)x1，通用银x50000，武器供应商们的定期优惠	0	
giftbox11	10级激励物资箱	0	
giftbox11_use	礼包	0	
giftbox11_des	获得天启者共鸣凭证，你的世界树之旅才刚刚开始	0	
giftbox12	20级激励物资箱	0	
giftbox12_use	礼包	0	
giftbox12_des	获得天启者共鸣凭证通用银光纤轴突，越是普通的人越有可能成为赢家	0	
giftbox13	30级激励物资箱	0	
giftbox13_use	礼包	0	
giftbox13_des	获得天启者共鸣凭证通用银合成颗粒，在势均力敌时，坚持往往决定胜败	0	
giftbox14	40级激励物资箱	0	
giftbox14_use	礼包	0	
giftbox14_des	获得天启者共鸣凭证通用银过氧胆碱甲基单胺，优秀的人应得之物	0	
giftbox15	50级激励物资箱	0	
giftbox15_use	礼包	0	
giftbox15_des	获得天启者共鸣凭证通用银光纤轴突量子胞体，此刻意味着多了一份责任	0	
giftbox16	60级激励物资箱	0	
giftbox16_use	礼包	0	
giftbox16_des	获得天启者共鸣凭证通用银重修申请，你的专业，足以赢得所有管理者认同	0	
giftbox17	月度精英提升包	0	
giftbox17_use	礼包	0	
giftbox17_des	获得天启者共鸣誓约x10、武器定制合约x10，世界树每月专供的补给套餐，用于提升海姆达尔部队综合作战能力	0	
giftbox18	烨途·天启者聘任包	0	
giftbox18_use	礼包	0	
giftbox18_des	立刻获得天启者共鸣誓约x10，数据金x1600，世界树针对大型任务而设立的快速人员补给特殊渠道	0	
giftbox19	烁夜·武器定制包	0	
giftbox19_use	礼包	0	
giftbox19_des	世界树员工专属，立刻获得武器定制合约x10，数据金x1600，武器商们的合作套餐，能让他们合作只有对力量的追求	0	
giftbox20	天启者精英聘任包	0	
giftbox20_use	礼包	0	
giftbox20_des	获得天启者共鸣誓约x10，每月一度的优秀天启者调度配给，合理使用能让更多优秀队员加入队伍	0	
giftbox21	星灯·资金包	0	
giftbox21_use	礼包	0	
giftbox21_des	获得数据金x1000，光纤轴突x40，巴德尔试剂(中)x2，通用银x50000，常规标准的经费包，但同时会根据情况再附赠其他物资	0	
giftbox22	熠空·顶级物资包	0	
giftbox22_use	礼包	0	
giftbox22_des	立刻获得天启者共鸣誓约x10，武器定制合约x10，数据金x1300，战斗记录仪x5，强化套件x5，碳原子板x2，世界树的大型物资补给包，通常是有重要行动时才会进行配给	0	
giftbox23	煜街·物资补给包	0	
giftbox23_use	礼包	0	
giftbox23_des	立刻获得光纤轴突x24, 芳烃塑料x30, 合成颗粒x42, 通用银x300000，针对特殊情况的物资补给包，确保能短时间内提高各方面的作战能力	0	
giftbox24	灿歌·天启者聘任包	0	
giftbox24_use	礼包	0	
giftbox24_des	立刻获得天启者共鸣誓约x1，数据金x120，通用银x2000，常见的便携式聘任套餐，常用于临时人员补给	0	
			
giftbox25	暗梦·天启者聘任包	0	
giftbox25_use	礼包	0	
giftbox25_des	立刻获得天启者共鸣誓约x10，数据金x660，巴德尔试剂（中）x1，通用银x50000，世界树针对大型任务而设立的快速人员补给特殊渠道	0	
			
giftbox26	钨息·天启者聘任包	0	
giftbox26_use	礼包	0	
giftbox26_des	立刻获得天启者共鸣誓约x2，巴德尔试剂（大）x1，用于高难度任务的事前准备，以防出现人员不够的突发情况	0	
			
giftbox27	灰岩·资金包	0	
giftbox27_use	礼包	0	
giftbox27_des	获得数据金x1000，特级职级认证x2，通用银x200000，常规标准的经费包，但同时会根据情况再附赠其他物资	0	
			
giftbox28	钒花·每日物资包	0	
giftbox28_use	礼包	0	
giftbox28_des	立刻获得通用银x25000，巴德尔试剂（大）x1，用于海姆达尔部队的日常物资补给	0	
			
giftbox29	镜影·每周聘任包	0	
giftbox29_use	礼包	0	
giftbox29_des	立刻获得天启者共鸣誓约x4，通用银x10000，光纤轴突x6，用于海姆达尔部队的定期人员补给	0	
			
giftbox30	钢心·武器定制包	0	
giftbox30_use	礼包	0	
giftbox30_des	立刻获得武器定制合约x10，数据金x660，巴德尔试剂（中）x1，通用银x50000，武器商们的合作套餐，能让他们合作只有对力量的追求	0	
			
giftbox31	溢晴·天启者聘任包	0	
giftbox31_use	礼包	0	
giftbox31_des	溢晴·天启者聘任包	0	
			
giftbox32	汐金·武器定制包	0	
giftbox32_use	礼包	0	
giftbox32_des	汐金·武器定制包	0	
			
giftbox33	沉鎏·资金包	0	
giftbox33_use	礼包	0	
giftbox33_des	沉鎏·资金包	0	
			
			
giftbox34	漪云·顶级物资包	0	
giftbox34_use	礼包	0	
giftbox34_des	漪云·顶级物资包	0	
			
giftbox35	涓曲·每日物资包	0	
giftbox35_use	礼包	0	
giftbox35_des	涓曲·每日物资包	0	
			
giftbox36	潮花·每周天启者聘任包	0	
giftbox36_use	礼包	0	
giftbox36_des	潮花·每周天启者聘任包	0	
			
giftbox37	浮星·天启者聘任包	0	
giftbox37_use	礼包	0	
giftbox37_des	浮星·天启者聘任包	0	
			
giftbox38	锢隙·天启者聘任包	0	
giftbox38_use	礼包	0	
giftbox38_des	锢隙·天启者聘任包	0	
			
giftbox39	铠山·武器定制包	0	
giftbox39_use	礼包	0	
giftbox39_des	铠山·武器定制包	0	
			
giftbox40	锈雪·资金包	0	
giftbox40_use	礼包	0	
giftbox40_des	锈雪·资金包	0	
			
giftbox41	铭时·顶级物资包	0	
giftbox41_use	礼包	0	
giftbox41_des	铭时·顶级物资包	0	
			
giftbox42	镐音·每日物资包	0	
giftbox42_use	礼包	0	
giftbox42_des	镐音·每日物资包	0	
			
giftbox43	铸曜·每周天启者聘任包	0	
giftbox43_use	礼包	0	
giftbox43_des	铸曜·每周天启者聘任包	0	
			
giftbox44	钧步·每周天启者聘任包	0	
giftbox44_use	礼包	0	
giftbox44_des	钧步·每周天启者聘任包	0	
			
giftbox45	归途·常规物资包	0	
giftbox45_use	礼包	0	
giftbox45_des	归途·常规物资包	0	
			
giftbox46	归途·天启者聘任包	0	
giftbox46_use	礼包	0	
giftbox46_des	归途·天启者聘任包	0	
			
giftbox47	归途·武装物资包	0	
giftbox47_use	礼包	0	
giftbox47_des	归途·武装物资包	0	
			
giftbox48	归途·越级补给包	0	
giftbox48_use	礼包	0	
giftbox48_des	归途·越级补给包	0	
			
giftbox49	跃升Ⅰ·武器定制包	0	
giftbox49_use	礼包	0	
giftbox49_des	跃升Ⅰ·武器定制包	0	
			
giftbox50	跃升Ⅱ·武器定制包	0	
giftbox50_use	礼包	0	
