字符串索引	中文简体	1=临时文案  0和不填都=正式文案	//备注
template_11_des	我们为分析员提供了更多获取官方情报的途径，按照引导完成任务即可获得奖励！	0	
template_12_des	【基础规则】\n活动期间，分析员每日登录游戏后即可在【活动分页】领取签到奖励\n【补签规则】\n1.在活动开启一段时间后，如分析员在本期活动中存在漏签，可以通过补签功能领取签到奖励。\n2.分析员完成【活动】面板内的任务即可获得【溯星币】。每1枚【溯星币】可自动转换为1次补签机会。\n3.当分析员拥有大于等于1枚数量的【溯星币】时，点击签到奖励内容，即可按签到顺序获得对应奖励。签到奖励无法跳过或任选。\n4.当分析员已经领取完成当前活动的所有签到奖励或签到活动结束时，补签次数将归0。\n		
template_13_des	温柔又坚韧的姐姐大人，携带全新战术套装登场！\n活动期间登录游戏即可直接邀请【恩雅-羽蜕】和【沙叶小队（特长1、2定制版）】加入队伍！		
template_14_des	骄傲而耀眼的黄金狮子，身着全新战术套装自信登场！\n活动期间登录游戏即可直接邀请【芬妮-辉耀】和【清乐小队（特长1、2定制版）】加入队伍！		
template_15_des	优雅从容的绷带小姐，穿戴专属战术套装登场！\n活动期间登录游戏即可直接邀请【茉莉安-幽潮】和【钢羽小队（特长1、2定制版）】加入队伍！		
template_16_des	爱好摸鱼却也作战骁勇的养生专家。身着全新战术套装干练登场！！\n活动期间登录游戏即可直接邀请【肴-夜天光】和【闻风小队（特长1、2定制版）】加入队伍！	0	DLC2.5特别邀请
template_17_des	未来世界第一魔术师，身着华丽战术套装闪耀登场！\n活动期间登录游戏即可直接邀请【苔丝-绮幻】和【秘源小队（特长1、2定制版）】加入队伍！	0	
template_18_des	追逐波光与记忆的海风少女，身着沁蓝战术套装惊喜登场！\n活动期间登录游戏即可直接邀请【瑟瑞斯-悠游】和【天秤小队（特长1、2定制版）】加入队伍！	0	DLC3.2特别邀请
template_18_face_des	活动期间，登录即可获得【瑟瑞斯-悠游】和专属定制后勤【天秤小队】	0	DLC3.2特别邀请打脸弹窗
template_19_des	每日登录得好礼，连续登录七天即可领取全部奖励\n第二日可领取橙色品质角色自选礼包：<span color="#ffc67f">高级天启者邀请函</>\n第七日可领取角色时装：<span color="#ffc67f">肴-工作宗旨</>	0	DCL3.2新七日签到简介
template_20_des	无畏奋勇的军火世家家主，身着新制战术套装【霄鹰】隆重登场！\n活动期间登录游戏即可直接邀请【茉莉安-霄鹰 】和【松露小队（特长1、2定制版）】加入队伍！	0	DLC3.5特别邀请
template_20_face_des	活动期间，登录即可获得【茉莉安-霄鹰】和专属定制后勤【松露小队】	0	DLC3.5特别邀请打脸弹窗
			
			
not_open	活动未开放	0	
not_exists	活动不存在	0	
not_implement	活动未生效	0	
level_limit	等级未达到	0	
Lable1	每日签到	0	
Lable2	世界树的馈赠	0	
Lable3	破晓链接	0	
Lable4	活动商店模板	0	
Lable5	美宣图跳转	0	
Lable6	触雪寻踪	0	
Lable7	垂直丛林	0	
Lable8	起程回馈	0	
Lable9	感知激活	0	
Lable10	灯盏铭福	0	
Lable11	偶像登台	0	
Lable12	雪之约定	0	
Lable13	精锐入队	0	
Lable14	闲情逸致	0	
Lable15	永续联战	0	
Lable16	提灯巡礼	0	
Lable17	旧墟新痕	0	
Lable18	指挥进阶	0	
Lable19	逐日沐潮	0	
Lable20	镂刻战痕	0	
Lable21	新居入住	0	
Lable22	北境巡游	0	
Lable23	斑斓漫想	0	
Lable24	荣光盛宴	0	
Lable25	春之狂想	0	
Lable26	逆焰勇进	0	
Lable27	独家委托	0	
Lable28	特别邀请	0	
Lable29	花朝月夜	0	
Lable30	月满花落	0	
Lable31	家具上新	0	
Lable32	俱卢采风	0	
Lable33	浮城漫步	0	
Lable34	相聚此时	0	
Lable35	疗愈中心	0	
Lable36	重燃炬火	0	
Lable37	缤纷曙色	0	
Lable38	悠然暇光	0	
Lable39	荒野之行	0	
Lable40	秉烛夜游	0	2.4签到标题
Lable41	愿遂顺途	0	2.5签到标题
Lable43	迎春绮筵	0	2.5签到标题
Lable44	模因记录	0	2.6签到标题
Lable45	破晓之日	0	2.7签到标题
Lable46	追根究底	0	2.8签到标题
Lable47	庆典赠礼	0	3.0签到标题
Lable48	卫城新风	0	3.0签到标题
Lable49	芳约花途	0	3.1签到标题
Lable50	清风融意	0	3.2签到标题
Lable51	拾忆成集	0	3.2签到标题
Lable52	新程启礼	0	3.2新七日签到
Lable53	巡游之星	0	3.3签到标题
Lable54	静赴心途	0	3.4签到标题
Lable55	至北初星	0	3.4新手活动
Lable56	水色漫游	0	3.5签到标题
Lable57	瑞雪映春	0	3.5签到标题
Lable58	冰释春回	0	3.6签到标题
Lable59	追觅希望	0	3.7签到标题
			
TxtActivityTry1	队员试用	0	
TxtActivityTry1_1	辉夜	0	
TxtActivityTry1_2	云篆	0	
TxtActivityTry1_3	狂猎	0	
TxtActivityTry1_4	藏锋	0	
TxtActivityTry1_5	缄默	0	
TxtActivityTry1_6	溯影	0	
TxtActivityTry1_7	苔丝	0	
TxtActivityTry1_8	凯茜娅	0	
TxtActivityTry1_9	伊切尔	0	
TxtActivityTry1_10	悖谬	0	
TxtActivityTry1_11	羽蜕	0	
TxtActivityTry1_12	瞬刻	0	
TxtActivityTry1_13	无限之视	0	
TxtActivityTry1_14	辉耀	0	
TxtActivityTry1_15	薇蒂雅	0	
TxtActivityTry1_16	朝翼	0	
TxtActivityTry1_17	幽潮	0	
TxtActivityTry1_18	驰掣	0	
TxtActivityTry1_20	卜卜	0	2.4角色试玩
TxtActivityTry1_21	琼弦	0	2.5角色试玩
TxtActivityTry1_22	夜天光	0	2.5角色试玩
TxtActivityTry1_23	澜风	0	2.6角色试玩
TxtActivityTry1_24	冥河代理人	0	2.7角色试玩
TxtActivityTry1_25	天鹅座	0	2.8角色试玩
TxtActivityTry1_26	狂诗	0	3.0角色试玩
TxtActivityTry1_27	绮幻	0	3.0角色试玩
TxtActivityTry1_28	绯月	0	3.1角色试玩
TxtActivityTry1_29	澄意	0	3.2角色试玩
TxtActivityTry1_30	悠游	0	3.2角色试玩
TxtActivityTry1_31	星彩	0	3.3角色试玩
TxtActivityTry1_32	灵鉴	0	3.4角色试玩
TxtActivityTry1_33	时之重奏	0	3.5角色试玩
TxtActivityTry1_34	霄鹰	0	3.5角色试玩
TxtActivityTry1_35	瑞狐	0	3.6角色试玩
			
TxtActivityTry2	潮流体验	0	
TxtActivityTry3	新品体验	0	
TxtActivityTry2_1	凛冽冬花	0	
TxtActivityTry2_2	行疾脱兔	0	
TxtActivityTry2_3	蜂刺蔷薇	0	
TxtActivityTry2_4	灼阳假期	0	
TxtActivityTry2_5	波光倩影	0	
TxtActivityTry2_6	情迷炎日	0	
TxtActivityTry2_7	一掷千金	0	
TxtActivityTry2_8	不灭残辉	0	
TxtActivityTry2_9	粼粼尾浪	0	
TxtActivityTry2_10	流放欢愉	0	
TxtActivityTry2_11	霜舞盛典	0	
TxtActivityTry2_12	初晴金雪	0	
TxtActivityTry2_13	雪岭焰行	0	
TxtActivityTry2_14	远曲独舞	0	
TxtActivityTry2_15	狂曲雅跃	0	
TxtActivityTry2_16	循风谍舞	0	
TxtActivityTry2_17	不灭傲姿	0	
TxtActivityTry2_18	宵宴绯盏	0	
TxtActivityTry2_19	东流映荷	0	
TxtActivityTry2_20	甜蜜统治	0	
TxtActivityTry2_21	迟到花蕾	0	
TxtActivityTry2_22	街头规则	0	
TxtActivityTry2_23	见习侍奉	0	
TxtActivityTry2_24	轻语疗法	0	
TxtActivityTry2_25	秘密约会	0	
TxtActivityTry2_26	须臾蹁跹	0	
TxtActivityTry2_27	贴身特助	0	
TxtActivityTry2_28	不灭耀心	0	
TxtActivityTry2_29	喵步巧跃	0	
TxtActivityTry2_30	爱意凝晶	0	
TxtActivityTry2_31	绽于恋时	0	
TxtActivityTry2_32	绯染夜幕	0	
TxtActivityTry2_33	归航一心	0	
TxtActivityTry2_34	绒绒漫步	0	
TxtActivityTry2_35	翠翎倩姿	0	
TxtActivityTry2_36	点墨化龙	0	
TxtActivityTry2_37	不灭榜首	0	
TxtActivityTry2_38	沐浪倦姿	0	
TxtActivityTry2_39	灿阳一刻	0	
TxtActivityTry2_40	浅憩之处	0	
TxtActivityTry2_41	静聆潮韵	0	
TxtActivityTry2_42	毛绒派对	0	
TxtActivityTry2_43	斑斓水色	0	
TxtActivityTry2_44	不灭守望	0	
TxtActivityTry2_45	专属教练	0	
TxtActivityTry2_46	捕猎演习	0	2.4试玩
TxtActivityTry2_47	清荷雅弈	0	2.4试玩
TxtActivityTry2_48	秘密彩蛋	0	2.4试玩
TxtActivityTry2_49	欣描红妆	0	2.5试玩
TxtActivityTry2_50	暖夜情醺	0	2.5试玩
TxtActivityTry2_51	金狮舞瑞	0	2.5试玩
TxtActivityTry2_52	纯白午后	0	2.5试玩
TxtActivityTry2_53	望云清咏	0	2.6试玩
TxtActivityTry2_54	绒尾迷梦	0	2.6试玩
TxtActivityTry2_55	舞夜与焰	0	2.6试玩
TxtActivityTry2_56	草莓甜心	0	2.6试玩
TxtActivityTry2_57	不灭银星	0	2.6试玩
TxtActivityTry2_58	晨曦统令	0	2.7试玩
TxtActivityTry2_59	林间潋滟	0	2.7试玩
TxtActivityTry2_60	绮锦流韵	0	2.7试玩
TxtActivityTry2_61	元气愈养	0	2.7试玩
TxtActivityTry2_62	暧馨侍奉	0	2.7试玩
TxtActivityTry2_63	疾速耀星	0	2.7试玩
TxtActivityTry2_64	云端之邀	0	2.8试玩
TxtActivityTry2_65	泳池护卫	0	2.8试玩
TxtActivityTry2_66	慵倚花阴	0	2.8试玩
TxtActivityTry2_67	引风飒意	0	2.8试玩
TxtActivityTry2_68	不灭恒忆	0	2.8试玩
TxtActivityTry2_69	星抚恋音	0	3.0试玩
TxtActivityTry2_70	恋如花舞	0	3.0试玩
TxtActivityTry2_71	畅饮狂欢	0	3.0试玩
TxtActivityTry2_72	秘密侍奉	0	3.0试玩
TxtActivityTry2_73	甜蜜困扰	0	3.0试玩
TxtActivityTry2_74	皎月幽祈	0	3.1试玩
TxtActivityTry2_75	轻罗曼舞	0	3.1试玩
TxtActivityTry2_76	共待曙明	0	3.1试玩
TxtActivityTry2_77	雨沁轻衫	0	3.1试玩
TxtActivityTry2_78	不灭灵影	0	3.1试玩
TxtActivityTry2_79	夕晖蜜约	0	3.2试玩
TxtActivityTry2_80	碧波浮游	0	3.2试玩
TxtActivityTry2_81	海境鲛梦	0	3.2试玩
TxtActivityTry2_82	热沙激浪	0	3.2试玩
TxtActivityTry2_83	柔倚身畔	0	3.2试玩
TxtActivityTry2_84	暗空魅影	0	3.3试玩
TxtActivityTry2_85	清光虔愿	0	3.3试玩
TxtActivityTry2_86	花间蝶踪	0	3.3试玩
TxtActivityTry2_87	暖雾凝眸	0	3.3试玩
TxtActivityTry2_88	绮恋星灵	0	3.4试玩
TxtActivityTry2_89	喵语祈念	0	3.4试玩
TxtActivityTry2_90	颂夜欢歌	0	3.4试玩
TxtActivityTry2_91	恋恋秋行	0	3.4试玩
TxtActivityTry2_92	不灭锋铭	0	3.4试玩
TxtActivityTry2_93	缘音回响	0	3.5试玩
TxtActivityTry2_94	纯白恋羽	0	3.5试玩
TxtActivityTry2_95	霄倾君怀	0	3.5试玩
TxtActivityTry2_96	祥云徜戏	0	3.5试玩
TxtActivityTry2_97	游闲心舒	0	3.5试玩
TxtActivityTry2_98	珠光曳影	0	3.6试玩
TxtActivityTry2_99	国主驾到	0	3.6试玩
TxtActivityTry2_100	剑意逍遥	0	3.6试玩
TxtActivityTry2_101	轻纱暖寐	0	3.6试玩
TxtActivityTry2_102	不灭柔情	0	3.6试玩
			
TxtActivityDrop1	优速整备	0	
TxtActivityRoad1	感知巡游	0	
			
newbieEvent	完成任务获得【雪之形】，达到数量要求可领取奖励， 最终可获得武器：<span color="#f7be37">狙击枪-奥林匹斯</>	0	
vipReward	月卡额外获得	0	
navigateTo	测试跳转的文本	0	
firstDrop	首通	0	
baseDrop	固定	0	
randomDrop	随机	0	
specialDrop	特殊	0	
extraDrop	额外	0	
cpDrop	定制	0	
		0	
character10	肴-养生专家	0	
character11	肴-工作宗旨	0	
character12	芙提雅-小太阳	0	
Bprules	1.每期凭证活动中，初级凭证默认解锁获取，分析员还可通过兑换【高级凭证】 或【特级凭证】 ,获取更丰厚的奖励。购买【特级凭证】 后，解锁"时装专项扩充"购买资格，可额外购买1次本期时装资金自选箱。每日任务将在凌晨4点刷新，每周任务将在每周一凌晨4点刷新【UTC+8】\n2.分析员可通过完成凭证任务，来获取经验，提高凭证等级，获取丰厚的奖励。\n3.在当期凭证等级达到50级后，每提升1级可获得1个“追加物资包”，解锁高级凭证或特级凭证的分析员则可额外获得1个“追加物资包”。“追加物资包”数量可累积，单次最多领取10级经验的“追加物资包”奖励，超出数量需要分多次领取。\n4.每周通过本期凭证每日、每周任务获得的经验最多不能超过10000点，超过后则不能通过每日、每周任务获得经验，但仍可通过本期限定任务获得经验。（本期限定任务获取的经验不会计入每周10000点上限）	0	3.2通行证额外购买优化
Bprules_oversea	1.每期凭证活动中，初级凭证默认解锁获取，分析员还可通过兑换【高级凭证】 或【特级凭证】 ,获取更丰厚的奖励。购买【特级凭证】 后，解锁"时装专项扩充"购买资格，可额外购买1次本期时装资金自选箱。每日任务将在凌晨4点刷新，每周任务将在每周一凌晨4点刷新【UTC+8】\n2.分析员可通过完成凭证任务，来获取经验，提高凭证等级，获取丰厚的奖励。\n3.在当期凭证等级达到50级后，每提升1级可获得1个“追加物资包”，解锁高级凭证或特级凭证的分析员则可额外获得1个“追加物资包”。“追加物资包”数量可累积，单次最多领取10级经验的“追加物资包”奖励，超出数量需要分多次领取。\n4.每周通过本期凭证每日、每周任务获得的经验最多不能超过10000点，超过后则不能通过每日、每周任务获得经验，但仍可通过本期限定任务获得经验。（本期限定任务获取的经验不会计入每周10000点上限）	0	3.2通行证额外购买优化
		0	
try_girl_test	1.在【队员试用】活动开启时间内，分析员可使用固定队员阵容进入指定关卡进行体验。\n2.试用的队员等级、搭配的武器与后勤小队仅为活动固定。\n3.场景中会掉落额外的能量瓶，方便分析员体验队员的爆发技。\n4.本活动内的同一关卡可多次体验，但仅首次通关可获取奖励。\n5.本活动关卡内增加了技能详情界面，分析员可通过关卡内的【暂停-技能详情】查看试用角色的技能信息。	0	
try_girl_test1	1.【时装试用】活动期间，分析员可进入指定关卡，使用固定队员阵容进行体验。\n2. 试用队员的时装、等级，以及配备武器及后勤小队都仅限活动内使用。\n3. 试用关卡中会额外掉落能量瓶，以便分析员体验队员的技能演出效果。\n4. 本活动内，同一关卡可重复多次体验，仅首次通关可领取奖励。\n5. 本次活动关卡中，敌方目标会不断出现，在击败第一波次敌方目标后，移动至黄色区域即可退出该关卡，并且首次通关时可获得奖励。	0	
		0	
try_girl_Name1	肴-冬至试用	0	
try_girl_Name2	里芙-狂猎试用	0	
try_girl_Name3	辰星-云篆试用	0	
try_girl_Name4	瑟瑞斯试用	0	
try_girl_Name5	安卡希雅-辉夜试用	0	
try_girl_Name6	行疾脱兔-时装试用	0	
try_girl_Name7	凛冽冬花-时装试用	0	
try_girl_Name8	蜂刺蔷薇-时装试用	0	
try_girl_Name9	芙提雅-缄默试用	0	
try_girl_Name10	晴-藏锋试用	0	
try_girl_Name11	猫汐尔-溯影试用	0	
try_girl_Name12	安卡希雅-辉夜试用	0	
try_girl_Name13	灼阳假期-时装试用	0	
try_girl_Name14	波光倩影-时装试用	0	
try_girl_Name15	情迷炎日-时装试用	0	
try_girl_Name16	一掷千金-时装试用	0	
try_girl_Name17	不灭残辉-时装试用	0	
try_girl_Name18	粼粼尾浪-时装试用	0	
try_girl_Name19	流放欢愉-时装试用	0	
try_girl_Name20	霜舞盛典-时装试用	0	
try_girl_Name21	初晴金雪-时装试用	0	
try_girl_Name22	雪岭焰行-时装试用	0	
try_girl_Name23	苔丝试用	0	
try_girl_Name24	凯茜娅试用	0	
try_girl_Name25	远曲独舞-时装试用	0	
try_girl_Name26	狂曲雅跃-时装试用	0	
try_girl_Name27	循风谍舞-时装试用	0	
try_girl_Name28	不灭傲姿-时装试用	0	
try_girl_Name29	宵宴绯盏-时装试用	0	
try_girl_Name30	东流映荷-时装试用	0	
try_girl_Name31	伊切尔试用	0	
try_girl_Name32	甜蜜统治-时装试用	0	
try_girl_Name33	迟到花蕾-时装试用	0	
try_girl_Name34	街头规则-时装试用	0	
try_girl_Name35	琴诺-悖谬试用	0	
try_girl_Name36	恩雅-羽蜕试用	0	
try_girl_Name37	见习侍奉-时装试用	0	
try_girl_Name38	轻语疗法-时装试用	0	
try_girl_Name39	秘密约会-时装试用	0	
try_girl_Name40	瑟瑞斯-瞬刻试用	0	
try_girl_Name41	须臾蹁跹-时装试用	0	
try_girl_Name42	贴身特助-时装试用	0	
try_girl_Name43	不灭耀心-时装试用	0	
try_girl_Name44	喵步巧跃-时装试用	0	
try_girl_Name45	里芙-无限之视试用	0	
try_girl_Name46	芬妮-辉耀试用	0	
try_girl_Name47	爱意凝晶—时装试用	0	
try_girl_Name48	绽于恋时—时装试用	0	
try_girl_Name49	绯染夜幕—时装试用	0	
try_girl_Name50	归航一心—时装试用	0	
try_girl_Name51	绒绒漫步—时装试用	0	
try_girl_Name52	薇蒂雅-龙舌兰试用	0	
try_girl_Name53	翠翎倩姿—时装试用	0	
try_girl_Name54	点墨化龙—时装试用	0	
try_girl_Name55	不灭榜首—时装试用	0	
try_girl_Name56	治愈准则—武器外观试用	0	
try_girl_Name57	凯茜娅-朝翼试用	0	
try_girl_Name58	茉莉安-幽潮试用	0	
try_girl_Name59	沐浪倦姿—时装试用	0	
try_girl_Name60	灿阳一刻—时装试用	0	
try_girl_Name61	浅憩之处—时装试用	0	
try_girl_Name62	静聆潮韵—时装试用	0	
try_girl_Name63	芙提雅-驰掣试用	0	
try_girl_Name64	毛绒派对—时装试用	0	
try_girl_Name65	斑斓水色—时装试用	0	
try_girl_Name66	不灭守望—时装试用	0	
try_girl_Name67	专属教练—时装试用	0	
try_girl_Name68	卜卜-小天师试用	0	2.4试玩
try_girl_Name69	捕猎演习—时装试用	0	2.4试玩
try_girl_Name70	清荷雅弈—时装试用	0	2.4试玩
try_girl_Name71	秘密彩蛋—时装试用	0	2.4试玩
try_girl_Name72	辰星-琼弦试用	0	2.5试玩
try_girl_Name73	肴-夜天光试用	0	2.5试玩
try_girl_Name74	欣描红妆—时装试用	0	2.5试玩
try_girl_Name75	暖夜情醺—时装试用	0	2.5试玩
try_girl_Name76	金狮舞瑞—时装试用	0	2.5试玩
try_girl_Name77	纯白午后—时装试用	0	2.5试玩
try_girl_Name78	恩雅-澜风试用	0	2.6试玩
try_girl_Name79	望云清咏—时装试用	0	2.6试玩
try_girl_Name80	绒尾迷梦—时装试用	0	2.6试玩
try_girl_Name81	舞夜与焰—时装试用	0	2.6试玩
try_girl_Name82	草莓甜心—时装试用	0	2.6试玩
try_girl_Name83	不灭银星—时装试用	0	2.6试玩
try_girl_Name84	奈莉德-冥河代理人试用	0	2.7试玩
try_girl_Name85	晨曦统令—时装试用	0	2.7试玩
try_girl_Name86	林间潋滟—时装试用	0	2.7试玩
try_girl_Name87	绮锦流韵—时装试用	0	2.7试玩
try_girl_Name88	元气愈养—时装试用	0	2.7试玩
try_girl_Name89	暧馨侍奉—时装试用	0	2.7试玩
try_girl_Name90	疾速耀星—时装试用	0	2.7试玩
try_girl_Name91	薇蒂雅-天鹅座试用	0	2.8试玩
try_girl_Name92	云端之邀—时装试用	0	2.8试玩
try_girl_Name93	泳池护卫—时装试用	0	2.8试玩
try_girl_Name94	慵倚花阴—时装试用	0	2.8试玩
try_girl_Name95	引风飒意—时装试用	0	2.8试玩
try_girl_Name96	不灭恒忆—时装试用	0	2.8试玩
try_girl_Name97	凯茜娅-狂诗试用	0	3.0试玩
try_girl_Name98	苔丝-绮幻试用	0	3.0试玩
try_girl_Name99	星抚恋音—时装试用	0	3.0试玩
try_girl_Name100	恋如花舞—时装试用	0	3.0试玩
try_girl_Name101	畅饮狂欢—时装试用	0	3.0试玩
try_girl_Name102	秘密侍奉—时装试用	0	3.0试玩
try_girl_Name103	甜蜜困扰—时装试用	0	3.0试玩
try_girl_Name104	克罗瑞娜-绯月试用	0	3.1试玩
try_girl_Name105	皎月幽祈—时装试用	0	3.1试玩
try_girl_Name106	轻罗曼舞—时装试用	0	3.1试玩
try_girl_Name107	共待曙明—时装试用	0	3.1试玩
try_girl_Name108	雨沁轻衫—时装试用	0	3.1试玩
try_girl_Name109	不灭灵影—时装试用	0	3.1试玩
try_girl_Name110	芬妮-澄意试用	0	3.2试玩
try_girl_Name111	瑟瑞斯-悠游试用	0	3.2试玩
try_girl_Name112	夕晖蜜约—时装试用	0	3.2试玩
try_girl_Name113	碧波浮游—时装试用	0	3.2试玩
try_girl_Name114	海境鲛梦—时装试用	0	3.2试玩
try_girl_Name115	热沙激浪—时装试用	0	3.2试玩
try_girl_Name116	柔倚身畔—时装试用	0	3.2试玩
try_girl_Name117	米娅-星彩试用	0	3.3试玩
try_girl_Name118	暗空魅影—时装试用	0	3.3试玩
try_girl_Name119	清光虔愿—时装试用	0	3.3试玩
try_girl_Name120	花间蝶踪—时装试用	0	3.3试玩
try_girl_Name121	暖雾凝眸—时装试用	0	3.3试玩
try_girl_Name122	卜卜-灵鉴试用	0	3.4试玩
try_girl_Name123	绮恋星灵—时装试用	0	3.4试玩
try_girl_Name124	喵语祈念—时装试用	0	3.4试玩
try_girl_Name125	颂夜欢歌—时装试用	0	3.4试玩
try_girl_Name126	恋恋秋行—时装试用	0	3.4试玩
try_girl_Name127	不灭锋铭—时装试用	0	3.4试玩
try_girl_Name128	安卡希雅-时之重奏试用	0	3.5试玩
try_girl_Name129	茉莉安-霄鹰试用	0	3.5试玩
try_girl_Name130	缘音回响—时装试用	0	3.5试玩
try_girl_Name131	纯白恋羽—时装试用	0	3.5试玩
try_girl_Name132	霄倾君怀—时装试用	0	3.5试玩
try_girl_Name133	祥云徜戏—时装试用	0	3.5试玩
try_girl_Name134	游闲心舒—时装试用	0	3.5试玩
try_girl_Name135	胧嫣-瑞狐试用	0	3.6试玩
try_girl_Name136	珠光曳影—时装试用	0	3.6试玩
try_girl_Name137	国主驾到—时装试用	0	3.6试玩
try_girl_Name138	剑意逍遥—时装试用	0	3.6试玩
try_girl_Name139	轻纱暖寐—时装试用	0	3.6试玩
try_girl_Name140	不灭柔情—时装试用	0	3.6试玩
			
try_girl_Icon1	前往共鸣	0	
try_girl_Icon2	前往凭证	0	
try_girl_Icon3	前往供应站	0	
try_girl_Icon4	查看回馈	0	
try_girl_Icon5	前往活动商店	0	
try_girl_Icon6	查看员工惠利	0	
try_girl_Icon7	前往商店	0	
try_girl_Icon8	前往签到	0	
		0	
try_girl_Desc0	首次通关当前队员试用关卡，即可获取试用通过奖励	0	
			
ssrSelectRules	用于邀请里芙-狂猎、茉莉安-雨燕、芬妮-咎冠、肴-冬至、芙提雅-缄默中的任意1位队员加入队伍，是世界树对高级别分析员的特殊关照	1000	
			
MianStoryTarget_name	指挥历程	0	
Online2_des	超元链接-永续联战 限时开放	0	
Online2Finish	永续联战已关闭	0	
			
			
return_icon1	重逢增援	0	
return_icon2	回归签到	0	
return_icon3	回归进程	0	
return_icon4	回归剧情	0	
return_template_1_des	回归活动期间，可领取数据金、通用银等奖励以及经验获取率提升持续效果\n回归活动期间，奖励仅可领取一次	0	
return_template_2_des	分析员等级＜80生效	0	
return_template_3_des	回归活动期间，每日登录即可领取对应奖励	0	
return_template_4_des	解锁并完成当前阶段的所有任务后可领取	0	
return_template_5_des	回归活动期间，可领取数据金、通用银等奖励\n回归活动期间，奖励仅可领取一次	0	
return_template_6_des	【重逢增援】\n完成【回归签到】活动后即可领取全部奖励\n【回归签到】\n回归活动期间，每日登录即可获取奖励\n【回归进程】\n活动期间 ，回归进程每日解锁一个新阶段任务\n【参与条件】\n分析员等级达到30级\n连续未登录游戏天数≥14天\n非首次参与需距离上一次触发【归途道标】活动>42天\n		
		0	
return_button1	领取	0	
return_button2	阶段\%d	0	
			
dlc4house_detail1	恩雅&苔丝	0	
dlc4house_detail2	豪华烘焙套组&精致茶组	0	
dlc4house_detail3	12.14-01.18 双人家具限时折扣中！	0	
			
drop1_des	优速整备期间，常规行动中【富饶之壶】、【百足之市】、【止战之人】、【重铸之炎】、【永冬之境】，每日前4次挑战可获得双倍资源。	0	
road1_des	消耗理智值获取等量智识巡游度，兑换奖励	0	
			
dlc5house_detail1	凯茜娅	0	
dlc5house_detail2	至臻藏品展柜&智能吧台	0	
dlc5house_detail3	01.18-03.06 双人家具限时折扣中！	0	
			
ChatActivity	聊门作战	1000	海外不上这个活动，不用翻译
			
dlc6house_detail1	伊切尔	0	
dlc6house_detail2	智能黑板套组&「大魔王」游戏机	0	
dlc6house_detail3	03.07-04.17 双人家具限时折扣中！	0	
			
dlc7house_detail1	妮塔	0	
dlc7house_detail2	精装藏书角&专业特训跑步机	0	
dlc7house_detail3	04.18-05.29 双人家具限时折扣中！	0	
			
dlc8house_detail	高级造景鱼缸&温馨餐桌椅组合\n高级飞镖套装&健身器械组合\n05.30-07.10 双人家具限时折扣中！		
			
dlc9house_detail	基地全新区域疗愈中心开放\n疗愈中心家具上新\n神经调理玩法开放	0	
dlc2.5house_detail	基地全新区域温泉中心开放\n赢取全新家具，打造美好空间\n与少女游戏，享受独特的放松体验	0	DLC2.5宿舍
dlc3.0house_detail	基地全新区域暖调闲聚开放\n与少女浪漫小聚，享受慵懒一刻\n牌局对战之间，解锁丰富家具	0	DLC3.0宿舍
