字符串索引	中文简体	1=临时文案  0和不填都=正式文案	//备注
card_name37	扭蛋机	0	DLC2.6纷愿绮梦系统相关文本
card_name38	娃娃机	0	DLC2.6纷愿绮梦系统相关文本
card_name39	VR眼镜	0	DLC2.6纷愿绮梦系统相关文本
card_name40	扭蛋	0	DLC2.6纷愿绮梦系统相关文本
card_name41	枫糖汽水	0	DLC2.6纷愿绮梦系统相关文本
card_name42	游戏币兑换券	0	DLC2.6纷愿绮梦系统相关文本
card_name43	密米尔气泡水	0	DLC2.6纷愿绮梦系统相关文本
card_name44	双头光剑	0	DLC2.6纷愿绮梦系统相关文本
card_name45	金手指	0	DLC2.6纷愿绮梦系统相关文本
card_name46	电子表	0	DLC2.6纷愿绮梦系统相关文本
card_name47	电玩城会员	0	DLC2.6纷愿绮梦系统相关文本
card_name48	光剑电池	0	DLC2.6纷愿绮梦系统相关文本
card_name49	毛笔	0	DLC2.6纷愿绮梦系统相关文本
card_name50	砚台	0	DLC2.6纷愿绮梦系统相关文本
card_name51	墨水	0	DLC2.6纷愿绮梦系统相关文本
card_name52	读书笔记	0	DLC2.6纷愿绮梦系统相关文本
card_name53	古籍残卷	0	DLC2.6纷愿绮梦系统相关文本
card_name54	古籍完本	0	DLC2.6纷愿绮梦系统相关文本
card_name55	古籍全册	0	DLC2.6纷愿绮梦系统相关文本
card_name56	古卷拓本	0	DLC2.6纷愿绮梦系统相关文本
card_name57	碑文	0	DLC2.6纷愿绮梦系统相关文本
card_name58	活字印刷版	0	DLC2.6纷愿绮梦系统相关文本
card_name59	古籍书架	0	DLC2.6纷愿绮梦系统相关文本
card_name60	雕刻印章	0	DLC2.6纷愿绮梦系统相关文本
card_name61	复印机	0	DLC2.6纷愿绮梦系统相关文本
card_name62	藏宝箱	0	DLC2.6纷愿绮梦系统相关文本
card_name63	船锚	0	DLC2.6纷愿绮梦系统相关文本
card_name64	藏宝箱钥匙	0	DLC2.6纷愿绮梦系统相关文本
card_name65	单筒望远镜	0	DLC2.6纷愿绮梦系统相关文本
card_name66	金条	0	DLC2.6纷愿绮梦系统相关文本
card_name67	黄金扳指	0	DLC2.6纷愿绮梦系统相关文本
card_name68	珍珠项链	0	DLC2.6纷愿绮梦系统相关文本
card_name69	船舵	0	DLC2.6纷愿绮梦系统相关文本
card_name70	充气艇	0	DLC2.6纷愿绮梦系统相关文本
card_name71	银制藏宝箱	0	DLC2.6纷愿绮梦系统相关文本
card_name72	黄金藏宝箱	0	DLC2.6纷愿绮梦系统相关文本
card_name73	指南针	0	DLC2.6纷愿绮梦系统相关文本
card_name74	左轮手枪	0	DLC2.6纷愿绮梦系统相关文本
card_name75	锁链	0	DLC2.6纷愿绮梦系统相关文本
card_name76	探险背包	0	DLC2.6纷愿绮梦系统相关文本
card_name77	花蜜	0	DLC2.6纷愿绮梦系统相关文本
card_name78	奶油	0	DLC2.6纷愿绮梦系统相关文本
card_name79	蜂箱	0	DLC2.6纷愿绮梦系统相关文本
card_name80	七巧板巧克力	0	DLC2.6纷愿绮梦系统相关文本
card_name81	千层蛋糕	0	DLC2.6纷愿绮梦系统相关文本
card_name82	棒棒糖	0	DLC2.6纷愿绮梦系统相关文本
card_name83	装饰彩带	0	DLC2.6纷愿绮梦系统相关文本
card_name84	蜜罐	0	DLC2.6纷愿绮梦系统相关文本
card_name85	舒芙蕾	0	DLC2.6纷愿绮梦系统相关文本
card_name86	包装礼盒	0	DLC2.6纷愿绮梦系统相关文本
card_name87	牙刷	0	DLC2.6纷愿绮梦系统相关文本
card_name88	食用调色	0	DLC2.6纷愿绮梦系统相关文本
card_name89	小蜜蜂	0	DLC2.6纷愿绮梦系统相关文本
card_name90	星星糖	0	DLC2.6纷愿绮梦系统相关文本
card_name91	蜂蜜棒	0	DLC2.6纷愿绮梦系统相关文本
card_name92	准时下班	0	DLC2.6纷愿绮梦系统相关文本
card_name93	请假条	0	DLC2.6纷愿绮梦系统相关文本
card_name94	指纹打卡机	0	DLC2.6纷愿绮梦系统相关文本
card_name95	打卡记录	0	DLC2.6纷愿绮梦系统相关文本
card_name96	人体工学椅	0	DLC2.6纷愿绮梦系统相关文本
card_name97	旅行风光照	0	DLC2.6纷愿绮梦系统相关文本
card_name98	景区门票	0	DLC2.6纷愿绮梦系统相关文本
card_name99	胶卷	0	DLC2.6纷愿绮梦系统相关文本
card_name100	被炉	0	DLC2.6纷愿绮梦系统相关文本
card_name101	摩天轮	0	DLC2.6纷愿绮梦系统相关文本
card_name102	回笼觉	0	DLC2.6纷愿绮梦系统相关文本
card_name103	病假证明	0	DLC2.6纷愿绮梦系统相关文本
card_name104	扫地机器人	0	DLC2.6纷愿绮梦系统相关文本
card_name105	景点打卡	0	DLC2.6纷愿绮梦系统相关文本
card_name106	多肉植物	0	DLC2.6纷愿绮梦系统相关文本
card_name107	相机	0	DLC2.6纷愿绮梦系统相关文本
card_name108	满格能量	0	DLC2.6纷愿绮梦系统相关文本
card_name109	冰霜子弹	0	DLC2.6纷愿绮梦系统相关文本
card_name110	冰刃	0	DLC2.6纷愿绮梦系统相关文本
card_name111	冰雪皇冠	0	DLC2.6纷愿绮梦系统相关文本
card_name112	战术沙盘	0	DLC2.6纷愿绮梦系统相关文本
card_name113	冰雪披风	0	DLC2.6纷愿绮梦系统相关文本
card_name114	冰霜玫瑰	0	DLC2.6纷愿绮梦系统相关文本
card_name115	扩容弹匣	0	DLC2.6纷愿绮梦系统相关文本
card_name116	冲锋枪	0	DLC2.6纷愿绮梦系统相关文本
card_name117	冰风扇	0	DLC2.6纷愿绮梦系统相关文本
card_name118	微观雪景	0	DLC2.6纷愿绮梦系统相关文本
card_name119	双持冲锋枪	0	DLC2.6纷愿绮梦系统相关文本
card_name120	冰霜盾牌	0	DLC2.6纷愿绮梦系统相关文本
card_name121	霜花	0	DLC2.6纷愿绮梦系统相关文本
card_name122	小无人机	0	DLC2.6纷愿绮梦系统相关文本
card_name123	桃木枝	0	DLC2.6纷愿绮梦系统相关文本
card_name124	铜钱	0	DLC2.6纷愿绮梦系统相关文本
card_name125	桃木符	0	DLC2.6纷愿绮梦系统相关文本
card_name126	念珠	0	DLC2.6纷愿绮梦系统相关文本
card_name127	珠串	0	DLC2.6纷愿绮梦系统相关文本
card_name128	符纸	0	DLC2.6纷愿绮梦系统相关文本
card_name129	桃木剑	0	DLC2.6纷愿绮梦系统相关文本
card_name130	桃树	0	DLC2.6纷愿绮梦系统相关文本
card_name131	上上签	0	DLC2.6纷愿绮梦系统相关文本
card_name132	贡品	0	DLC2.6纷愿绮梦系统相关文本
card_name133	甘霖	0	DLC2.6纷愿绮梦系统相关文本
card_name134	法印	0	DLC2.6纷愿绮梦系统相关文本
card_name135	天师罗盘	0	DLC2.6纷愿绮梦系统相关文本
card_name136	拂尘	0	DLC2.6纷愿绮梦系统相关文本
card_name137	祈雨诀	0	DLC2.6纷愿绮梦系统相关文本
card_name138	八卦镜	0	DLC2.6纷愿绮梦系统相关文本
card_name139	聚能装置	0	DLC3.2纷愿绮梦
card_name140	能量块	0	DLC3.2纷愿绮梦
card_name141	能量发生装置	0	DLC3.2纷愿绮梦
card_name142	能量传导器	0	DLC3.2纷愿绮梦
card_name143	原型机器人	0	DLC3.2纷愿绮梦
card_name144	储能电池	0	DLC3.2纷愿绮梦
card_name145	设计图纸	0	DLC3.2纷愿绮梦
card_name146	进阶机器人	0	DLC3.2纷愿绮梦
card_name147	终极机器人	0	DLC3.2纷愿绮梦
card_name148	探测仪	0	DLC3.2纷愿绮梦
card_name149	爆裂手雷	0	DLC3.2纷愿绮梦
card_name150	能量聚合器	0	DLC3.2纷愿绮梦
card_name151	能量碎块	0	DLC3.2纷愿绮梦
card_name152	测试型永动机	0	DLC3.2纷愿绮梦
card_name153	永动机	0	DLC3.2纷愿绮梦
card_name154	魔术帽	0	DLC3.2纷愿绮梦
card_name155	魔术指套	0	DLC3.2纷愿绮梦
card_name156	星星魔棒	0	DLC3.2纷愿绮梦
card_name157	魔术手套	0	DLC3.2纷愿绮梦
card_name158	魔术手帕	0	DLC3.2纷愿绮梦
card_name159	隐身粉末	0	DLC3.2纷愿绮梦
card_name160	鸽子蛋	0	DLC3.2纷愿绮梦
card_name161	鸽子窝	0	DLC3.2纷愿绮梦
card_name162	机关盒	0	DLC3.2纷愿绮梦
card_name163	魔杖	0	DLC3.2纷愿绮梦
card_name164	星币	0	DLC3.2纷愿绮梦
card_name165	亮闪闪粉末	0	DLC3.2纷愿绮梦
card_name166	小鸽子	0	DLC3.2纷愿绮梦
card_name167	大鸽子	0	DLC3.2纷愿绮梦
card_name168	超大鸽子	0	DLC3.2纷愿绮梦
card_name169	小蝙蝠	0	DLC3.2纷愿绮梦
card_name170	银匕首	0	DLC3.2纷愿绮梦
card_name171	红宝石	0	DLC3.2纷愿绮梦
card_name172	易容眼罩	0	DLC3.2纷愿绮梦
card_name173	佳酿	0	DLC3.2纷愿绮梦
card_name174	暗影洞窟	0	DLC3.2纷愿绮梦
card_name175	灵魂汲取	0	DLC3.2纷愿绮梦
card_name176	香氛	0	DLC3.2纷愿绮梦
card_name177	假面	0	DLC3.2纷愿绮梦
card_name178	暗影庄园	0	DLC3.2纷愿绮梦
card_name179	披风	0	DLC3.2纷愿绮梦
card_name180	高跟鞋	0	DLC3.2纷愿绮梦
card_name181	珍宝	0	DLC3.2纷愿绮梦
card_name182	契约书	0	DLC3.2纷愿绮梦
card_name183	魂匣	0	DLC3.2纷愿绮梦
card_name184	唤灵石	0	DLC3.2纷愿绮梦
card_name185	水晶球	0	DLC3.2纷愿绮梦
card_name186	坩埚	0	DLC3.2纷愿绮梦
card_name187	王族仆从	0	DLC3.2纷愿绮梦
card_name188	灵魂纹章	0	DLC3.2纷愿绮梦
card_name189	守护者雕像	0	DLC3.2纷愿绮梦
card_name190	古代石板	0	DLC3.2纷愿绮梦
card_name191	仆从纹章	0	DLC3.2纷愿绮梦
card_name192	烙印	0	DLC3.2纷愿绮梦
card_name193	守护仪式	0	DLC3.2纷愿绮梦
card_name194	镰刀	0	DLC3.2纷愿绮梦
card_name195	海带	0	DLC3.2纷愿绮梦
card_name196	小虾	0	DLC3.2纷愿绮梦
card_name197	龙睛鱼	0	DLC3.2纷愿绮梦
card_name198	琉金鱼	0	DLC3.2纷愿绮梦
card_name199	小丑鱼	0	DLC3.2纷愿绮梦
card_name200	水母	0	DLC3.2纷愿绮梦
card_name201	海葵	0	DLC3.2纷愿绮梦
card_name202	鱼饵	0	DLC3.2纷愿绮梦
card_name203	螃蟹	0	DLC3.2纷愿绮梦
card_name204	海绵	0	DLC3.2纷愿绮梦
card_name205	翻车鱼	0	DLC3.2纷愿绮梦
card_name206	鲸鱼	0	DLC3.2纷愿绮梦
card_name207	鲨鱼	0	DLC3.2纷愿绮梦
card_name208	能量导线	0	DLC3.2纷愿绮梦
card_name209	迭代核心	0	DLC3.2纷愿绮梦
card_name210	魔术眼镜	0	DLC3.2纷愿绮梦
card_name211	魔术卡牌	0	DLC3.2纷愿绮梦
card_name212	饵料	0	DLC3.2纷愿绮梦
card_name213	阳伞	0	DLC3.2纷愿绮梦
card_name214	利齿	0	DLC3.2纷愿绮梦
card_name215	木炭	0	DLC3.2纷愿绮梦
card_name216	审判者	0	DLC3.2纷愿绮梦
card_name217	护身符	0	DLC3.2纷愿绮梦
card_name218	海鳝	0	DLC3.2纷愿绮梦
card_name219	海星	0	DLC3.2纷愿绮梦
			
card_desc01	出现5回合后消耗自身	0	DLC2.6纷愿绮梦系统相关文本
card_desc02	出现1回合后消耗自身，使下次选棋时出现1个高于当前漫溯等级的棋子	0	DLC2.6纷愿绮梦系统相关文本
card_desc03	出现{1}回合后消耗自身，使相邻自身棋子生成的漫溯能量提升{2}%，使场上随机{3}个“装束”类棋子生成的漫溯能量增加{4}	0	DLC3.0纷愿绮梦系统相关文本
card_desc04	出现{1}回合后消耗自身，使场上生成漫溯能量最多的棋子收益提升{2}%	0	DLC3.0纷愿绮梦系统相关文本
card_desc05		0	DLC2.6纷愿绮梦系统相关文本
card_desc06		0	DLC2.6纷愿绮梦系统相关文本
card_desc07		0	DLC2.6纷愿绮梦系统相关文本
card_desc08		0	DLC2.6纷愿绮梦系统相关文本
card_desc09	如果场上有未放置棋子的空格处，则生成120漫溯能量	0	DLC2.6纷愿绮梦系统相关文本
card_desc10	使用后，生成400%已消耗的漫溯能量	0	DLC2.6纷愿绮梦系统相关文本
card_desc11	出现后每6回合获得1次额外的选棋	0	DLC2.6纷愿绮梦系统相关文本
card_desc12	使用后，获得2次选棋，生成450漫溯能量	0	DLC2.6纷愿绮梦系统相关文本
card_desc13	出现后，每有1个棋子被消耗，生成的漫溯能量增加10，最高增加300	0	DLC2.6纷愿绮梦系统相关文本
card_desc14	场上“装束”类棋子生成的漫溯能量提升{1}%，效果可叠加	0	DLC3.0纷愿绮梦系统相关文本
card_desc15	当场上出现3个相同棋子相连时，使第1组相连棋子均生成120漫溯能量	0	DLC2.6纷愿绮梦系统相关文本
card_desc16	当场上出现3个相同棋子相连时，生成480漫溯能量	0	DLC2.6纷愿绮梦系统相关文本
card_desc17	使用后，生成1500漫溯能量，获得1次额外的前进次数	0	DLC2.6纷愿绮梦系统相关文本
card_desc18	出现后，使“功能饮料”类棋子的效果激活2次	0	DLC2.6纷愿绮梦系统相关文本
card_desc19	当棋子处于场上的四边时，生成60漫溯能量	0	DLC2.6纷愿绮梦系统相关文本
card_desc20	漫溯等级为3级时，获得【定制专辑】通用道具，1局内仅存在1个【麦克风】	0	DLC2.6纷愿绮梦系统相关文本
card_desc21	提升漫溯等级后消耗自身，获得1个“音符”类棋子	0	DLC2.6纷愿绮梦系统相关文本
card_desc22	相邻的棋子生成的漫溯能量增加5，出现2回合后消耗自身	0	DLC2.6纷愿绮梦系统相关文本
card_desc23	相邻的【演出服饰】生成的漫溯能量提升50%	0	DLC2.6纷愿绮梦系统相关文本
card_desc24	出现2回合后消耗自身，随机获得1个“音符”类棋子	0	DLC2.6纷愿绮梦系统相关文本
card_desc25	出现后将【4分音符】、【8分音符】出现在场上的回合数恢复为初始状态，2回合后消耗自身	0	DLC2.6纷愿绮梦系统相关文本
card_desc26	使【16分音符】的效果可叠加，1局内仅存在1个【演出服饰】	0	DLC2.6纷愿绮梦系统相关文本
card_desc27	相邻的棋子生成60漫溯能量，出现3回合后消除自身	0	DLC2.6纷愿绮梦系统相关文本
card_desc28	出现后，使【演出服饰】生成的漫溯能量提升{1}%，同时相邻的棋子生成的漫溯能量提升{2}%，1局内仅存在1个【聚光灯】	0	DLC3.0纷愿绮梦系统相关文本
card_desc29	出现后，每4回合使所有棋子收益提升100%，效果可以叠加	0	DLC2.6纷愿绮梦系统相关文本
card_desc30	出现2回合后转化为【低音谱号】，生成的漫溯能量增加75	0	DLC2.6纷愿绮梦系统相关文本
card_desc31	出现{1}回合后转化为【高音谱号】，转化后继承当前漫溯能量，且转化时生成漫溯能量提升{2}%	0	DLC3.0纷愿绮梦系统相关文本
card_desc32	出现后，使全部【4分音符】和【8分音符】存在于场上的回合数增加{1}	0	DLC3.0纷愿绮梦系统相关文本
card_desc33	出现后，每4回合将【演出服饰】和场上所有棋子视为相邻	0	DLC2.6纷愿绮梦系统相关文本
card_desc34		0	DLC2.6纷愿绮梦系统相关文本
card_desc35	当消耗{1}个相邻的【游戏币】或【胶卷】时，生成的漫溯能量增加{2}，可分别触发{3}次	0	DLC2.6纷愿绮梦系统相关文本
card_desc36	场上每出现1个“游乐”类棋子或【VR眼镜】，生成的漫溯能量提升{1}%	0	DLC3.5纷愿绮梦系统相关文本
card_desc37	和【扭蛋】相邻时消耗自身，使【扭蛋】出现的回合数增加{1}	0	DLC2.6纷愿绮梦系统相关文本
card_desc38	消耗相邻的所有【游戏币】，每消耗1个，使场上随机{1}个【游戏奖杯】生成的漫溯能量增加{2}	0	DLC3.5纷愿绮梦系统相关文本
card_desc39	出现后，使场上随机{1}个【游戏奖杯】生成的漫溯能量增加{2}	0	DLC3.5纷愿绮梦系统相关文本
card_desc40	出现后，每回合生成的漫溯能量增加{1}，{2}回合后消耗自身	0	DLC2.6纷愿绮梦系统相关文本
card_desc41	每与1个【VR眼镜】、【扭蛋机】、【游戏奖杯】相邻，生成{1}漫溯能量	0	DLC3.5纷愿绮梦系统相关文本
card_desc42	出现1回合后消耗自身，获得{1}个【游戏币】	0	DLC3.5纷愿绮梦系统相关文本
card_desc43	相邻的“游乐”类棋子生成的漫溯能量提升{1}%，生成的漫溯能量增加{2}	0	DLC3.5纷愿绮梦系统相关文本
card_desc44	剑头指向的棋子生成的漫溯能量提升50%，在出现后的下1回合转动1次方向	0	DLC2.6纷愿绮梦系统相关文本
card_desc45	相邻的棋子生成的漫溯能量提升25%，使场上的【游戏奖杯】生成漫溯能量增加5，1局内仅存在1个【金手指】	0	DLC2.6纷愿绮梦系统相关文本
card_desc46	出现后，每3回合获得1个【扭蛋机】	0	DLC2.6纷愿绮梦系统相关文本
card_desc47	出现后，立即获得{1}个【游戏币兑换券】，之后每{2}个回合获得{3}个【游戏币兑换券】	0	DLC3.0纷愿绮梦系统相关文本
card_desc48	出现后使【双头光剑】多转1次，多个【双头光剑】的效果可叠加	0	DLC2.6纷愿绮梦系统相关文本
card_desc49	每与1个【砚台】、【古籍残卷】相邻时，生成90漫溯能量	0	DLC2.6纷愿绮梦系统相关文本
card_desc50	相邻的【古籍残卷】进阶所需的回合数减3	0	DLC2.6纷愿绮梦系统相关文本
card_desc51	出现1回合后消耗自身，使相邻的1个随机棋子生成的漫溯能量增加30	0	DLC2.6纷愿绮梦系统相关文本
card_desc52	出现1回合后消耗自身，同时有50%概率生成960漫溯能量	0	DLC2.6纷愿绮梦系统相关文本
card_desc53	每经历1回合生成2漫溯能量，出现400回合后进阶为【古籍完本】	0	DLC2.6纷愿绮梦系统相关文本
card_desc54	每经历1回合生成10漫溯能量，出现10回合后进阶为【古籍全册】	0	DLC2.6纷愿绮梦系统相关文本
card_desc55	消耗场上的【古卷拓本】，每消耗{1}个生成的漫溯能量增加{2}。每{3}回合在场上空格处放置【古卷拓本】	0	DLC3.0纷愿绮梦系统相关文本
card_desc56	出现1回合后消耗自身，复制【古籍全册】生成的漫溯能量，场上每存在1个【古籍完本】或【古籍全册】，生成的漫溯能量提升{1}%	0	DLC3.0纷愿绮梦系统相关文本
card_desc57	出现1回合后消耗自身，生成1800漫溯能量，场上的【古籍残卷】和【古籍完本】进阶所需的回合数减5	0	DLC2.6纷愿绮梦系统相关文本
card_desc58	出现后使相邻的【古籍残卷】进阶所需的回合数减半，消耗自身	0	DLC2.6纷愿绮梦系统相关文本
card_desc59	使场上的【古籍残卷】和【古籍完本】进阶所需的回合数减少1，同时使场上的【古籍完本】和【古籍全册】生成的漫溯能量增加2	0	DLC2.6纷愿绮梦系统相关文本
card_desc60	出现后，使相邻的【古籍完本】和【古籍全册】生成的漫溯能量增加{1}，并使场上的【古籍全册】回合数减少{2}，1局内只能存在1个【雕刻印章】	0	DLC3.0纷愿绮梦系统相关文本
card_desc61	【古卷拓本】生成的漫溯能量提升{1}%，效果可叠加	0	DLC3.0纷愿绮梦系统相关文本
card_desc62	被消耗时生成600漫溯能量	0	DLC2.6纷愿绮梦系统相关文本
card_desc63	处于场上4个角落中任意1个角落，生成240漫溯能量	0	DLC2.6纷愿绮梦系统相关文本
card_desc64	消耗棋盘上的所有“宝箱”类棋子后，消耗自身	0	DLC2.6纷愿绮梦系统相关文本
card_desc65	出现2回合后消耗自身，获得2个【藏宝箱】	0	DLC2.6纷愿绮梦系统相关文本
card_desc66	场上的“探宝道具”和“宝箱”类棋子被消耗时，使场上所有的“宝藏”类棋子生成的漫溯能量增加5，1局内只存在1个【金条】	0	DLC2.6纷愿绮梦系统相关文本
card_desc67	出现后每回合生成的漫溯能量增加{1}	0	DLC3.0纷愿绮梦系统相关文本
card_desc68	每有1个相邻的“宝藏”类棋子，生成{1}漫溯能量	0	DLC3.0纷愿绮梦系统相关文本
card_desc69	相邻棋子生成的漫溯能量提升{1}%，同时消耗相邻的“宝箱”类棋子，1局内只存在1个【船舵】	0	DLC3.0纷愿绮梦系统相关文本
card_desc70	出现后，使场上“宝藏”类棋子生成的漫溯能量提升{1}%，{2}回合后消耗自身	0	DLC3.0纷愿绮梦系统相关文本
card_desc71	被消耗后获得{1}个【藏宝箱】，同时使场上的“宝藏”类棋子生成的漫溯能量增加{2}	0	DLC3.0纷愿绮梦系统相关文本
card_desc72	被消耗后生成1800漫溯能量	0	DLC2.6纷愿绮梦系统相关文本
card_desc73	出现2回合后消耗自身，获得2个随机的“宝箱”类棋子	0	DLC2.6纷愿绮梦系统相关文本
card_desc74	“宝箱”类棋子被消耗时生成的漫溯能量提升{1}%，效果可叠加	0	DLC3.0纷愿绮梦系统相关文本
card_desc75	使用后，任选场上1个棋子，使它每回合必定出现在场上并固定其出现的位置	0	DLC2.6纷愿绮梦系统相关文本
card_desc76	如果棋子列表中没有“探宝道具”类棋子，则获得1个【单筒望远镜】	0	DLC2.6纷愿绮梦系统相关文本
card_desc77	场上每出现另1个【花蜜】，生成10漫溯能量，最多生成60漫溯能量	0	DLC2.6纷愿绮梦系统相关文本
card_desc78	出现后，将相邻的【蜜罐】回合数恢复为初始状态，{1}回合后消耗自身	0	DLC3.0纷愿绮梦系统相关文本
card_desc79	【蜂箱】会收集相邻的【花蜜】，每收集{1}个【花蜜】，生成的漫溯能量增加{2}。收集{3}个【花蜜】时，消耗自身并生成{4}漫溯能量	0	DLC3.0纷愿绮梦系统相关文本
card_desc80	出现后每{1}回合，七巧板中的其中1个碎片会转化成彩色，最多可转化6次，每转化1个碎片，生成的漫溯能量增加{2}	0	DLC3.5纷愿绮梦系统相关文本
card_desc81	相邻的【奶油】、【花蜜】、【七巧板巧克力】生成的漫溯能量提升{1}%	0	DLC3.0纷愿绮梦系统相关文本
card_desc82	若场上出现3个【棒棒糖】，则消耗它们并获得1次额外的选礼	0	DLC2.6纷愿绮梦系统相关文本
card_desc83	随机的{1}个相邻棋子生成的漫溯能量增加{2}	0	DLC3.0纷愿绮梦系统相关文本
card_desc84	出现后每回合得到{1}个【花蜜】，{2}回合后消耗自身	0	DLC3.0纷愿绮梦系统相关文本
card_desc85	与【奶油】相邻时，生成120漫溯能量，与【奶油】不相邻时，获得1个【奶油】	0	DLC2.6纷愿绮梦系统相关文本
card_desc86	出现后，相邻棋子生成的漫溯能量提升{1}%，场上没有出现【蜂箱】时会获得{2}个【蜂箱】，1局内只存在1个【包装礼盒】	0	DLC3.0纷愿绮梦系统相关文本
card_desc87	出现1回合后消耗自身，获得2个【蜂箱】	0	DLC2.6纷愿绮梦系统相关文本
card_desc88	七巧板涂色进度所需回合减半，最高等级的七巧板生成的漫溯能量提升{1}%，效果可叠加	0	DLC3.0纷愿绮梦系统相关文本
card_desc89	出现后使【蜂箱】生成的漫溯能量提升{1}%，使【蜂箱】收集【花蜜】时无视棋子间距离	0	DLC3.0纷愿绮梦系统相关文本
card_desc90	使用后，获得180漫溯能量，并获得1次3星选棋	0	DLC2.6纷愿绮梦系统相关文本
card_desc91	出现后，每{1}回合使场上随机{2}个【蜂箱】收集【花蜜】的进度增加{3}	0	DLC3.0纷愿绮梦系统相关文本
card_desc92	相邻的空格处都将生成30漫溯能量	0	DLC2.6纷愿绮梦系统相关文本
card_desc93	消耗相邻的【准时下班】，每消除1个获得3个【请假条】	0	DLC2.6纷愿绮梦系统相关文本
card_desc94	出现1回合后消耗自身，获得2个【打卡记录】	0	DLC2.6纷愿绮梦系统相关文本
card_desc95	有10%概率转化为【准时下班】	0	DLC2.6纷愿绮梦系统相关文本
card_desc96	相邻的【打卡记录】转化为【准时下班】的概率提升至100%	0	DLC2.6纷愿绮梦系统相关文本
card_desc97	每消耗1个相邻的【请假条】或者【胶卷】，生成225漫溯能量	0	DLC2.6纷愿绮梦系统相关文本
card_desc98	出现8回合后消耗自身，每回合有50%概率获得1个【胶卷】	0	DLC2.6纷愿绮梦系统相关文本
card_desc99	被消耗后生成120漫溯能量	0	DLC2.6纷愿绮梦系统相关文本
card_desc100	棋子列表中每存在1个【请假条】，生成25漫溯能量	0	DLC2.6纷愿绮梦系统相关文本
card_desc101	场上出现的【景点打卡】和【旅行风光照】获得的漫溯能量提升{1}%，1局内只存在1个【摩天轮】	0	DLC3.0纷愿绮梦系统相关文本
card_desc102	出现后，每2回合获得1个【请假条】	0	DLC2.6纷愿绮梦系统相关文本
card_desc103	场上出现“电器”类棋子时，获得4个【请假条】，生成的漫溯能量增加15	0	DLC2.6纷愿绮梦系统相关文本
card_desc104	出现后，每回合生成的漫溯能量增加5	0	DLC2.6纷愿绮梦系统相关文本
card_desc105	每消耗1个任意棋子，生成的漫溯能量提升10%	0	DLC2.6纷愿绮梦系统相关文本
card_desc106	场上每个空格处生成30漫溯能量	0	DLC2.6纷愿绮梦系统相关文本
card_desc107	使用后，获得3个【旅行风光照】	0	DLC2.6纷愿绮梦系统相关文本
card_desc108	【打卡记录】转化为【准时下班】时，额外获得1个【准时下班】	0	DLC2.6纷愿绮梦系统相关文本
card_desc109	列表中每存在1个棋子，生成2漫溯能量	0	DLC2.6纷愿绮梦系统相关文本
