唯一ID	备注	国内开放时间	海外开放时间	V3互动参数{版本号,剧本名}	B美术场景	B逻辑场景	V3互动灯光场景	B触发框信息	对应UI框（1交谈 2换装  3道具  4告白;{a,b,c,d}代表功能，位置，对应的resourceID,文本id）;如果需要有参数包请参考{3,2,744125,"manifestation.manifestation",{13}}13对应loop中的唯一ID	特殊机位镜头ID（默认不填）	BsequenceID	B机位镜头ID	B特殊机位镜头ID（默认不填）	B导演表	角色名字	特殊解锁提示(右侧按钮X做完后Y解锁）	背景音乐	背景循环音效	互动入口绿色等级	是否开启全屏圣光（默认不填，开启填1）	是否鼠标形变（默认不填，开启填1）
121502	凯西娅恒约	[202407251000]	[202407251000]	{"DLC30","KatyaMarry"}					{{1,3,1701258,"manifestation.buttun01"},{3,1,1701263,"manifestation.buttun03"},{4,2,1701261,"manifestation.buttun02"}}	{}		{"SC01","SC02","SC03","SC04"}	{"SC01"}		12150201	manifestation.tips01	BGM|UI|BGM|UI|DLC30_HD		50		1
111702	苔丝恒约	[202407251000]	[202407251000]	{"DLC30","TessMarry"}					{{1,3,1701258,"manifestation.buttun01"},{3,1,1701263,"manifestation.buttun03"},{4,2,1701261,"manifestation.buttun02"}}	{}		{"SC01","SC02","SC03","SC04"}	{"SC01"}		11170201	manifestation.tips01	BGM|UI|BGM|UI|DLC30_HD		50		1
																					
130802	芬妮-澄意-泳装互动场景	[202509250400]	[202509250400]	{"DLC32","FennySwim"}			/Game/Maps/manifestation/FennySwim/FennySwim_main_light.FennySwim_main_light		{{1,3,1701258,"manifestation.buttun01"}}	{}	/Game/Cinematics/Manifestation/FennySwim/FennySwim_ma_startplay_Master.FennySwim_ma_startplay_Master	{"SC01","SC02","SC03","SC04"}	{"SC01"}		13080201		BGM|UI|BGM|UI|DLC32_HD		50		1
121302	瑟瑞斯-悠游-泳装互动场景	[202509251000]	[202509251000]	{"DLC32","SirisSwim"}			/Game/Maps/manifestation/SirisSwim/SirisSwim_main_light.SirisSwim_main_light		{{1,3,1701258,"manifestation.buttun01"}}	{}	/Game/Cinematics/Manifestation/SirisSwim/SirisSwim_ma_startplay_Master.SirisSwim_ma_startplay_Master	{"SC01","SC02","SC03","SC04"}	{"SC01"}		12130201		BGM|UI|BGM|UI|DLC32_HD		50		1
																					
130502	茉莉安-换装3-恒约互动场景	[202601290400]	[202601290400]	{"DLC35","MarianMarry"}			/Game/Maps/manifestation/MarianMarry/MarianMarry_main_light.MarianMarry_main_light		{{1,3,1701258,"manifestation.buttun01"},{3,1,1701263,"manifestation.buttun03"},{4,2,1701261,"manifestation.buttun02"}}	{}	/Game/Cinematics/Manifestation/MarianMarry/MarianMarry_ma_startplay_Master.MarianMarry_ma_startplay_Master	{"SC01","SC02","SC03","SC04"}	{"SC01"}		13050201	manifestation.tips01	BGM|UI|BGM|UI|DLC35_HD		50		1
120102	安卡希雅-换装2-恒约互动场景	[202601290400]	[202601290400]	{"DLC35","AcaciaMarry"}			/Game/Maps/manifestation/AcaciaMarry/AcaciaMarry_main_light.AcaciaMarry_main_light		{{1,3,1701258,"manifestation.buttun01"},{3,1,1701263,"manifestation.buttun03"},{4,2,1701261,"manifestation.buttun02"}}	{}	/Game/Cinematics/Manifestation/AcaciaMarry/AcaciaMarry_ma_startplay_Master.AcaciaMarry_ma_startplay_Master	{"SC01","SC02","SC03","SC04"}	{"SC04"}		12010201	manifestation.tips01	BGM|UI|BGM|UI|DLC35_HD		50		1
																					
130202	里芙-换装3-互动场景	[202407251000]	[202407251000]	{"DLC37","LyfeSleep"}			/Game/Maps/manifestation/LyfeSleep/LyfeSleep_main_light.LyfeSleep_main_light		{{1,3,1701258,"manifestation.buttun01"}}	{}	/Game/Cinematics/Manifestation/LyfeSleep/LyfeSleep_ma_startplay_Master.LyfeSleep_ma_startplay_Master	{"SC01","SC02","SC03","SC04"}	{"SC01"}		13020201		BGM|UI|BGM|UI|DLC37_HD		50		1
